,block_duration,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,stim_duration,text,time_elapsed,trial_id,trial_type,worker_id
4,1484.0,,practice,discount_fixed,89,,,"89,71",1484,,1484.0,,-90125,stim,poldrack-single-stim,s491
25,6316.0,larger_later,,discount_fixed,89,31.0,76.0,"89,71",1393,20.0,5000.0,,10330,,poldrack-single-stim,s491
27,5568.0,larger_later,,discount_fixed,89,43.0,19.0,"89,71",1376,20.0,5000.0,,16907,,poldrack-single-stim,s491
28,7500.0,,,discount_fixed,-1,,,none,-1,,7500.0,,24409,rest_block,poldrack-single-stim,s491
30,5636.0,larger_later,,discount_fixed,89,60.0,124.0,"89,71",1366,20.0,5000.0,,32053,,poldrack-single-stim,s491
32,5908.0,smaller_sooner,,discount_fixed,71,27.0,142.0,"89,71",2061,20.0,5000.0,,38971,,poldrack-single-stim,s491
34,5500.0,larger_later,,discount_fixed,89,25.0,70.0,"89,71",1935,20.0,5000.0,,45478,,poldrack-single-stim,s491
36,5976.0,larger_later,,discount_fixed,89,44.0,92.0,"89,71",956,20.0,5000.0,,52460,,poldrack-single-stim,s491
38,5908.0,larger_later,,discount_fixed,89,41.0,27.0,"89,71",1407,20.0,5000.0,,59374,,poldrack-single-stim,s491
40,5568.0,larger_later,,discount_fixed,89,64.0,89.0,"89,71",1197,20.0,5000.0,,65947,,poldrack-single-stim,s491
42,5500.0,larger_later,,discount_fixed,89,78.0,108.0,"89,71",1158,20.0,5000.0,,72455,,poldrack-single-stim,s491
44,7200.0,larger_later,,discount_fixed,89,80.0,145.0,"89,71",1067,20.0,5000.0,,80662,,poldrack-single-stim,s491
46,5704.0,larger_later,,discount_fixed,89,41.0,174.0,"89,71",2057,20.0,5000.0,,87374,,poldrack-single-stim,s491
48,6044.0,larger_later,,discount_fixed,89,42.0,145.0,"89,71",1524,20.0,5000.0,,94424,,poldrack-single-stim,s491
50,6044.0,larger_later,,discount_fixed,89,36.0,114.0,"89,71",1791,20.0,5000.0,,101475,,poldrack-single-stim,s491
52,6180.0,larger_later,,discount_fixed,89,58.0,55.0,"89,71",1171,20.0,5000.0,,108661,,poldrack-single-stim,s491
54,5976.0,larger_later,,discount_fixed,89,81.0,58.0,"89,71",1051,20.0,5000.0,,115642,,poldrack-single-stim,s491
56,5772.0,larger_later,,discount_fixed,89,32.0,111.0,"89,71",1952,20.0,5000.0,,122421,,poldrack-single-stim,s491
58,5772.0,smaller_sooner,,discount_fixed,71,25.0,141.0,"89,71",1748,20.0,5000.0,,129200,,poldrack-single-stim,s491
60,6180.0,larger_later,,discount_fixed,89,67.0,23.0,"89,71",1058,20.0,5000.0,,136387,,poldrack-single-stim,s491
62,6180.0,larger_later,,discount_fixed,89,77.0,161.0,"89,71",1521,20.0,5000.0,,143573,,poldrack-single-stim,s491
64,6248.0,larger_later,,discount_fixed,89,55.0,163.0,"89,71",1553,20.0,5000.0,,150829,,poldrack-single-stim,s491
66,5568.0,larger_later,,discount_fixed,89,40.0,159.0,"89,71",2210,20.0,5000.0,,157403,,poldrack-single-stim,s491
68,5500.0,larger_later,,discount_fixed,89,76.0,161.0,"89,71",1348,20.0,5000.0,,163912,,poldrack-single-stim,s491
70,5908.0,larger_later,,discount_fixed,89,48.0,128.0,"89,71",1594,20.0,5000.0,,170826,,poldrack-single-stim,s491
72,5568.0,larger_later,,discount_fixed,89,39.0,95.0,"89,71",1311,20.0,5000.0,,177402,,poldrack-single-stim,s491
74,7200.0,larger_later,,discount_fixed,89,83.0,105.0,"89,71",1076,20.0,5000.0,,185609,,poldrack-single-stim,s491
76,5908.0,larger_later,,discount_fixed,89,67.0,41.0,"89,71",1004,20.0,5000.0,,192525,,poldrack-single-stim,s491
78,6248.0,larger_later,,discount_fixed,89,56.0,172.0,"89,71",1612,20.0,5000.0,,199778,,poldrack-single-stim,s491
80,6044.0,smaller_sooner,,discount_fixed,71,28.0,123.0,"89,71",1576,20.0,5000.0,,206831,,poldrack-single-stim,s491
82,5636.0,larger_later,,discount_fixed,89,50.0,129.0,"89,71",1204,20.0,5000.0,,213475,,poldrack-single-stim,s491
84,5704.0,smaller_sooner,,discount_fixed,71,23.0,61.0,"89,71",1910,20.0,5000.0,,220186,,poldrack-single-stim,s491
86,5636.0,larger_later,,discount_fixed,89,79.0,92.0,"89,71",1023,20.0,5000.0,,226829,,poldrack-single-stim,s491
