,block_duration,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,stim_duration,text,time_elapsed,trial_id,trial_type,worker_id
4,2146.0,,practice,discount_fixed,71,,,"89,71",2146,,2146.0,,-102907,stim,poldrack-single-stim,s495
25,5316.0,smaller_sooner,,discount_fixed,71,31.0,76.0,"89,71",1490,20.0,4000.0,,9335,,poldrack-single-stim,s495
27,4568.0,smaller_sooner,,discount_fixed,71,43.0,19.0,"89,71",2181,20.0,4000.0,,14910,,poldrack-single-stim,s495
28,7500.0,,,discount_fixed,-1,,,none,-1,,7500.0,,22413,rest_block,poldrack-single-stim,s495
30,4636.0,smaller_sooner,,discount_fixed,71,60.0,124.0,"89,71",1422,20.0,4000.0,,29059,,poldrack-single-stim,s495
32,4908.0,smaller_sooner,,discount_fixed,71,27.0,142.0,"89,71",987,20.0,4000.0,,34975,,poldrack-single-stim,s495
34,4500.0,smaller_sooner,,discount_fixed,71,25.0,70.0,"89,71",1194,20.0,4000.0,,40482,,poldrack-single-stim,s495
36,4976.0,smaller_sooner,,discount_fixed,71,44.0,92.0,"89,71",1731,20.0,4000.0,,46466,,poldrack-single-stim,s495
38,4908.0,smaller_sooner,,discount_fixed,71,41.0,27.0,"89,71",993,20.0,4000.0,,52379,,poldrack-single-stim,s495
40,4568.0,smaller_sooner,,discount_fixed,71,64.0,89.0,"89,71",1459,20.0,4000.0,,57955,,poldrack-single-stim,s495
42,4500.0,smaller_sooner,,discount_fixed,71,78.0,108.0,"89,71",1261,20.0,4000.0,,63462,,poldrack-single-stim,s495
44,6200.0,smaller_sooner,,discount_fixed,71,80.0,145.0,"89,71",967,20.0,4000.0,,70669,,poldrack-single-stim,s495
46,4704.0,smaller_sooner,,discount_fixed,71,41.0,174.0,"89,71",959,20.0,4000.0,,76380,,poldrack-single-stim,s495
48,5044.0,smaller_sooner,,discount_fixed,71,42.0,145.0,"89,71",1077,20.0,4000.0,,82432,,poldrack-single-stim,s495
50,5044.0,smaller_sooner,,discount_fixed,71,36.0,114.0,"89,71",938,20.0,4000.0,,88483,,poldrack-single-stim,s495
52,5180.0,smaller_sooner,,discount_fixed,71,58.0,55.0,"89,71",997,20.0,4000.0,,94671,,poldrack-single-stim,s495
54,4976.0,smaller_sooner,,discount_fixed,71,81.0,58.0,"89,71",1409,20.0,4000.0,,100652,,poldrack-single-stim,s495
56,4772.0,smaller_sooner,,discount_fixed,71,32.0,111.0,"89,71",1359,20.0,4000.0,,106433,,poldrack-single-stim,s495
58,4772.0,smaller_sooner,,discount_fixed,71,25.0,141.0,"89,71",782,20.0,4000.0,,112212,,poldrack-single-stim,s495
60,5180.0,larger_later,,discount_fixed,89,67.0,23.0,"89,71",1762,20.0,4000.0,,118399,,poldrack-single-stim,s495
62,5180.0,smaller_sooner,,discount_fixed,71,77.0,161.0,"89,71",1581,20.0,4000.0,,124588,,poldrack-single-stim,s495
64,5248.0,smaller_sooner,,discount_fixed,71,55.0,163.0,"89,71",909,20.0,4000.0,,130843,,poldrack-single-stim,s495
66,4568.0,smaller_sooner,,discount_fixed,71,40.0,159.0,"89,71",837,20.0,4000.0,,136418,,poldrack-single-stim,s495
