,CTI,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_color,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
617,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",848.0,#1F45FC,3.0,color,switch,,478116,stim,8.0,poldrack-single-stim,s491
620,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",898.0,orange,1.0,magnitude,switch,,480224,stim,9.0,poldrack-single-stim,s491
623,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",913.0,orange,1.0,color,switch,,482466,stim,10.0,poldrack-single-stim,s491
626,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",1299.0,#1F45FC,8.0,color,stay,,485391,stim,11.0,poldrack-single-stim,s491
629,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",649.0,#1F45FC,1.0,magnitude,switch,,488434,stim,12.0,poldrack-single-stim,s491
632,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",717.0,#1F45FC,7.0,color,switch,,491340,stim,13.0,poldrack-single-stim,s491
635,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",1035.0,#1F45FC,3.0,color,stay,,493446,stim,14.0,poldrack-single-stim,s491
638,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",587.0,#1F45FC,4.0,magnitude,switch,,496624,stim,15.0,poldrack-single-stim,s491
641,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",804.0,orange,4.0,magnitude,stay,,498730,stim,16.0,poldrack-single-stim,s491
644,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",690.0,orange,4.0,color,switch,,500835,stim,17.0,poldrack-single-stim,s491
647,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",689.0,#1F45FC,9.0,magnitude,switch,,502942,stim,18.0,poldrack-single-stim,s491
650,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",434.0,#1F45FC,2.0,magnitude,stay,,506258,stim,19.0,poldrack-single-stim,s491
653,100.0,False,89.0,Color,,test,twobytwo,71.0,"89,71",654.0,orange,8.0,color,switch,,508636,stim,20.0,poldrack-single-stim,s491
656,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",689.0,#1F45FC,8.0,magnitude,switch,,510877,stim,21.0,poldrack-single-stim,s491
659,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",633.0,#1F45FC,7.0,magnitude,stay,,512982,stim,22.0,poldrack-single-stim,s491
662,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",928.0,orange,9.0,color,switch,,515087,stim,23.0,poldrack-single-stim,s491
665,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",722.0,#1F45FC,7.0,color,stay,,517329,stim,24.0,poldrack-single-stim,s491
668,900.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",584.0,orange,4.0,color,stay,,520235,stim,25.0,poldrack-single-stim,s491
671,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",985.0,orange,8.0,magnitude,switch,,523277,stim,26.0,poldrack-single-stim,s491
674,100.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",677.0,#1F45FC,4.0,magnitude,stay,,525791,stim,27.0,poldrack-single-stim,s491
677,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",1183.0,orange,8.0,color,switch,,528833,stim,28.0,poldrack-single-stim,s491
680,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",670.0,#1F45FC,7.0,color,stay,,531741,stim,29.0,poldrack-single-stim,s491
683,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",583.0,orange,2.0,color,stay,,533984,stim,30.0,poldrack-single-stim,s491
686,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",905.0,#1F45FC,7.0,magnitude,switch,,536362,stim,31.0,poldrack-single-stim,s491
689,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",1237.0,orange,8.0,color,switch,,539269,stim,32.0,poldrack-single-stim,s491
692,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",1522.0,#1F45FC,3.0,color,stay,,541783,stim,33.0,poldrack-single-stim,s491
695,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",502.0,orange,9.0,color,stay,,544690,stim,34.0,poldrack-single-stim,s491
698,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",838.0,orange,7.0,magnitude,switch,,546932,stim,35.0,poldrack-single-stim,s491
701,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",743.0,orange,7.0,color,switch,,550247,stim,36.0,poldrack-single-stim,s491
704,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",773.0,orange,4.0,magnitude,switch,,553289,stim,37.0,poldrack-single-stim,s491
707,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",457.0,orange,1.0,color,switch,,556603,stim,38.0,poldrack-single-stim,s491
710,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",971.0,#1F45FC,1.0,color,stay,,559645,stim,39.0,poldrack-single-stim,s491
713,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",691.0,#1F45FC,1.0,magnitude,switch,,562552,stim,40.0,poldrack-single-stim,s491
716,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",488.0,orange,7.0,magnitude,stay,,565730,stim,41.0,poldrack-single-stim,s491
719,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",652.0,#1F45FC,7.0,magnitude,stay,,568637,stim,42.0,poldrack-single-stim,s491
722,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",505.0,#1F45FC,4.0,magnitude,stay,,571816,stim,43.0,poldrack-single-stim,s491
725,100.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",701.0,#1F45FC,8.0,magnitude,stay,,574194,stim,44.0,poldrack-single-stim,s491
728,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",772.0,orange,9.0,color,switch,,577251,stim,45.0,poldrack-single-stim,s491
731,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",712.0,orange,3.0,magnitude,switch,,580036,stim,46.0,poldrack-single-stim,s491
734,100.0,False,89.0,High-Low,stay,test,twobytwo,71.0,"89,71",961.0,#1F45FC,3.0,magnitude,stay,,582278,stim,47.0,poldrack-single-stim,s491
737,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",1073.0,orange,6.0,magnitude,stay,,584657,stim,48.0,poldrack-single-stim,s491
740,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",545.0,orange,1.0,color,switch,,587836,stim,49.0,poldrack-single-stim,s491
743,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",769.0,orange,8.0,magnitude,switch,,590878,stim,50.0,poldrack-single-stim,s491
746,100.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",895.0,#1F45FC,2.0,magnitude,stay,,593393,stim,51.0,poldrack-single-stim,s491
749,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",1074.0,orange,8.0,color,switch,,596438,stim,52.0,poldrack-single-stim,s491
752,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",1594.0,orange,7.0,color,stay,,598681,stim,53.0,poldrack-single-stim,s491
755,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",1003.0,#1F45FC,8.0,magnitude,switch,,600787,stim,54.0,poldrack-single-stim,s491
758,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",673.0,orange,1.0,magnitude,stay,,603692,stim,55.0,poldrack-single-stim,s491
761,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",1252.0,#1F45FC,3.0,magnitude,stay,,605800,stim,56.0,poldrack-single-stim,s491
764,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",1128.0,orange,6.0,magnitude,stay,,607906,stim,57.0,poldrack-single-stim,s491
767,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",752.0,#1F45FC,8.0,color,switch,,610817,stim,58.0,poldrack-single-stim,s491
770,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",722.0,#1F45FC,4.0,magnitude,switch,,613194,stim,59.0,poldrack-single-stim,s491
773,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",733.0,#1F45FC,6.0,magnitude,stay,,615707,stim,60.0,poldrack-single-stim,s491
776,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",602.0,orange,9.0,color,switch,,617813,stim,61.0,poldrack-single-stim,s491
779,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",765.0,orange,4.0,magnitude,switch,,620857,stim,62.0,poldrack-single-stim,s491
782,100.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",737.0,#1F45FC,2.0,magnitude,stay,,622965,stim,63.0,poldrack-single-stim,s491
785,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",696.0,#1F45FC,2.0,color,switch,,625206,stim,64.0,poldrack-single-stim,s491
788,100.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",794.0,#1F45FC,3.0,color,stay,,627856,stim,65.0,poldrack-single-stim,s491
791,900.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",1244.0,#1F45FC,4.0,color,stay,,631443,stim,66.0,poldrack-single-stim,s491
794,100.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",822.0,orange,6.0,color,stay,,634638,stim,67.0,poldrack-single-stim,s491
797,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",478.0,orange,1.0,color,stay,,637681,stim,68.0,poldrack-single-stim,s491
800,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",633.0,orange,1.0,magnitude,switch,,640331,stim,69.0,poldrack-single-stim,s491
803,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",899.0,#1F45FC,6.0,color,switch,,642436,stim,70.0,poldrack-single-stim,s491
806,100.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",583.0,orange,2.0,color,stay,,644682,stim,71.0,poldrack-single-stim,s491
809,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",444.0,#1F45FC,4.0,color,stay,,647589,stim,72.0,poldrack-single-stim,s491
812,100.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",644.0,#1F45FC,3.0,color,stay,,650105,stim,73.0,poldrack-single-stim,s491
815,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",554.0,orange,1.0,magnitude,switch,,653011,stim,74.0,poldrack-single-stim,s491
818,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",572.0,#1F45FC,3.0,magnitude,stay,,655919,stim,75.0,poldrack-single-stim,s491
821,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",662.0,#1F45FC,7.0,magnitude,stay,,658026,stim,76.0,poldrack-single-stim,s491
824,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",807.0,orange,7.0,color,switch,,660813,stim,77.0,poldrack-single-stim,s491
827,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",685.0,#1F45FC,9.0,magnitude,switch,,663991,stim,78.0,poldrack-single-stim,s491
830,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",702.0,orange,7.0,color,switch,,666504,stim,79.0,poldrack-single-stim,s491
