,CTI,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_color,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
146,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",422.0,#1F45FC,3.0,color,switch,,43728,stim,13.0,poldrack-single-stim,s445
149,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",470.0,orange,2.0,color,stay,,46904,stim,14.0,poldrack-single-stim,s445
152,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",683.0,orange,9.0,magnitude,switch,,49009,stim,15.0,poldrack-single-stim,s445
155,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",701.0,orange,6.0,magnitude,stay,,51386,stim,16.0,poldrack-single-stim,s445
158,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",389.0,#1F45FC,8.0,color,switch,,54290,stim,17.0,poldrack-single-stim,s445
161,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",596.0,#1F45FC,8.0,magnitude,switch,,57195,stim,18.0,poldrack-single-stim,s445
164,900.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",519.0,#1F45FC,6.0,magnitude,stay,,60374,stim,19.0,poldrack-single-stim,s445
167,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",695.0,orange,3.0,color,switch,,62616,stim,20.0,poldrack-single-stim,s445
170,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",575.0,orange,1.0,magnitude,switch,,64719,stim,21.0,poldrack-single-stim,s445
173,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",647.0,#1F45FC,9.0,magnitude,stay,,66823,stim,22.0,poldrack-single-stim,s445
176,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",661.0,orange,2.0,color,switch,,69727,stim,23.0,poldrack-single-stim,s445
179,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",580.0,#1F45FC,1.0,color,stay,,72631,stim,24.0,poldrack-single-stim,s445
182,900.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",1132.0,#1F45FC,6.0,color,stay,,75536,stim,25.0,poldrack-single-stim,s445
185,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",586.0,#1F45FC,4.0,magnitude,switch,,78576,stim,26.0,poldrack-single-stim,s445
188,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",944.0,#1F45FC,7.0,magnitude,stay,,80680,stim,27.0,poldrack-single-stim,s445
191,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",720.0,#1F45FC,9.0,color,switch,,82784,stim,28.0,poldrack-single-stim,s445
194,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",476.0,orange,8.0,color,stay,,85824,stim,29.0,poldrack-single-stim,s445
197,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",845.0,#1F45FC,2.0,color,stay,,87928,stim,30.0,poldrack-single-stim,s445
200,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",491.0,#1F45FC,8.0,magnitude,switch,,90969,stim,31.0,poldrack-single-stim,s445
203,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",421.0,#1F45FC,8.0,color,switch,,94554,stim,32.0,poldrack-single-stim,s445
206,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",583.0,#1F45FC,7.0,color,stay,,96931,stim,33.0,poldrack-single-stim,s445
209,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",533.0,orange,6.0,color,stay,,99971,stim,34.0,poldrack-single-stim,s445
212,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",1010.0,#1F45FC,1.0,magnitude,switch,,102077,stim,35.0,poldrack-single-stim,s445
215,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",424.0,orange,4.0,color,switch,,105118,stim,36.0,poldrack-single-stim,s445
218,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",462.0,#1F45FC,1.0,magnitude,switch,,108702,stim,37.0,poldrack-single-stim,s445
221,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",787.0,orange,3.0,color,switch,,111078,stim,38.0,poldrack-single-stim,s445
224,900.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",469.0,#1F45FC,3.0,color,stay,,113983,stim,39.0,poldrack-single-stim,s445
227,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",1128.0,#1F45FC,3.0,magnitude,switch,,116087,stim,40.0,poldrack-single-stim,s445
230,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",772.0,#1F45FC,6.0,magnitude,stay,,118326,stim,41.0,poldrack-single-stim,s445
233,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",883.0,orange,8.0,magnitude,stay,,121230,stim,42.0,poldrack-single-stim,s445
236,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",537.0,orange,4.0,magnitude,stay,,124135,stim,43.0,poldrack-single-stim,s445
239,100.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",900.0,orange,7.0,magnitude,stay,,126238,stim,44.0,poldrack-single-stim,s445
242,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",970.0,orange,9.0,color,switch,,128614,stim,45.0,poldrack-single-stim,s445
245,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",560.0,#1F45FC,1.0,magnitude,switch,,131926,stim,46.0,poldrack-single-stim,s445
248,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",670.0,#1F45FC,1.0,magnitude,stay,,134830,stim,47.0,poldrack-single-stim,s445
251,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",685.0,#1F45FC,3.0,magnitude,stay,,137735,stim,48.0,poldrack-single-stim,s445
254,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",416.0,#1F45FC,4.0,color,switch,,140638,stim,49.0,poldrack-single-stim,s445
257,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",852.0,#1F45FC,1.0,magnitude,switch,,143015,stim,50.0,poldrack-single-stim,s445
260,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",768.0,#1F45FC,7.0,magnitude,stay,,145254,stim,51.0,poldrack-single-stim,s445
263,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",547.0,orange,4.0,color,switch,,147359,stim,52.0,poldrack-single-stim,s445
266,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",617.0,#1F45FC,8.0,color,stay,,150806,stim,53.0,poldrack-single-stim,s445
269,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",886.0,#1F45FC,7.0,magnitude,switch,,153183,stim,54.0,poldrack-single-stim,s445
272,100.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",768.0,#1F45FC,4.0,magnitude,stay,,155560,stim,55.0,poldrack-single-stim,s445
275,100.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",1009.0,#1F45FC,1.0,magnitude,stay,,157663,stim,56.0,poldrack-single-stim,s445
278,100.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",611.0,#1F45FC,2.0,magnitude,stay,,159768,stim,57.0,poldrack-single-stim,s445
281,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",756.0,orange,2.0,color,switch,,162008,stim,58.0,poldrack-single-stim,s445
284,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",590.0,orange,4.0,magnitude,switch,,164112,stim,59.0,poldrack-single-stim,s445
287,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",530.0,orange,6.0,magnitude,stay,,167152,stim,60.0,poldrack-single-stim,s445
290,900.0,False,89.0,Orange-Blue,,test,twobytwo,71.0,"89,71",500.0,orange,8.0,color,switch,,170327,stim,61.0,poldrack-single-stim,s445
293,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",589.0,orange,8.0,magnitude,switch,,172568,stim,62.0,poldrack-single-stim,s445
296,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",524.0,#1F45FC,7.0,magnitude,stay,,175744,stim,63.0,poldrack-single-stim,s445
299,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",575.0,orange,6.0,color,switch,,177848,stim,64.0,poldrack-single-stim,s445
302,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",472.0,orange,2.0,color,stay,,181568,stim,65.0,poldrack-single-stim,s445
305,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",1015.0,#1F45FC,4.0,color,stay,,184081,stim,66.0,poldrack-single-stim,s445
308,900.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",430.0,#1F45FC,8.0,color,stay,,186985,stim,67.0,poldrack-single-stim,s445
311,100.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",609.0,#1F45FC,7.0,color,stay,,189633,stim,68.0,poldrack-single-stim,s445
314,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",804.0,#1F45FC,4.0,magnitude,switch,,191875,stim,69.0,poldrack-single-stim,s445
317,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",1052.0,#1F45FC,3.0,color,switch,,193979,stim,70.0,poldrack-single-stim,s445
320,100.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",619.0,orange,6.0,color,stay,,196084,stim,71.0,poldrack-single-stim,s445
323,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",624.0,#1F45FC,2.0,color,stay,,198323,stim,72.0,poldrack-single-stim,s445
326,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",528.0,orange,2.0,color,stay,,201364,stim,73.0,poldrack-single-stim,s445
329,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",1148.0,orange,9.0,magnitude,switch,,203739,stim,74.0,poldrack-single-stim,s445
332,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",518.0,#1F45FC,1.0,magnitude,stay,,207869,stim,75.0,poldrack-single-stim,s445
335,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",575.0,orange,3.0,magnitude,stay,,210774,stim,76.0,poldrack-single-stim,s445
338,100.0,False,71.0,Color,,test,twobytwo,89.0,"89,71",629.0,#1F45FC,2.0,color,switch,,212880,stim,77.0,poldrack-single-stim,s445
341,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",716.0,#1F45FC,1.0,magnitude,switch,,215256,stim,78.0,poldrack-single-stim,s445
344,900.0,False,71.0,Color,,test,twobytwo,89.0,"89,71",481.0,#1F45FC,3.0,color,switch,,218298,stim,79.0,poldrack-single-stim,s445
345,,,,,,,twobytwo,-1.0,none,-1.0,,,,,,228300,rest_block,,poldrack-single-stim,s445
350,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",489.0,orange,8.0,magnitude,stay,,234711,stim,0.0,poldrack-single-stim,s445
353,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",614.0,orange,6.0,color,switch,,237616,stim,1.0,poldrack-single-stim,s445
356,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",662.0,orange,9.0,magnitude,switch,,240519,stim,2.0,poldrack-single-stim,s445
359,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",513.0,#1F45FC,9.0,color,switch,,244103,stim,3.0,poldrack-single-stim,s445
362,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",871.0,#1F45FC,2.0,magnitude,switch,,246207,stim,4.0,poldrack-single-stim,s445
365,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",682.0,orange,8.0,magnitude,stay,,248584,stim,5.0,poldrack-single-stim,s445
368,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",803.0,orange,3.0,magnitude,stay,,250688,stim,6.0,poldrack-single-stim,s445
371,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",907.0,#1F45FC,7.0,magnitude,stay,,253065,stim,7.0,poldrack-single-stim,s445
374,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",809.0,orange,3.0,color,switch,,256122,stim,8.0,poldrack-single-stim,s445
377,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",532.0,#1F45FC,9.0,magnitude,switch,,259027,stim,9.0,poldrack-single-stim,s445
380,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",954.0,#1F45FC,8.0,color,switch,,261131,stim,10.0,poldrack-single-stim,s445
383,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",454.0,orange,9.0,color,stay,,264035,stim,11.0,poldrack-single-stim,s445
386,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",516.0,orange,3.0,magnitude,switch,,266939,stim,12.0,poldrack-single-stim,s445
389,900.0,False,71.0,Color,,test,twobytwo,89.0,"89,71",892.0,#1F45FC,3.0,color,switch,,269979,stim,13.0,poldrack-single-stim,s445
392,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",764.0,orange,2.0,color,stay,,272883,stim,14.0,poldrack-single-stim,s445
395,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",703.0,orange,9.0,magnitude,switch,,274988,stim,15.0,poldrack-single-stim,s445
398,100.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",733.0,orange,6.0,magnitude,stay,,277091,stim,16.0,poldrack-single-stim,s445
401,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",431.0,#1F45FC,8.0,color,switch,,280268,stim,17.0,poldrack-single-stim,s445
404,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",460.0,#1F45FC,8.0,magnitude,switch,,283308,stim,18.0,poldrack-single-stim,s445
407,900.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",520.0,#1F45FC,6.0,magnitude,stay,,286212,stim,19.0,poldrack-single-stim,s445
410,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",690.0,orange,3.0,color,switch,,288452,stim,20.0,poldrack-single-stim,s445
413,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",859.0,orange,1.0,magnitude,switch,,291374,stim,21.0,poldrack-single-stim,s445
416,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",1112.0,#1F45FC,9.0,magnitude,stay,,293887,stim,22.0,poldrack-single-stim,s445
419,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",517.0,orange,2.0,color,switch,,296791,stim,23.0,poldrack-single-stim,s445
422,900.0,False,71.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",528.0,#1F45FC,1.0,color,stay,,299830,stim,24.0,poldrack-single-stim,s445
425,900.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",438.0,#1F45FC,6.0,color,stay,,302871,stim,25.0,poldrack-single-stim,s445
428,900.0,False,89.0,Magnitude,,test,twobytwo,71.0,"89,71",437.0,#1F45FC,4.0,magnitude,switch,,305911,stim,26.0,poldrack-single-stim,s445
431,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",616.0,#1F45FC,7.0,magnitude,stay,,308559,stim,27.0,poldrack-single-stim,s445
434,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",600.0,#1F45FC,9.0,color,switch,,310800,stim,28.0,poldrack-single-stim,s445
437,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",554.0,orange,8.0,color,stay,,313705,stim,29.0,poldrack-single-stim,s445
440,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",766.0,#1F45FC,2.0,color,stay,,315810,stim,30.0,poldrack-single-stim,s445
443,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",486.0,#1F45FC,8.0,magnitude,switch,,318714,stim,31.0,poldrack-single-stim,s445
446,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",361.0,#1F45FC,8.0,color,switch,,321619,stim,32.0,poldrack-single-stim,s445
449,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",543.0,#1F45FC,7.0,color,stay,,323858,stim,33.0,poldrack-single-stim,s445
452,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",483.0,orange,6.0,color,stay,,326762,stim,34.0,poldrack-single-stim,s445
455,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",713.0,#1F45FC,1.0,magnitude,switch,,328868,stim,35.0,poldrack-single-stim,s445
458,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",474.0,orange,4.0,color,switch,,331773,stim,36.0,poldrack-single-stim,s445
461,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",521.0,#1F45FC,1.0,magnitude,switch,,334813,stim,37.0,poldrack-single-stim,s445
464,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",662.0,orange,3.0,color,switch,,337053,stim,38.0,poldrack-single-stim,s445
467,900.0,False,71.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",723.0,#1F45FC,3.0,color,stay,,340093,stim,39.0,poldrack-single-stim,s445
470,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",697.0,#1F45FC,3.0,magnitude,switch,,342332,stim,40.0,poldrack-single-stim,s445
473,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",790.0,#1F45FC,6.0,magnitude,stay,,345116,stim,41.0,poldrack-single-stim,s445
476,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",573.0,orange,8.0,magnitude,stay,,348564,stim,42.0,poldrack-single-stim,s445
479,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",484.0,orange,4.0,magnitude,stay,,351741,stim,43.0,poldrack-single-stim,s445
482,100.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",664.0,orange,7.0,magnitude,stay,,354118,stim,44.0,poldrack-single-stim,s445
485,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",954.0,orange,9.0,color,switch,,356630,stim,45.0,poldrack-single-stim,s445
488,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",789.0,#1F45FC,1.0,magnitude,switch,,359671,stim,46.0,poldrack-single-stim,s445
491,900.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",649.0,#1F45FC,1.0,magnitude,stay,,362848,stim,47.0,poldrack-single-stim,s445
494,900.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",554.0,#1F45FC,3.0,magnitude,stay,,365752,stim,48.0,poldrack-single-stim,s445
497,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",1355.0,#1F45FC,4.0,color,switch,,368793,stim,49.0,poldrack-single-stim,s445
500,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",944.0,#1F45FC,1.0,magnitude,switch,,371169,stim,50.0,poldrack-single-stim,s445
503,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",669.0,#1F45FC,7.0,magnitude,stay,,373273,stim,51.0,poldrack-single-stim,s445
506,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",553.0,orange,4.0,color,switch,,376057,stim,52.0,poldrack-single-stim,s445
509,900.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",538.0,#1F45FC,8.0,color,stay,,378961,stim,53.0,poldrack-single-stim,s445
512,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",879.0,#1F45FC,7.0,magnitude,switch,,381065,stim,54.0,poldrack-single-stim,s445
515,100.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",616.0,#1F45FC,4.0,magnitude,stay,,383171,stim,55.0,poldrack-single-stim,s445
518,100.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",586.0,#1F45FC,1.0,magnitude,stay,,385548,stim,56.0,poldrack-single-stim,s445
521,100.0,False,89.0,Magnitude,stay,test,twobytwo,71.0,"89,71",814.0,#1F45FC,2.0,magnitude,stay,,387653,stim,57.0,poldrack-single-stim,s445
524,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",649.0,orange,2.0,color,switch,,389758,stim,58.0,poldrack-single-stim,s445
527,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",737.0,orange,4.0,magnitude,switch,,391863,stim,59.0,poldrack-single-stim,s445
530,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",552.0,orange,6.0,magnitude,stay,,395448,stim,60.0,poldrack-single-stim,s445
533,900.0,False,89.0,Orange-Blue,,test,twobytwo,71.0,"89,71",702.0,orange,8.0,color,switch,,398351,stim,61.0,poldrack-single-stim,s445
536,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",788.0,orange,8.0,magnitude,switch,,400591,stim,62.0,poldrack-single-stim,s445
539,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",624.0,#1F45FC,7.0,magnitude,stay,,403903,stim,63.0,poldrack-single-stim,s445
542,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",596.0,orange,6.0,color,switch,,406143,stim,64.0,poldrack-single-stim,s445
545,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",493.0,orange,2.0,color,stay,,409047,stim,65.0,poldrack-single-stim,s445
548,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",1560.0,#1F45FC,4.0,color,stay,,411151,stim,66.0,poldrack-single-stim,s445
551,900.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",511.0,#1F45FC,8.0,color,stay,,414600,stim,67.0,poldrack-single-stim,s445
554,100.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",530.0,#1F45FC,7.0,color,stay,,416840,stim,68.0,poldrack-single-stim,s445
557,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",1113.0,#1F45FC,4.0,magnitude,switch,,419488,stim,69.0,poldrack-single-stim,s445
560,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",865.0,#1F45FC,3.0,color,switch,,422272,stim,70.0,poldrack-single-stim,s445
563,100.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",747.0,orange,6.0,color,stay,,424378,stim,71.0,poldrack-single-stim,s445
566,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",1166.0,#1F45FC,2.0,color,stay,,426755,stim,72.0,poldrack-single-stim,s445
569,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",438.0,orange,2.0,color,stay,,430749,stim,73.0,poldrack-single-stim,s445
572,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",614.0,orange,9.0,magnitude,switch,,432854,stim,74.0,poldrack-single-stim,s445
