block_duration,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_type,worker_id
2793.0,,practice,discount_fixed,89,,,"89,71",2793,,2793.0,,-41941,1000.0,stim,poldrack-single-stim,s557
4636.0,smaller_sooner,,discount_fixed,71,79.0,92.0,"89,71",1790,20.0,4000.0,,7643,0.0,,poldrack-single-stim,s557
4568.0,smaller_sooner,,discount_fixed,71,61.0,141.0,"89,71",1377,20.0,4000.0,,12214,0.0,,poldrack-single-stim,s557
4568.0,larger_later,,discount_fixed,89,43.0,38.0,"89,71",2503,20.0,4000.0,,16783,0.0,,poldrack-single-stim,s557
4908.0,smaller_sooner,,discount_fixed,71,66.0,145.0,"89,71",1423,20.0,4000.0,,21692,0.0,,poldrack-single-stim,s557
4840.0,smaller_sooner,,discount_fixed,71,30.0,23.0,"89,71",2897,20.0,4000.0,,26534,0.0,,poldrack-single-stim,s557
5248.0,smaller_sooner,,discount_fixed,71,32.0,57.0,"89,71",1006,20.0,4000.0,,31785,0.0,,poldrack-single-stim,s557
4772.0,smaller_sooner,,discount_fixed,71,27.0,91.0,"89,71",1042,20.0,4000.0,,36558,0.0,,poldrack-single-stim,s557
5996.0,smaller_sooner,,discount_fixed,71,43.0,120.0,"89,71",1531,20.0,4000.0,,42556,0.0,,poldrack-single-stim,s557
5588.0,larger_later,,discount_fixed,89,75.0,60.0,"89,71",2640,20.0,4000.0,,48147,0.0,,poldrack-single-stim,s557
4568.0,smaller_sooner,,discount_fixed,71,34.0,176.0,"89,71",894,20.0,4000.0,,52717,0.0,,poldrack-single-stim,s557
5112.0,smaller_sooner,,discount_fixed,71,24.0,38.0,"89,71",1561,20.0,4000.0,,57831,0.0,,poldrack-single-stim,s557
5656.0,larger_later,,discount_fixed,89,82.0,74.0,"89,71",1786,20.0,4000.0,,63490,0.0,,poldrack-single-stim,s557
4568.0,smaller_sooner,,discount_fixed,71,58.0,53.0,"89,71",1744,20.0,4000.0,,68060,0.0,,poldrack-single-stim,s557
4772.0,larger_later,,discount_fixed,89,54.0,23.0,"89,71",1698,20.0,4000.0,,72834,0.0,,poldrack-single-stim,s557
5044.0,smaller_sooner,,discount_fixed,71,41.0,55.0,"89,71",2234,20.0,4000.0,,77880,0.0,,poldrack-single-stim,s557
4840.0,smaller_sooner,,discount_fixed,71,77.0,142.0,"89,71",2332,20.0,4000.0,,82722,0.0,,poldrack-single-stim,s557
5180.0,smaller_sooner,,discount_fixed,71,25.0,108.0,"89,71",1283,20.0,4000.0,,87904,0.0,,poldrack-single-stim,s557
5044.0,smaller_sooner,,discount_fixed,71,33.0,163.0,"89,71",1264,20.0,4000.0,,92949,0.0,,poldrack-single-stim,s557
4976.0,smaller_sooner,,discount_fixed,71,29.0,75.0,"89,71",2859,20.0,4000.0,,97927,0.0,,poldrack-single-stim,s557
4976.0,smaller_sooner,,discount_fixed,71,45.0,157.0,"89,71",929,20.0,4000.0,,102905,0.0,,poldrack-single-stim,s557
5316.0,smaller_sooner,,discount_fixed,71,31.0,74.0,"89,71",901,20.0,4000.0,,108223,0.0,,poldrack-single-stim,s557
4500.0,larger_later,,discount_fixed,89,80.0,39.0,"89,71",1706,20.0,4000.0,,112726,0.0,,poldrack-single-stim,s557
5044.0,smaller_sooner,,discount_fixed,71,22.0,21.0,"89,71",1600,20.0,4000.0,,117771,0.0,,poldrack-single-stim,s557
4704.0,smaller_sooner,,discount_fixed,71,52.0,139.0,"89,71",1234,20.0,4000.0,,122477,0.0,,poldrack-single-stim,s557
4840.0,smaller_sooner,,discount_fixed,71,54.0,126.0,"89,71",1070,20.0,4000.0,,127319,0.0,,poldrack-single-stim,s557
6744.0,smaller_sooner,,discount_fixed,71,23.0,176.0,"89,71",928,20.0,4000.0,,134065,0.0,,poldrack-single-stim,s557
4500.0,smaller_sooner,,discount_fixed,71,24.0,87.0,"89,71",2299,20.0,4000.0,,138567,0.0,,poldrack-single-stim,s557
4568.0,smaller_sooner,,discount_fixed,71,36.0,140.0,"89,71",956,20.0,4000.0,,143137,0.0,,poldrack-single-stim,s557
4704.0,smaller_sooner,,discount_fixed,71,35.0,171.0,"89,71",1513,20.0,4000.0,,147843,0.0,,poldrack-single-stim,s557
4908.0,smaller_sooner,,discount_fixed,71,34.0,43.0,"89,71",1466,20.0,4000.0,,152753,0.0,,poldrack-single-stim,s557
4568.0,larger_later,,discount_fixed,89,74.0,121.0,"89,71",2837,20.0,4000.0,,157324,0.0,,poldrack-single-stim,s557
4772.0,smaller_sooner,,discount_fixed,71,45.0,107.0,"89,71",1187,20.0,4000.0,,162098,0.0,,poldrack-single-stim,s557
4636.0,larger_later,,discount_fixed,89,77.0,24.0,"89,71",1272,20.0,4000.0,,166736,0.0,,poldrack-single-stim,s557
4568.0,smaller_sooner,,discount_fixed,71,39.0,161.0,"89,71",1139,20.0,4000.0,,171306,0.0,,poldrack-single-stim,s557
5452.0,smaller_sooner,,discount_fixed,71,62.0,180.0,"89,71",2133,20.0,4000.0,,176760,0.0,,poldrack-single-stim,s557
5384.0,smaller_sooner,,discount_fixed,71,24.0,139.0,"89,71",984,20.0,4000.0,,182146,0.0,,poldrack-single-stim,s557
4568.0,larger_later,,discount_fixed,89,58.0,72.0,"89,71",2343,20.0,4000.0,,186717,0.0,,poldrack-single-stim,s557
6268.0,smaller_sooner,,discount_fixed,71,56.0,93.0,"89,71",1355,20.0,4000.0,,192987,0.0,,poldrack-single-stim,s557
5520.0,larger_later,,discount_fixed,89,45.0,26.0,"89,71",1985,20.0,4000.0,,198510,0.0,,poldrack-single-stim,s557
