,block_duration,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,stim_duration,text,time_elapsed,trial_id,trial_type,worker_id
4,1726.0,,practice,discount_fixed,89,,,"89,71",1726,,1726.0,,-46152,stim,poldrack-single-stim,512
24,5316.0,larger_later,,discount_fixed,89,31.0,76.0,"89,71",1270,20.0,4000.0,,8323,,poldrack-single-stim,512
25,4568.0,larger_later,,discount_fixed,89,43.0,19.0,"89,71",1089,20.0,4000.0,,12894,,poldrack-single-stim,512
26,4636.0,larger_later,,discount_fixed,89,60.0,124.0,"89,71",1368,20.0,4000.0,,17532,,poldrack-single-stim,512
27,4908.0,smaller_sooner,,discount_fixed,71,27.0,142.0,"89,71",1873,20.0,4000.0,,22441,,poldrack-single-stim,512
28,4500.0,smaller_sooner,,discount_fixed,71,25.0,70.0,"89,71",1211,20.0,4000.0,,26944,,poldrack-single-stim,512
29,4976.0,larger_later,,discount_fixed,89,44.0,92.0,"89,71",1065,20.0,4000.0,,31921,,poldrack-single-stim,512
30,4908.0,larger_later,,discount_fixed,89,41.0,27.0,"89,71",846,20.0,4000.0,,36831,,poldrack-single-stim,512
31,4568.0,larger_later,,discount_fixed,89,64.0,89.0,"89,71",1050,20.0,4000.0,,41402,,poldrack-single-stim,512
32,4500.0,larger_later,,discount_fixed,89,78.0,108.0,"89,71",1338,20.0,4000.0,,45903,,poldrack-single-stim,512
33,6200.0,larger_later,,discount_fixed,89,80.0,145.0,"89,71",1337,20.0,4000.0,,52105,,poldrack-single-stim,512
34,4704.0,larger_later,,discount_fixed,89,41.0,174.0,"89,71",1639,20.0,4000.0,,56812,,poldrack-single-stim,512
35,5044.0,larger_later,,discount_fixed,89,42.0,145.0,"89,71",1221,20.0,4000.0,,61857,,poldrack-single-stim,512
36,5044.0,larger_later,,discount_fixed,89,36.0,114.0,"89,71",1749,20.0,4000.0,,66903,,poldrack-single-stim,512
37,5180.0,larger_later,,discount_fixed,89,58.0,55.0,"89,71",892,20.0,4000.0,,72084,,poldrack-single-stim,512
38,4976.0,larger_later,,discount_fixed,89,81.0,58.0,"89,71",769,20.0,4000.0,,77062,,poldrack-single-stim,512
39,4772.0,smaller_sooner,,discount_fixed,71,32.0,111.0,"89,71",1055,20.0,4000.0,,81835,,poldrack-single-stim,512
40,4772.0,smaller_sooner,,discount_fixed,71,25.0,141.0,"89,71",1086,20.0,4000.0,,86609,,poldrack-single-stim,512
41,5180.0,larger_later,,discount_fixed,89,67.0,23.0,"89,71",1307,20.0,4000.0,,91791,,poldrack-single-stim,512
42,5180.0,larger_later,,discount_fixed,89,77.0,161.0,"89,71",1229,20.0,4000.0,,96973,,poldrack-single-stim,512
43,5248.0,larger_later,,discount_fixed,89,55.0,163.0,"89,71",1083,20.0,4000.0,,102223,,poldrack-single-stim,512
44,4568.0,larger_later,,discount_fixed,89,40.0,159.0,"89,71",1614,20.0,4000.0,,106793,,poldrack-single-stim,512
45,4500.0,larger_later,,discount_fixed,89,76.0,161.0,"89,71",827,20.0,4000.0,,111294,,poldrack-single-stim,512
46,4908.0,larger_later,,discount_fixed,89,48.0,128.0,"89,71",914,20.0,4000.0,,116205,,poldrack-single-stim,512
47,4568.0,larger_later,,discount_fixed,89,39.0,95.0,"89,71",1328,20.0,4000.0,,120774,,poldrack-single-stim,512
48,6200.0,larger_later,,discount_fixed,89,83.0,105.0,"89,71",1620,20.0,4000.0,,126976,,poldrack-single-stim,512
49,4908.0,larger_later,,discount_fixed,89,67.0,41.0,"89,71",884,20.0,4000.0,,131886,,poldrack-single-stim,512
50,5248.0,larger_later,,discount_fixed,89,56.0,172.0,"89,71",809,20.0,4000.0,,137136,,poldrack-single-stim,512
51,5044.0,smaller_sooner,,discount_fixed,71,28.0,123.0,"89,71",1705,20.0,4000.0,,142182,,poldrack-single-stim,512
52,4636.0,larger_later,,discount_fixed,89,50.0,129.0,"89,71",1722,20.0,4000.0,,146820,,poldrack-single-stim,512
53,4704.0,smaller_sooner,,discount_fixed,71,23.0,61.0,"89,71",1733,20.0,4000.0,,151526,,poldrack-single-stim,512
54,4636.0,larger_later,,discount_fixed,89,79.0,92.0,"89,71",791,20.0,4000.0,,156164,,poldrack-single-stim,512
55,4568.0,larger_later,,discount_fixed,89,61.0,141.0,"89,71",793,20.0,4000.0,,160733,,poldrack-single-stim,512
56,4568.0,larger_later,,discount_fixed,89,43.0,38.0,"89,71",1753,20.0,4000.0,,165304,,poldrack-single-stim,512
57,4908.0,larger_later,,discount_fixed,89,66.0,145.0,"89,71",687,20.0,4000.0,,170213,,poldrack-single-stim,512
58,4840.0,larger_later,,discount_fixed,89,30.0,23.0,"89,71",1067,20.0,4000.0,,175054,,poldrack-single-stim,512
59,5248.0,larger_later,,discount_fixed,89,32.0,57.0,"89,71",1409,20.0,4000.0,,180303,,poldrack-single-stim,512
60,4772.0,smaller_sooner,,discount_fixed,71,27.0,91.0,"89,71",2324,20.0,4000.0,,185077,,poldrack-single-stim,512
61,5996.0,larger_later,,discount_fixed,89,43.0,120.0,"89,71",1821,20.0,4000.0,,191074,,poldrack-single-stim,512
62,5588.0,larger_later,,discount_fixed,89,75.0,60.0,"89,71",1061,20.0,4000.0,,196664,,poldrack-single-stim,512
63,4568.0,larger_later,,discount_fixed,89,34.0,176.0,"89,71",1067,20.0,4000.0,,201233,,poldrack-single-stim,512
64,5112.0,smaller_sooner,,discount_fixed,71,24.0,38.0,"89,71",1796,20.0,4000.0,,206347,,poldrack-single-stim,512
65,5656.0,larger_later,,discount_fixed,89,82.0,74.0,"89,71",1462,20.0,4000.0,,212006,,poldrack-single-stim,512
66,4568.0,larger_later,,discount_fixed,89,58.0,53.0,"89,71",1244,20.0,4000.0,,216576,,poldrack-single-stim,512
67,4772.0,larger_later,,discount_fixed,89,54.0,23.0,"89,71",1230,20.0,4000.0,,221352,,poldrack-single-stim,512
68,5044.0,larger_later,,discount_fixed,89,41.0,55.0,"89,71",983,20.0,4000.0,,226397,,poldrack-single-stim,512
69,4840.0,larger_later,,discount_fixed,89,77.0,142.0,"89,71",649,20.0,4000.0,,231238,,poldrack-single-stim,512
70,5180.0,smaller_sooner,,discount_fixed,71,25.0,108.0,"89,71",1212,20.0,4000.0,,236420,,poldrack-single-stim,512
71,5044.0,larger_later,,discount_fixed,89,33.0,163.0,"89,71",1308,20.0,4000.0,,241467,,poldrack-single-stim,512
72,4976.0,smaller_sooner,,discount_fixed,71,29.0,75.0,"89,71",1152,20.0,4000.0,,246444,,poldrack-single-stim,512
73,4976.0,larger_later,,discount_fixed,89,45.0,157.0,"89,71",1248,20.0,4000.0,,251422,,poldrack-single-stim,512
74,5316.0,larger_later,,discount_fixed,89,31.0,74.0,"89,71",1244,20.0,4000.0,,256739,,poldrack-single-stim,512
75,4500.0,larger_later,,discount_fixed,89,80.0,39.0,"89,71",1197,20.0,4000.0,,261241,,poldrack-single-stim,512
76,5044.0,smaller_sooner,,discount_fixed,71,22.0,21.0,"89,71",1733,20.0,4000.0,,266286,,poldrack-single-stim,512
77,4704.0,false,,discount_fixed,-1,52.0,139.0,"89,71",-1,20.0,4000.0,,270993,,poldrack-single-stim,512
78,4840.0,larger_later,,discount_fixed,89,54.0,126.0,"89,71",3826,20.0,4000.0,,275835,,poldrack-single-stim,512
79,6744.0,smaller_sooner,,discount_fixed,71,23.0,176.0,"89,71",938,20.0,4000.0,,282581,,poldrack-single-stim,512
80,4500.0,smaller_sooner,,discount_fixed,71,24.0,87.0,"89,71",1038,20.0,4000.0,,287083,,poldrack-single-stim,512
81,4568.0,larger_later,,discount_fixed,89,36.0,140.0,"89,71",786,20.0,4000.0,,291652,,poldrack-single-stim,512
82,4704.0,larger_later,,discount_fixed,89,35.0,171.0,"89,71",1475,20.0,4000.0,,296358,,poldrack-single-stim,512
83,4908.0,smaller_sooner,,discount_fixed,71,34.0,43.0,"89,71",789,20.0,4000.0,,301268,,poldrack-single-stim,512
84,4568.0,larger_later,,discount_fixed,89,74.0,121.0,"89,71",797,20.0,4000.0,,305838,,poldrack-single-stim,512
85,7500.0,,,discount_fixed,-1,,,none,-1,,7500.0,,313340,rest_block,poldrack-single-stim,512
86,4772.0,larger_later,,discount_fixed,89,45.0,107.0,"89,71",1022,20.0,4000.0,,319114,,poldrack-single-stim,512
87,4636.0,larger_later,,discount_fixed,89,77.0,24.0,"89,71",645,20.0,4000.0,,323751,,poldrack-single-stim,512
88,4568.0,larger_later,,discount_fixed,89,39.0,161.0,"89,71",1336,20.0,4000.0,,328321,,poldrack-single-stim,512
89,5452.0,larger_later,,discount_fixed,89,62.0,180.0,"89,71",721,20.0,4000.0,,333774,,poldrack-single-stim,512
90,5384.0,smaller_sooner,,discount_fixed,71,24.0,139.0,"89,71",1324,20.0,4000.0,,339161,,poldrack-single-stim,512
91,4568.0,larger_later,,discount_fixed,89,58.0,72.0,"89,71",784,20.0,4000.0,,343731,,poldrack-single-stim,512
92,6268.0,larger_later,,discount_fixed,89,56.0,93.0,"89,71",826,20.0,4000.0,,350001,,poldrack-single-stim,512
93,5520.0,larger_later,,discount_fixed,89,45.0,26.0,"89,71",718,20.0,4000.0,,355522,,poldrack-single-stim,512
94,4568.0,smaller_sooner,,discount_fixed,71,23.0,42.0,"89,71",1351,20.0,4000.0,,360091,,poldrack-single-stim,512
95,4636.0,larger_later,,discount_fixed,89,50.0,41.0,"89,71",1338,20.0,4000.0,,364730,,poldrack-single-stim,512
96,4636.0,smaller_sooner,,discount_fixed,71,25.0,176.0,"89,71",1454,20.0,4000.0,,369368,,poldrack-single-stim,512
97,5112.0,larger_later,,discount_fixed,89,54.0,22.0,"89,71",1355,20.0,4000.0,,374481,,poldrack-single-stim,512
98,5316.0,smaller_sooner,,discount_fixed,71,29.0,44.0,"89,71",968,20.0,4000.0,,379799,,poldrack-single-stim,512
99,4568.0,smaller_sooner,,discount_fixed,71,24.0,89.0,"89,71",945,20.0,4000.0,,384368,,poldrack-single-stim,512
100,4568.0,smaller_sooner,,discount_fixed,71,23.0,77.0,"89,71",895,20.0,4000.0,,388938,,poldrack-single-stim,512
101,4568.0,smaller_sooner,,discount_fixed,71,27.0,130.0,"89,71",912,20.0,4000.0,,393507,,poldrack-single-stim,512
102,4840.0,smaller_sooner,,discount_fixed,71,23.0,134.0,"89,71",1024,20.0,4000.0,,398348,,poldrack-single-stim,512
103,4500.0,larger_later,,discount_fixed,89,55.0,107.0,"89,71",565,20.0,4000.0,,402850,,poldrack-single-stim,512
104,5656.0,larger_later,,discount_fixed,89,44.0,143.0,"89,71",905,20.0,4000.0,,408508,,poldrack-single-stim,512
105,4908.0,smaller_sooner,,discount_fixed,71,23.0,110.0,"89,71",1095,20.0,4000.0,,413418,,poldrack-single-stim,512
