,block_duration,correct,correct_response,cue,exp_stage,experiment_exp_id,feedback_duration,flanker_location,flanker_middle_direction,flanker_type,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
6,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,down,right,incongruent,71,"89,71",782,1700.0,,-90794,stim,,poldrack-categorize,s130
9,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",591,1700.0,,-87082,stim,,poldrack-categorize,s130
12,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,up,right,congruent,71,"89,71",608,1700.0,,-83374,stim,,poldrack-categorize,s130
15,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",541,1700.0,,-79664,stim,,poldrack-categorize,s130
18,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",576,1700.0,,-75956,stim,,poldrack-categorize,s130
21,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",550,1700.0,,-72250,stim,,poldrack-categorize,s130
24,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,congruent,71,"89,71",521,1700.0,,-68541,stim,,poldrack-categorize,s130
27,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,incongruent,71,"89,71",644,1700.0,,-64831,stim,,poldrack-categorize,s130
30,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",533,1700.0,,-61124,stim,,poldrack-categorize,s130
33,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",671,1700.0,,-57414,stim,,poldrack-categorize,s130
36,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",631,1700.0,,-53706,stim,,poldrack-categorize,s130
