,block_duration,correct,correct_response,cue,exp_stage,experiment_exp_id,feedback_duration,flanker_location,flanker_middle_direction,flanker_type,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
6,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",917,1700.0,,-76506,stim,,poldrack-categorize,s548
9,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",591,1700.0,,-72794,stim,,poldrack-categorize,s548
12,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",1135,1700.0,,-69086,stim,,poldrack-categorize,s548
15,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",697,1700.0,,-65377,stim,,poldrack-categorize,s548
18,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,incongruent,71,"89,71",710,1700.0,,-61668,stim,,poldrack-categorize,s548
21,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",704,1700.0,,-57958,stim,,poldrack-categorize,s548
24,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",853,1700.0,,-54249,stim,,poldrack-categorize,s548
27,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",786,1700.0,,-50541,stim,,poldrack-categorize,s548
30,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",671,1700.0,,-46834,stim,,poldrack-categorize,s548
33,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",716,1700.0,,-43125,stim,,poldrack-categorize,s548
36,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",662,1700.0,,-39417,stim,,poldrack-categorize,s548
39,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",810,1700.0,,-35707,stim,,poldrack-categorize,s548
