,block_duration,correct,correct_response,cue,exp_stage,experiment_exp_id,feedback_duration,flanker_location,flanker_middle_direction,flanker_type,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
6,1700.0,0.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,incongruent,71,"89,71",717,1700.0,,-74601,stim,,poldrack-categorize,s573
9,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,congruent,71,"89,71",932,1700.0,,-70881,stim,,poldrack-categorize,s573
12,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",905,1700.0,,-67166,stim,,poldrack-categorize,s573
15,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",605,1700.0,,-63452,stim,,poldrack-categorize,s573
18,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",982,1700.0,,-59734,stim,,poldrack-categorize,s573
21,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",747,1700.0,,-56017,stim,,poldrack-categorize,s573
24,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,up,right,congruent,71,"89,71",564,1700.0,,-52302,stim,,poldrack-categorize,s573
27,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",1057,1700.0,,-48585,stim,,poldrack-categorize,s573
30,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,incongruent,71,"89,71",858,1700.0,,-44870,stim,,poldrack-categorize,s573
33,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",880,1700.0,,-41150,stim,,poldrack-categorize,s573
36,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",1097,1700.0,,-37433,stim,,poldrack-categorize,s573
39,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",749,1700.0,,-33715,stim,,poldrack-categorize,s573
61,2100.136,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",852,1700.0,,5617,stim,0.0,poldrack-single-stim,s573
64,2100.0,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",751,1700.0,,8225,stim,1.0,poldrack-single-stim,s573
67,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",666,1700.0,,10839,stim,2.0,poldrack-single-stim,s573
70,2100.408,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",547,1700.0,,13452,stim,3.0,poldrack-single-stim,s573
73,2100.544,1.0,89.0,double,test,attention_network_task,,down,left,congruent,89,"89,71",590,1700.0,,16066,stim,4.0,poldrack-single-stim,s573
76,2100.408,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",982,1700.0,,18678,stim,5.0,poldrack-single-stim,s573
79,2100.0,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",572,1700.0,,21289,stim,6.0,poldrack-single-stim,s573
82,2100.408,1.0,89.0,double,test,attention_network_task,,down,left,congruent,89,"89,71",507,1700.0,,23899,stim,7.0,poldrack-single-stim,s573
85,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",599,1700.0,,26509,stim,8.0,poldrack-single-stim,s573
88,2100.408,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",711,1700.0,,29117,stim,9.0,poldrack-single-stim,s573
91,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",641,1700.0,,31730,stim,10.0,poldrack-single-stim,s573
94,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",714,1700.0,,34343,stim,11.0,poldrack-single-stim,s573
97,2100.408,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",608,1700.0,,36952,stim,12.0,poldrack-single-stim,s573
100,2100.136,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",708,1700.0,,39560,stim,13.0,poldrack-single-stim,s573
103,2100.272,1.0,89.0,double,test,attention_network_task,,down,left,incongruent,89,"89,71",769,1700.0,,42168,stim,14.0,poldrack-single-stim,s573
