,SS_delay,SS_duration,SS_stimulus,SS_trial_type,correct,correct_response,exp_stage,experiment_exp_id,key_press,passed_check,possible_responses,rt,stopped,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
5,,,,,1.0,89.0,practice,stop_signal,89.0,True,"89,71",732,False,,-67816,stim,0.0,poldrack-categorize,s497
6,,,,,1.0,71.0,practice,stop_signal,71.0,True,"89,71",636,False,,-65210,stim,1.0,poldrack-categorize,s497
7,,,,,1.0,71.0,practice,stop_signal,71.0,True,"89,71",641,False,,-62604,stim,2.0,poldrack-categorize,s497
8,,,,,1.0,89.0,practice,stop_signal,89.0,True,"89,71",480,False,,-59999,stim,3.0,poldrack-categorize,s497
9,,,,,1.0,89.0,practice,stop_signal,89.0,True,"89,71",570,False,,-57393,stim,4.0,poldrack-categorize,s497
10,,,,,1.0,89.0,practice,stop_signal,89.0,True,"89,71",579,False,,-54786,stim,5.0,poldrack-categorize,s497
11,,,,,1.0,71.0,practice,stop_signal,71.0,True,"89,71",1024,False,,-52181,stim,6.0,poldrack-categorize,s497
12,,,,,1.0,89.0,practice,stop_signal,89.0,True,"89,71",371,False,,-49576,stim,7.0,poldrack-categorize,s497
13,,,,,1.0,89.0,practice,stop_signal,89.0,True,"89,71",620,False,,-46973,stim,8.0,poldrack-categorize,s497
14,,,,,1.0,71.0,practice,stop_signal,71.0,True,"89,71",455,False,,-44368,stim,9.0,poldrack-categorize,s497
15,,,,,1.0,71.0,practice,stop_signal,71.0,True,"89,71",653,False,,-41762,stim,10.0,poldrack-categorize,s497
16,,,,,1.0,71.0,practice,stop_signal,71.0,True,"89,71",427,False,,-39158,stim,11.0,poldrack-categorize,s497
36,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,0.0,89.0,test,stop_signal,-1.0,True,"89,71",-1,True,,5259,stim,0.0,stop-signal,s497
37,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,71.0,test,stop_signal,71.0,True,"89,71",644,False,,7920,stim,1.0,stop-signal,s497
38,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,71.0,test,stop_signal,71.0,True,"89,71",577,False,,10581,stim,2.0,stop-signal,s497
39,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,89.0,test,stop_signal,89.0,True,"89,71",701,False,,12834,stim,3.0,stop-signal,s497
40,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,71.0,test,stop_signal,71.0,True,"89,71",514,False,,15087,stim,4.0,stop-signal,s497
41,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,89.0,test,stop_signal,89.0,True,"89,71",499,False,,17477,stim,5.0,stop-signal,s497
42,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,1.0,71.0,test,stop_signal,71.0,True,"89,71",499,False,,20274,stim,6.0,stop-signal,s497
43,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,1.0,89.0,test,stop_signal,89.0,True,"89,71",456,False,,22662,stim,7.0,stop-signal,s497
44,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,1.0,71.0,test,stop_signal,71.0,True,"89,71",585,False,,24914,stim,8.0,stop-signal,s497
45,200.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,0.0,89.0,test,stop_signal,-1.0,True,"89,71",-1,True,,27167,stim,9.0,stop-signal,s497
46,250.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,0.0,89.0,test,stop_signal,-1.0,True,"89,71",-1,True,,29419,stim,10.0,stop-signal,s497
47,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,71.0,test,stop_signal,71.0,True,"89,71",481,False,,32080,stim,11.0,stop-signal,s497
48,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,71.0,test,stop_signal,71.0,True,"89,71",684,False,,34742,stim,12.0,stop-signal,s497
49,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,71.0,test,stop_signal,71.0,True,"89,71",562,False,,36995,stim,13.0,stop-signal,s497
50,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,89.0,test,stop_signal,89.0,True,"89,71",623,False,,39519,stim,14.0,stop-signal,s497
51,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,89.0,test,stop_signal,89.0,True,"89,71",735,False,,41772,stim,15.0,stop-signal,s497
52,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,0.0,89.0,test,stop_signal,-1.0,True,"89,71",-1,True,,44296,stim,16.0,stop-signal,s497
53,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,71.0,test,stop_signal,71.0,True,"89,71",657,False,,46822,stim,17.0,stop-signal,s497
54,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,0.0,71.0,test,stop_signal,-1.0,True,"89,71",-1,True,,49347,stim,18.0,stop-signal,s497
55,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,1.0,71.0,test,stop_signal,71.0,True,"89,71",549,False,,51735,stim,19.0,stop-signal,s497
56,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,0.0,89.0,test,stop_signal,-1.0,True,"89,71",-1,True,,54259,stim,20.0,stop-signal,s497
57,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,89.0,test,stop_signal,89.0,True,"89,71",761,False,,56784,stim,21.0,stop-signal,s497
58,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,71.0,test,stop_signal,71.0,True,"89,71",515,False,,59173,stim,22.0,stop-signal,s497
59,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,71.0,test,stop_signal,71.0,True,"89,71",537,False,,61426,stim,23.0,stop-signal,s497
60,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,71.0,test,stop_signal,71.0,True,"89,71",856,False,,63951,stim,24.0,stop-signal,s497
61,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,71.0,test,stop_signal,71.0,True,"89,71",595,False,,66748,stim,25.0,stop-signal,s497
62,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,0.0,89.0,test,stop_signal,-1.0,True,"89,71",-1,True,,69273,stim,26.0,stop-signal,s497
63,450.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,1.0,71.0,test,stop_signal,71.0,True,"89,71",526,False,,71660,stim,27.0,stop-signal,s497
64,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,1.0,89.0,test,stop_signal,89.0,True,"89,71",907,False,,73913,stim,28.0,stop-signal,s497
65,400.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,1.0,89.0,test,stop_signal,89.0,True,"89,71",520,False,,76165,stim,29.0,stop-signal,s497
