,block_duration,condition,correct,current_position,exp_stage,experiment_exp_id,goal_state,key_press,min_moves,num_moves_made,possible_responses,problem_id,problem_time,rt,start_state,stim_duration,text,time_elapsed,trial_id,trial_type,worker_id
4,18781.0,,,,,ward_and_allport,,32,,,32,,,18781,,18781.0,,-35319,instruction,poldrack-single-stim,s579
23,1500.0,,,,,ward_and_allport,,-1,,,none,,,-1,,1500.0,,2511,practice_start_block,poldrack-single-stim,s579
24,4186.0,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,1.0,"89,71",0.0,,4186,"1,0,0,2,3,0,0,0,0",4186.0,,7203,to_hand,poldrack-single-stim,s579
25,1468.0,UA_with_intermeidate,,"1,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",0.0,,1468,"1,0,0,2,3,0,0,0,0",1468.0,,8672,to_board,poldrack-single-stim,s579
26,483.0,UA_with_intermeidate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",0.0,,483,"1,0,0,2,3,0,0,0,0",483.0,,9156,to_hand,poldrack-single-stim,s579
27,493.0,UA_with_intermeidate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",0.0,,493,"1,0,0,2,3,0,0,0,0",493.0,,9650,to_board,poldrack-single-stim,s579
28,1466.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,3.0,"89,82",0.0,,1466,"1,0,0,2,3,0,0,0,0",1466.0,,11117,to_hand,poldrack-single-stim,s579
29,695.0,UA_with_intermeidate,,"1,2,3,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",0.0,,695,"1,0,0,2,3,0,0,0,0",695.0,,11813,to_board,poldrack-single-stim,s579
30,2500.0,,True,,practice,ward_and_allport,,-1,3.0,3.0,none,,11807.0,-1,,1000.0,,14318,feedback,poldrack-single-stim,s579
31,3404.0,UA_with_intermeidate,,"1,0,0,3,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,1.0,"89,71",1.0,,3404,"1,2,0,3,0,0,0,0,0",3404.0,,17725,to_hand,poldrack-single-stim,s579
32,754.0,UA_with_intermeidate,,"1,0,0,3,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",1.0,,754,"1,2,0,3,0,0,0,0,0",754.0,,18480,to_board,poldrack-single-stim,s579
33,1051.0,UA_with_intermeidate,,"1,0,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",1.0,,1051,"1,2,0,3,0,0,0,0,0",1051.0,,19531,to_hand,poldrack-single-stim,s579
34,456.0,UA_with_intermeidate,,"1,3,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",1.0,,456,"1,2,0,3,0,0,0,0,0",456.0,,19989,to_board,poldrack-single-stim,s579
35,826.0,UA_with_intermeidate,,"1,3,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,3.0,"89,82",1.0,,826,"1,2,0,3,0,0,0,0,0",826.0,,20817,to_hand,poldrack-single-stim,s579
36,398.0,UA_with_intermeidate,,"1,3,2,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",1.0,,398,"1,2,0,3,0,0,0,0,0",398.0,,21216,to_board,poldrack-single-stim,s579
37,2100.0,,True,,practice,ward_and_allport,,-1,3.0,3.0,none,,9002.0,-1,,1000.0,,23321,feedback,poldrack-single-stim,s579
38,2528.0,UA_without_intermeidate,,"0,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",82,3.0,1.0,"71,82",2.0,,2528,"0,0,0,1,2,0,3,0,0",2528.0,,25850,to_hand,poldrack-single-stim,s579
39,497.0,UA_without_intermeidate,,"3,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,1.0,"89,71,82",2.0,,497,"0,0,0,1,2,0,3,0,0",497.0,,26349,to_board,poldrack-single-stim,s579
40,1479.0,UA_without_intermeidate,,"3,0,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,2.0,"89,71",2.0,,1479,"0,0,0,1,2,0,3,0,0",1479.0,,27830,to_hand,poldrack-single-stim,s579
41,522.0,UA_without_intermeidate,,"3,2,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",2.0,,522,"0,0,0,1,2,0,3,0,0",522.0,,28353,to_board,poldrack-single-stim,s579
