,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,text,time_elapsed,trial_id,trial_type,worker_id
4,,practice,discount_fixed,89,,,"89,71",2540,,,-101556,stim,poldrack-single-stim,s483
24,smaller_sooner,,discount_fixed,71,31.0,76.0,"89,71",2017,20.0,,8325,,poldrack-single-stim,s483
25,larger_later,,discount_fixed,89,43.0,19.0,"89,71",1227,20.0,,12896,,poldrack-single-stim,s483
26,smaller_sooner,,discount_fixed,71,60.0,124.0,"89,71",1801,20.0,,17533,,poldrack-single-stim,s483
27,smaller_sooner,,discount_fixed,71,27.0,142.0,"89,71",1492,20.0,,22443,,poldrack-single-stim,s483
28,smaller_sooner,,discount_fixed,71,25.0,70.0,"89,71",2255,20.0,,26944,,poldrack-single-stim,s483
29,smaller_sooner,,discount_fixed,71,44.0,92.0,"89,71",1905,20.0,,31922,,poldrack-single-stim,s483
30,larger_later,,discount_fixed,89,41.0,27.0,"89,71",1334,20.0,,36832,,poldrack-single-stim,s483
31,smaller_sooner,,discount_fixed,71,64.0,89.0,"89,71",1866,20.0,,41403,,poldrack-single-stim,s483
32,smaller_sooner,,discount_fixed,71,78.0,108.0,"89,71",2224,20.0,,45904,,poldrack-single-stim,s483
33,smaller_sooner,,discount_fixed,71,80.0,145.0,"89,71",1325,20.0,,52107,,poldrack-single-stim,s483
34,smaller_sooner,,discount_fixed,71,41.0,174.0,"89,71",1219,20.0,,56813,,poldrack-single-stim,s483
35,smaller_sooner,,discount_fixed,71,42.0,145.0,"89,71",1867,20.0,,61859,,poldrack-single-stim,s483
36,smaller_sooner,,discount_fixed,71,36.0,114.0,"89,71",1166,20.0,,66905,,poldrack-single-stim,s483
37,larger_later,,discount_fixed,89,58.0,55.0,"89,71",3323,20.0,,72087,,poldrack-single-stim,s483
38,larger_later,,discount_fixed,89,81.0,58.0,"89,71",1862,20.0,,77065,,poldrack-single-stim,s483
39,smaller_sooner,,discount_fixed,71,32.0,111.0,"89,71",850,20.0,,81840,,poldrack-single-stim,s483
40,smaller_sooner,,discount_fixed,71,25.0,141.0,"89,71",1223,20.0,,86614,,poldrack-single-stim,s483
41,larger_later,,discount_fixed,89,67.0,23.0,"89,71",1140,20.0,,91796,,poldrack-single-stim,s483
42,smaller_sooner,,discount_fixed,71,77.0,161.0,"89,71",1634,20.0,,96979,,poldrack-single-stim,s483
43,smaller_sooner,,discount_fixed,71,55.0,163.0,"89,71",1098,20.0,,102229,,poldrack-single-stim,s483
44,smaller_sooner,,discount_fixed,71,40.0,159.0,"89,71",1329,20.0,,106799,,poldrack-single-stim,s483
45,smaller_sooner,,discount_fixed,71,76.0,161.0,"89,71",1026,20.0,,111300,,poldrack-single-stim,s483
46,smaller_sooner,,discount_fixed,71,48.0,128.0,"89,71",1007,20.0,,116210,,poldrack-single-stim,s483
47,smaller_sooner,,discount_fixed,71,39.0,95.0,"89,71",1910,20.0,,120780,,poldrack-single-stim,s483
48,smaller_sooner,,discount_fixed,71,83.0,105.0,"89,71",1316,20.0,,126983,,poldrack-single-stim,s483
49,larger_later,,discount_fixed,89,67.0,41.0,"89,71",1763,20.0,,131893,,poldrack-single-stim,s483
50,smaller_sooner,,discount_fixed,71,56.0,172.0,"89,71",1366,20.0,,137144,,poldrack-single-stim,s483
51,smaller_sooner,,discount_fixed,71,28.0,123.0,"89,71",1237,20.0,,142189,,poldrack-single-stim,s483
52,smaller_sooner,,discount_fixed,71,50.0,129.0,"89,71",1375,20.0,,146827,,poldrack-single-stim,s483
53,smaller_sooner,,discount_fixed,71,23.0,61.0,"89,71",1439,20.0,,151533,,poldrack-single-stim,s483
54,smaller_sooner,,discount_fixed,71,79.0,92.0,"89,71",2859,20.0,,156171,,poldrack-single-stim,s483
55,smaller_sooner,,discount_fixed,71,61.0,141.0,"89,71",1110,20.0,,160742,,poldrack-single-stim,s483
56,larger_later,,discount_fixed,89,43.0,38.0,"89,71",1923,20.0,,165312,,poldrack-single-stim,s483
57,smaller_sooner,,discount_fixed,71,66.0,145.0,"89,71",1597,20.0,,170222,,poldrack-single-stim,s483
58,larger_later,,discount_fixed,89,30.0,23.0,"89,71",1315,20.0,,175064,,poldrack-single-stim,s483
59,smaller_sooner,,discount_fixed,71,32.0,57.0,"89,71",2865,20.0,,180314,,poldrack-single-stim,s483
