,block_duration,correct,correct_response,cue,exp_stage,experiment_exp_id,feedback_duration,flanker_location,flanker_middle_direction,flanker_type,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
6,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",1102,1700.0,,-93671,stim,,poldrack-categorize,s519
9,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",693,1700.0,,-89961,stim,,poldrack-categorize,s519
12,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",800,1700.0,,-86252,stim,,poldrack-categorize,s519
15,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",699,1700.0,,-82543,stim,,poldrack-categorize,s519
18,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,incongruent,71,"89,71",691,1700.0,,-78835,stim,,poldrack-categorize,s519
21,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,down,right,incongruent,71,"89,71",810,1700.0,,-75126,stim,,poldrack-categorize,s519
24,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",722,1700.0,,-71417,stim,,poldrack-categorize,s519
27,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",677,1700.0,,-67708,stim,,poldrack-categorize,s519
30,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",623,1700.0,,-63999,stim,,poldrack-categorize,s519
33,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",656,1700.0,,-60291,stim,,poldrack-categorize,s519
36,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",760,1700.0,,-56582,stim,,poldrack-categorize,s519
39,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",698,1700.0,,-52872,stim,,poldrack-categorize,s519
61,2100.136,1.0,89.0,double,test,attention_network_task,,down,left,congruent,89,"89,71",830,1700.0,,5611,stim,0.0,poldrack-single-stim,s519
64,2100.0,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",532,1700.0,,8217,stim,1.0,poldrack-single-stim,s519
67,2100.0,1.0,71.0,spatial,test,attention_network_task,,up,right,congruent,71,"89,71",503,1700.0,,10824,stim,2.0,poldrack-single-stim,s519
70,2100.408,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",534,1700.0,,13429,stim,3.0,poldrack-single-stim,s519
73,2100.544,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",658,1700.0,,16034,stim,4.0,poldrack-single-stim,s519
76,2100.408,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",549,1700.0,,18640,stim,5.0,poldrack-single-stim,s519
79,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,congruent,89,"89,71",607,1700.0,,21246,stim,6.0,poldrack-single-stim,s519
82,2100.408,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",656,1700.0,,23851,stim,7.0,poldrack-single-stim,s519
85,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",591,1700.0,,26457,stim,8.0,poldrack-single-stim,s519
88,2100.408,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",797,1700.0,,29062,stim,9.0,poldrack-single-stim,s519
91,2100.0,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",562,1700.0,,31668,stim,10.0,poldrack-single-stim,s519
94,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",545,1700.0,,34275,stim,11.0,poldrack-single-stim,s519
97,2100.408,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",475,1700.0,,36881,stim,12.0,poldrack-single-stim,s519
100,2100.136,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",630,1700.0,,39487,stim,13.0,poldrack-single-stim,s519
103,2100.272,1.0,89.0,double,test,attention_network_task,,down,left,incongruent,89,"89,71",612,1700.0,,42092,stim,14.0,poldrack-single-stim,s519
106,2100.544,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",716,1700.0,,44697,stim,15.0,poldrack-single-stim,s519
109,2100.272,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",672,1700.0,,47303,stim,16.0,poldrack-single-stim,s519
112,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",610,1700.0,,49908,stim,17.0,poldrack-single-stim,s519
