,block_duration,condition,correct,current_position,exp_stage,experiment_exp_id,goal_state,key_press,min_moves,num_moves_made,possible_responses,problem_id,problem_time,rt,start_state,stim_duration,text,time_elapsed,trial_id,trial_type,worker_id
4,12756.0,,,,,ward_and_allport,,32,,,32,,,12756,,12756.0,,-100562,instruction,poldrack-single-stim,s495
23,1500.0,,,,,ward_and_allport,,-1,,,none,,,-1,,1500.0,,2512,practice_start_block,poldrack-single-stim,s495
24,4678.0,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,1.0,"89,71",0.0,,4678,"1,0,0,2,3,0,0,0,0",4678.0,,7696,to_hand,poldrack-single-stim,s495
25,1577.0,UA_with_intermeidate,,"1,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",0.0,,1577,"1,0,0,2,3,0,0,0,0",1577.0,,9277,to_board,poldrack-single-stim,s495
26,678.0,UA_with_intermeidate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",0.0,,678,"1,0,0,2,3,0,0,0,0",678.0,,9959,to_hand,poldrack-single-stim,s495
27,454.0,UA_with_intermeidate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",0.0,,454,"1,0,0,2,3,0,0,0,0",454.0,,10417,to_board,poldrack-single-stim,s495
28,1345.0,UA_with_intermeidate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,3.0,"89,82",0.0,,1345,"1,0,0,2,3,0,0,0,0",1345.0,,11765,to_hand,poldrack-single-stim,s495
29,1559.0,UA_with_intermeidate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",0.0,,1559,"1,0,0,2,3,0,0,0,0",1559.0,,13327,to_board,poldrack-single-stim,s495
30,628.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,4.0,"89,82",0.0,,628,"1,0,0,2,3,0,0,0,0",628.0,,13959,to_hand,poldrack-single-stim,s495
31,426.0,UA_with_intermeidate,,"1,2,3,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,4.0,"89,71,82",0.0,,426,"1,0,0,2,3,0,0,0,0",426.0,,14388,to_board,poldrack-single-stim,s495
32,2500.0,,True,,practice,ward_and_allport,,-1,3.0,4.0,none,,14382.0,-1,,1000.0,,16894,feedback,poldrack-single-stim,s495
33,4234.0,UA_with_intermeidate,,"1,0,0,3,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,1.0,"89,71",1.0,,4234,"1,2,0,3,0,0,0,0,0",4234.0,,21133,to_hand,poldrack-single-stim,s495
34,614.0,UA_with_intermeidate,,"1,0,0,3,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",1.0,,614,"1,2,0,3,0,0,0,0,0",614.0,,21751,to_board,poldrack-single-stim,s495
35,781.0,UA_with_intermeidate,,"1,0,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",1.0,,781,"1,2,0,3,0,0,0,0,0",781.0,,22535,to_hand,poldrack-single-stim,s495
36,435.0,UA_with_intermeidate,,"1,3,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",1.0,,435,"1,2,0,3,0,0,0,0,0",435.0,,22972,to_board,poldrack-single-stim,s495
37,561.0,UA_with_intermeidate,,"1,3,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,3.0,"89,82",1.0,,561,"1,2,0,3,0,0,0,0,0",561.0,,23536,to_hand,poldrack-single-stim,s495
