,block_duration,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,stim_duration,text,time_elapsed,trial_id,trial_type,worker_id
4,1846.0,,practice,discount_fixed,71,,,"89,71",1846,,1846.0,,-39606,stim,poldrack-single-stim,s573
24,4636.0,smaller_sooner,,discount_fixed,71,67.0,74.0,"89,71",2661,20.0,4000.0,,7650,,poldrack-single-stim,s573
25,5316.0,smaller_sooner,,discount_fixed,71,29.0,58.0,"89,71",1841,20.0,4000.0,,12970,,poldrack-single-stim,s573
26,4976.0,smaller_sooner,,discount_fixed,71,39.0,104.0,"89,71",1490,20.0,4000.0,,17952,,poldrack-single-stim,s573
27,4568.0,smaller_sooner,,discount_fixed,71,33.0,103.0,"89,71",997,20.0,4000.0,,22522,,poldrack-single-stim,s573
28,5520.0,larger_later,,discount_fixed,89,33.0,78.0,"89,71",1789,20.0,4000.0,,28048,,poldrack-single-stim,s573
29,5588.0,larger_later,,discount_fixed,89,74.0,52.0,"89,71",2763,20.0,4000.0,,33637,,poldrack-single-stim,s573
30,5792.0,smaller_sooner,,discount_fixed,71,28.0,132.0,"89,71",1808,20.0,4000.0,,39435,,poldrack-single-stim,s573
31,4568.0,smaller_sooner,,discount_fixed,71,28.0,59.0,"89,71",1654,20.0,4000.0,,44006,,poldrack-single-stim,s573
32,5112.0,smaller_sooner,,discount_fixed,71,28.0,163.0,"89,71",1150,20.0,4000.0,,49121,,poldrack-single-stim,s573
33,4500.0,smaller_sooner,,discount_fixed,71,32.0,74.0,"89,71",1332,20.0,4000.0,,53622,,poldrack-single-stim,s573
34,4840.0,larger_later,,discount_fixed,89,57.0,89.0,"89,71",1651,20.0,4000.0,,58465,,poldrack-single-stim,s573
35,4568.0,smaller_sooner,,discount_fixed,71,70.0,108.0,"89,71",1202,20.0,4000.0,,63036,,poldrack-single-stim,s573
36,5384.0,larger_later,,discount_fixed,89,72.0,95.0,"89,71",1601,20.0,4000.0,,68423,,poldrack-single-stim,s573
37,5044.0,larger_later,,discount_fixed,89,30.0,36.0,"89,71",1700,20.0,4000.0,,73468,,poldrack-single-stim,s573
38,4704.0,smaller_sooner,,discount_fixed,71,41.0,129.0,"89,71",1061,20.0,4000.0,,78178,,poldrack-single-stim,s573
39,4908.0,smaller_sooner,,discount_fixed,71,78.0,129.0,"89,71",2529,20.0,4000.0,,83090,,poldrack-single-stim,s573
40,4908.0,smaller_sooner,,discount_fixed,71,71.0,88.0,"89,71",1665,20.0,4000.0,,88004,,poldrack-single-stim,s573
41,4840.0,smaller_sooner,,discount_fixed,71,65.0,159.0,"89,71",1727,20.0,4000.0,,92849,,poldrack-single-stim,s573
42,5112.0,smaller_sooner,,discount_fixed,71,24.0,125.0,"89,71",1339,20.0,4000.0,,97965,,poldrack-single-stim,s573
43,5112.0,larger_later,,discount_fixed,89,58.0,36.0,"89,71",1743,20.0,4000.0,,103080,,poldrack-single-stim,s573
44,4704.0,larger_later,,discount_fixed,89,63.0,37.0,"89,71",1869,20.0,4000.0,,107790,,poldrack-single-stim,s573
45,4840.0,larger_later,,discount_fixed,89,75.0,41.0,"89,71",859,20.0,4000.0,,112632,,poldrack-single-stim,s573
46,4840.0,smaller_sooner,,discount_fixed,71,45.0,72.0,"89,71",2377,20.0,4000.0,,117475,,poldrack-single-stim,s573
47,6880.0,smaller_sooner,,discount_fixed,71,25.0,74.0,"89,71",1419,20.0,4000.0,,124361,,poldrack-single-stim,s573
48,4568.0,smaller_sooner,,discount_fixed,71,65.0,137.0,"89,71",1367,20.0,4000.0,,128931,,poldrack-single-stim,s573
49,4772.0,smaller_sooner,,discount_fixed,71,49.0,140.0,"89,71",993,20.0,4000.0,,133705,,poldrack-single-stim,s573
50,7016.0,smaller_sooner,,discount_fixed,71,67.0,103.0,"89,71",833,20.0,4000.0,,140724,,poldrack-single-stim,s573
51,4704.0,smaller_sooner,,discount_fixed,71,69.0,172.0,"89,71",1794,20.0,4000.0,,145434,,poldrack-single-stim,s573
52,5180.0,larger_later,,discount_fixed,89,66.0,71.0,"89,71",2507,20.0,4000.0,,150618,,poldrack-single-stim,s573
53,5044.0,smaller_sooner,,discount_fixed,71,71.0,176.0,"89,71",973,20.0,4000.0,,155663,,poldrack-single-stim,s573
54,5316.0,smaller_sooner,,discount_fixed,71,31.0,76.0,"89,71",1366,20.0,4000.0,,160981,,poldrack-single-stim,s573
55,4568.0,larger_later,,discount_fixed,89,43.0,19.0,"89,71",1720,20.0,4000.0,,165552,,poldrack-single-stim,s573
56,4636.0,smaller_sooner,,discount_fixed,71,60.0,124.0,"89,71",1307,20.0,4000.0,,170192,,poldrack-single-stim,s573
57,4908.0,smaller_sooner,,discount_fixed,71,27.0,142.0,"89,71",950,20.0,4000.0,,175104,,poldrack-single-stim,s573
58,4500.0,smaller_sooner,,discount_fixed,71,25.0,70.0,"89,71",831,20.0,4000.0,,179606,,poldrack-single-stim,s573
59,4976.0,smaller_sooner,,discount_fixed,71,44.0,92.0,"89,71",1088,20.0,4000.0,,184587,,poldrack-single-stim,s573
60,4908.0,larger_later,,discount_fixed,89,41.0,27.0,"89,71",1498,20.0,4000.0,,189499,,poldrack-single-stim,s573
61,4568.0,smaller_sooner,,discount_fixed,71,64.0,89.0,"89,71",1637,20.0,4000.0,,194070,,poldrack-single-stim,s573
62,4500.0,smaller_sooner,,discount_fixed,71,78.0,108.0,"89,71",1102,20.0,4000.0,,198572,,poldrack-single-stim,s573
63,6200.0,smaller_sooner,,discount_fixed,71,80.0,145.0,"89,71",1025,20.0,4000.0,,204774,,poldrack-single-stim,s573
64,4704.0,smaller_sooner,,discount_fixed,71,41.0,174.0,"89,71",924,20.0,4000.0,,209484,,poldrack-single-stim,s573
65,5044.0,smaller_sooner,,discount_fixed,71,42.0,145.0,"89,71",923,20.0,4000.0,,214530,,poldrack-single-stim,s573
66,5044.0,smaller_sooner,,discount_fixed,71,36.0,114.0,"89,71",987,20.0,4000.0,,219575,,poldrack-single-stim,s573
67,5180.0,larger_later,,discount_fixed,89,58.0,55.0,"89,71",1282,20.0,4000.0,,224759,,poldrack-single-stim,s573
68,4976.0,larger_later,,discount_fixed,89,81.0,58.0,"89,71",1150,20.0,4000.0,,229741,,poldrack-single-stim,s573
69,4772.0,smaller_sooner,,discount_fixed,71,32.0,111.0,"89,71",939,20.0,4000.0,,234514,,poldrack-single-stim,s573
70,4772.0,smaller_sooner,,discount_fixed,71,25.0,141.0,"89,71",1235,20.0,4000.0,,239288,,poldrack-single-stim,s573
71,5180.0,larger_later,,discount_fixed,89,67.0,23.0,"89,71",972,20.0,4000.0,,244472,,poldrack-single-stim,s573
72,5180.0,smaller_sooner,,discount_fixed,71,77.0,161.0,"89,71",1217,20.0,4000.0,,249656,,poldrack-single-stim,s573
73,5248.0,smaller_sooner,,discount_fixed,71,55.0,163.0,"89,71",1001,20.0,4000.0,,254906,,poldrack-single-stim,s573
74,4568.0,smaller_sooner,,discount_fixed,71,40.0,159.0,"89,71",890,20.0,4000.0,,259475,,poldrack-single-stim,s573
75,4500.0,smaller_sooner,,discount_fixed,71,76.0,161.0,"89,71",1645,20.0,4000.0,,263977,,poldrack-single-stim,s573
76,4908.0,smaller_sooner,,discount_fixed,71,48.0,128.0,"89,71",861,20.0,4000.0,,268889,,poldrack-single-stim,s573
77,4568.0,smaller_sooner,,discount_fixed,71,39.0,95.0,"89,71",943,20.0,4000.0,,273460,,poldrack-single-stim,s573
78,6200.0,smaller_sooner,,discount_fixed,71,83.0,105.0,"89,71",971,20.0,4000.0,,279663,,poldrack-single-stim,s573
79,4908.0,larger_later,,discount_fixed,89,67.0,41.0,"89,71",1485,20.0,4000.0,,284575,,poldrack-single-stim,s573
80,5248.0,smaller_sooner,,discount_fixed,71,56.0,172.0,"89,71",1063,20.0,4000.0,,289828,,poldrack-single-stim,s573
81,5044.0,smaller_sooner,,discount_fixed,71,28.0,123.0,"89,71",1915,20.0,4000.0,,294876,,poldrack-single-stim,s573
