,block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
7,2100.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",1010,500.0,,-79723,probe,0.0,poldrack-single-stim,s581
11,2300.0,BX,0.0,71.0,practice,dot_pattern_expectancy,89.0,"89,71",1067,500.0,,-74406,probe,1.0,poldrack-single-stim,s581
15,1500.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",766,500.0,,-69888,probe,2.0,poldrack-single-stim,s581
19,1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",493,500.0,,-65371,probe,3.0,poldrack-single-stim,s581
23,1700.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",557,500.0,,-60658,probe,4.0,poldrack-single-stim,s581
27,1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",917,500.0,,-56144,probe,5.0,poldrack-single-stim,s581
31,1500.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",1176,500.0,,-51627,probe,6.0,poldrack-single-stim,s581
35,1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",529,500.0,,-47109,probe,7.0,poldrack-single-stim,s581
39,1900.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",357,500.0,,-42191,probe,8.0,poldrack-single-stim,s581
43,2500.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",475,500.0,,-36677,probe,9.0,poldrack-single-stim,s581
66,1636.0,BY,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,500.0,,7154,probe,0.0,poldrack-single-stim,s581
69,1500.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",813,500.0,,11167,probe,1.0,poldrack-single-stim,s581
72,2044.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",604,500.0,,15722,probe,2.0,poldrack-single-stim,s581
75,1772.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",301,500.0,,20008,probe,3.0,poldrack-single-stim,s581
78,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",342,500.0,,24152,probe,4.0,poldrack-single-stim,s581
81,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",775,500.0,,28301,probe,5.0,poldrack-single-stim,s581
84,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",471,500.0,,32317,probe,6.0,poldrack-single-stim,s581
87,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",416,500.0,,36328,probe,7.0,poldrack-single-stim,s581
90,2044.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",625,500.0,,40883,probe,8.0,poldrack-single-stim,s581
93,2452.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",439,500.0,,45852,probe,9.0,poldrack-single-stim,s581
96,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",477,500.0,,50270,probe,10.0,poldrack-single-stim,s581
99,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",436,500.0,,54281,probe,11.0,poldrack-single-stim,s581
102,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",573,500.0,,58697,probe,12.0,poldrack-single-stim,s581
105,2180.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",451,500.0,,63385,probe,13.0,poldrack-single-stim,s581
108,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",514,500.0,,67404,probe,14.0,poldrack-single-stim,s581
111,1908.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",278,500.0,,71828,probe,15.0,poldrack-single-stim,s581
114,2316.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",384,500.0,,76660,probe,16.0,poldrack-single-stim,s581
117,2316.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",642,500.0,,81484,probe,17.0,poldrack-single-stim,s581
120,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",427,500.0,,85631,probe,18.0,poldrack-single-stim,s581
123,1500.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",601,500.0,,89642,probe,19.0,poldrack-single-stim,s581
126,1908.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",443,500.0,,94058,probe,20.0,poldrack-single-stim,s581
129,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",401,500.0,,98069,probe,21.0,poldrack-single-stim,s581
132,2316.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",673,500.0,,102901,probe,22.0,poldrack-single-stim,s581
135,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",547,500.0,,106906,probe,23.0,poldrack-single-stim,s581
138,2724.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",940,500.0,,112138,probe,24.0,poldrack-single-stim,s581
141,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",431,500.0,,116154,probe,25.0,poldrack-single-stim,s581
144,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",726,500.0,,120299,probe,26.0,poldrack-single-stim,s581
