,block_duration,condition,correct,current_position,exp_stage,experiment_exp_id,goal_state,key_press,min_moves,num_moves_made,possible_responses,problem_id,problem_time,rt,start_state,stim_duration,text,time_elapsed,trial_id,trial_type,worker_id
4,7628.0,,,,,ward_and_allport,,32,,,32,,,7628,,7628.0,,-48962,instruction,poldrack-single-stim,s497
23,1500.0,,,,,ward_and_allport,,-1,,,none,,,-1,,1500.0,,2505,practice_start_block,poldrack-single-stim,s497
24,4200.0,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,1.0,"89,71",0.0,,4200,"1,0,0,2,3,0,0,0,0",4200.0,,7209,to_hand,poldrack-single-stim,s497
25,1550.0,UA_with_intermeidate,,"1,0,0,2,3,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,1.0,"89,71,82",0.0,,1550,"1,0,0,2,3,0,0,0,0",1550.0,,8760,to_board,poldrack-single-stim,s497
26,2234.0,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,2.0,"89,71",0.0,,2234,"1,0,0,2,3,0,0,0,0",2234.0,,10998,to_hand,poldrack-single-stim,s497
27,512.0,UA_with_intermeidate,,"1,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,2.0,"89,71,82",0.0,,512,"1,0,0,2,3,0,0,0,0",512.0,,11511,to_board,poldrack-single-stim,s497
28,892.0,UA_with_intermeidate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,3.0,"89,71,82",0.0,,892,"1,0,0,2,3,0,0,0,0",892.0,,12404,to_hand,poldrack-single-stim,s497
29,1048.0,UA_with_intermeidate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",0.0,,1048,"1,0,0,2,3,0,0,0,0",1048.0,,13454,to_board,poldrack-single-stim,s497
30,1496.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,4.0,"89,82",0.0,,1496,"1,0,0,2,3,0,0,0,0",1496.0,,14952,to_hand,poldrack-single-stim,s497
31,1502.0,UA_with_intermeidate,,"1,2,3,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,4.0,"89,71,82",0.0,,1502,"1,0,0,2,3,0,0,0,0",1502.0,,16455,to_board,poldrack-single-stim,s497
32,2500.0,,True,,practice,ward_and_allport,,-1,3.0,4.0,none,,16454.0,-1,,1000.0,,18959,feedback,poldrack-single-stim,s497
33,4113.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,1.0,"89,71",1.0,,4113,"1,2,0,3,0,0,0,0,0",4113.0,,23074,to_hand,poldrack-single-stim,s497
34,2556.0,UA_with_intermeidate,,"1,2,0,3,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,1.0,"89,71,82",1.0,,2556,"1,2,0,3,0,0,0,0,0",2556.0,,25632,to_board,poldrack-single-stim,s497
35,1111.0,UA_with_intermeidate,,"1,0,0,3,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,2.0,"89,71",1.0,,1111,"1,2,0,3,0,0,0,0,0",1111.0,,26745,to_hand,poldrack-single-stim,s497
36,990.0,UA_with_intermeidate,,"1,0,0,3,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,2.0,"89,71,82",1.0,,990,"1,2,0,3,0,0,0,0,0",990.0,,27736,to_board,poldrack-single-stim,s497
