block_duration,condition,correct,current_position,exp_stage,experiment_exp_id,goal_state,key_press,min_moves,num_moves_made,possible_responses,problem_id,problem_time,rt,start_state,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_type,worker_id
3525.0,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,1.0,"89,71",0.0,,3525,"1,0,0,2,3,0,0,0,0",3525.0,,6534,0.0,to_hand,poldrack-single-stim,s512
940.0,UA_with_intermeidate,,"1,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",0.0,,940,"1,0,0,2,3,0,0,0,0",940.0,,7476,0.0,to_board,poldrack-single-stim,s512
697.0,UA_with_intermeidate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",0.0,,697,"1,0,0,2,3,0,0,0,0",697.0,,8177,0.0,to_hand,poldrack-single-stim,s512
546.0,UA_with_intermeidate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",0.0,,546,"1,0,0,2,3,0,0,0,0",546.0,,8724,0.0,to_board,poldrack-single-stim,s512
881.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,3.0,"89,82",0.0,,881,"1,0,0,2,3,0,0,0,0",881.0,,9608,0.0,to_hand,poldrack-single-stim,s512
519.0,UA_with_intermeidate,,"1,2,3,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",0.0,,519,"1,0,0,2,3,0,0,0,0",519.0,,10128,0.0,to_board,poldrack-single-stim,s512
2500.0,UA_with_intermeidate,True,,practice,ward_and_allport,,-1,3.0,3.0,none,0.0,10127.0,-1,,1000.0,,12633,0.0,feedback,poldrack-single-stim,s512
3801.0,UA_with_intermeidate,,"1,0,0,3,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,1.0,"89,71",1.0,,3801,"1,2,0,3,0,0,0,0,0",3801.0,,16438,0.0,to_hand,poldrack-single-stim,s512
781.0,UA_with_intermeidate,,"1,0,0,3,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",1.0,,781,"1,2,0,3,0,0,0,0,0",781.0,,17221,0.0,to_board,poldrack-single-stim,s512
670.0,UA_with_intermeidate,,"1,0,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",1.0,,670,"1,2,0,3,0,0,0,0,0",670.0,,17894,0.0,to_hand,poldrack-single-stim,s512
562.0,UA_with_intermeidate,,"1,3,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",1.0,,562,"1,2,0,3,0,0,0,0,0",562.0,,18458,0.0,to_board,poldrack-single-stim,s512
654.0,UA_with_intermeidate,,"1,3,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,3.0,"89,82",1.0,,654,"1,2,0,3,0,0,0,0,0",654.0,,19115,0.0,to_hand,poldrack-single-stim,s512
440.0,UA_with_intermeidate,,"1,3,2,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",1.0,,440,"1,2,0,3,0,0,0,0,0",440.0,,19555,0.0,to_board,poldrack-single-stim,s512
2100.0,UA_with_intermeidate,True,,practice,ward_and_allport,,-1,3.0,3.0,none,1.0,9026.0,-1,,1000.0,,21659,0.0,feedback,poldrack-single-stim,s512
1799.0,UA_without_intermeidate,,"0,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",82,3.0,1.0,"71,82",2.0,,1799,"0,0,0,1,2,0,3,0,0",1799.0,,23461,0.0,to_hand,poldrack-single-stim,s512
391.0,UA_without_intermeidate,,"3,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,1.0,"89,71,82",2.0,,391,"0,0,0,1,2,0,3,0,0",391.0,,23853,0.0,to_board,poldrack-single-stim,s512
669.0,UA_without_intermeidate,,"3,0,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,2.0,"89,71",2.0,,669,"0,0,0,1,2,0,3,0,0",669.0,,24526,0.0,to_hand,poldrack-single-stim,s512
426.0,UA_without_intermeidate,,"3,2,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",2.0,,426,"0,0,0,1,2,0,3,0,0",426.0,,24953,0.0,to_board,poldrack-single-stim,s512
1651.0,UA_without_intermeidate,,"3,2,0,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,3.0,"89,71",2.0,,1651,"0,0,0,1,2,0,3,0,0",1651.0,,26607,0.0,to_hand,poldrack-single-stim,s512
439.0,UA_without_intermeidate,,"3,2,1,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",2.0,,439,"0,0,0,1,2,0,3,0,0",439.0,,27046,0.0,to_board,poldrack-single-stim,s512
2200.0,UA_without_intermeidate,True,,practice,ward_and_allport,,-1,3.0,3.0,none,2.0,7591.0,-1,,1000.0,,29250,0.0,feedback,poldrack-single-stim,s512
