,block_duration,correct,correct_response,cue,exp_stage,experiment_exp_id,feedback_duration,flanker_location,flanker_middle_direction,flanker_type,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
6,1700.0,0.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,congruent,89,"89,71",1005,1700.0,,-122012,stim,,poldrack-categorize,s568
9,1700.0,0.0,89.0,double,practice,attention_network_task,1000.0,down,left,incongruent,71,"89,71",1035,1700.0,,-118302,stim,,poldrack-categorize,s568
12,1700.0,0.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,congruent,71,"89,71",713,1700.0,,-114592,stim,,poldrack-categorize,s568
15,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",1137,1700.0,,-110884,stim,,poldrack-categorize,s568
18,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",645,1700.0,,-107176,stim,,poldrack-categorize,s568
21,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",753,1700.0,,-103467,stim,,poldrack-categorize,s568
24,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",708,1700.0,,-99756,stim,,poldrack-categorize,s568
27,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",683,1700.0,,-96048,stim,,poldrack-categorize,s568
30,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",543,1700.0,,-92339,stim,,poldrack-categorize,s568
33,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",642,1700.0,,-88629,stim,,poldrack-categorize,s568
36,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,up,right,congruent,71,"89,71",522,1700.0,,-84921,stim,,poldrack-categorize,s568
39,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",443,1700.0,,-81215,stim,,poldrack-categorize,s568
42,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,congruent,71,"89,71",407,1700.0,,-77504,stim,,poldrack-categorize,s568
45,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",475,1700.0,,-73796,stim,,poldrack-categorize,s568
48,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",644,1700.0,,-70085,stim,,poldrack-categorize,s568
