,SS_delay,SS_duration,SS_stimulus,SS_trial_type,block_duration,correct,correct_response,exp_stage,experiment_exp_id,feedback_duration,key_press,passed_check,possible_responses,rt,stim_duration,stopped,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
5,,,,,1850.0,1.0,71.0,practice,stop_signal,500.0,71.0,True,"89,71",1057,850.0,False,,-59944,stim,0.0,poldrack-categorize,s553
6,,,,,1850.0,1.0,89.0,practice,stop_signal,500.0,89.0,True,"89,71",1088,850.0,False,,-57336,stim,1.0,poldrack-categorize,s553
7,,,,,1850.0,1.0,89.0,practice,stop_signal,500.0,89.0,True,"89,71",571,850.0,False,,-54728,stim,2.0,poldrack-categorize,s553
8,,,,,1850.0,1.0,71.0,practice,stop_signal,500.0,71.0,True,"89,71",523,850.0,False,,-52120,stim,3.0,poldrack-categorize,s553
9,,,,,1850.0,1.0,89.0,practice,stop_signal,500.0,89.0,True,"89,71",612,850.0,False,,-49511,stim,4.0,poldrack-categorize,s553
10,,,,,1850.0,1.0,71.0,practice,stop_signal,500.0,71.0,True,"89,71",419,850.0,False,,-46898,stim,5.0,poldrack-categorize,s553
11,,,,,1850.0,1.0,89.0,practice,stop_signal,500.0,89.0,True,"89,71",806,850.0,False,,-44290,stim,6.0,poldrack-categorize,s553
12,,,,,1850.0,1.0,71.0,practice,stop_signal,500.0,71.0,True,"89,71",377,850.0,False,,-41687,stim,7.0,poldrack-categorize,s553
13,,,,,1850.0,1.0,89.0,practice,stop_signal,500.0,89.0,True,"89,71",454,850.0,False,,-39079,stim,8.0,poldrack-categorize,s553
14,,,,,1850.0,1.0,89.0,practice,stop_signal,500.0,89.0,True,"89,71",546,850.0,False,,-36476,stim,9.0,poldrack-categorize,s553
15,,,,,1850.0,1.0,71.0,practice,stop_signal,500.0,71.0,True,"89,71",492,850.0,False,,-33868,stim,10.0,poldrack-categorize,s553
16,,,,,1850.0,1.0,71.0,practice,stop_signal,500.0,71.0,True,"89,71",613,850.0,False,,-31260,stim,11.0,poldrack-categorize,s553
36,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2522.0,1.0,89.0,test,stop_signal,,89.0,True,"89,71",1373,850.0,False,,5541,stim,0.0,stop-signal,s553
37,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2250.0,1.0,89.0,test,stop_signal,,89.0,True,"89,71",719,850.0,False,,7797,stim,1.0,stop-signal,s553
38,300.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,2250.0,0.0,71.0,test,stop_signal,,-1.0,True,"89,71",-1,850.0,True,,10050,stim,2.0,stop-signal,s553
39,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2250.0,1.0,71.0,test,stop_signal,,71.0,True,"89,71",432,850.0,False,,12304,stim,3.0,stop-signal,s553
40,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2250.0,1.0,71.0,test,stop_signal,,71.0,True,"89,71",536,850.0,False,,14560,stim,4.0,stop-signal,s553
41,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2386.0,1.0,71.0,test,stop_signal,,71.0,True,"89,71",437,850.0,False,,16952,stim,5.0,stop-signal,s553
42,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,go,2250.0,1.0,89.0,test,stop_signal,,89.0,True,"89,71",462,850.0,False,,19205,stim,6.0,stop-signal,s553
43,350.0,500.0,<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>,stop,2250.0,1.0,71.0,test,stop_signal,,71.0,True,"89,71",528,850.0,False,,21462,stim,7.0,stop-signal,s553
