,CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
161,100.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",942.0,orange,1000.0,4.0,magnitude,switch,,54786,stim,18.0,poldrack-single-stim,s130
164,900.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",574.0,#1F45FC,1000.0,7.0,color,switch,,57692,stim,19.0,poldrack-single-stim,s130
167,100.0,2680.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",860.0,#1F45FC,1000.0,1.0,color,stay,,60478,stim,20.0,poldrack-single-stim,s130
170,100.0,2000.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",719.0,#1F45FC,1000.0,8.0,color,stay,,62581,stim,21.0,poldrack-single-stim,s130
173,100.0,2136.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",1171.0,orange,1000.0,7.0,magnitude,switch,,64822,stim,22.0,poldrack-single-stim,s130
176,100.0,2408.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",916.0,#1F45FC,1000.0,6.0,magnitude,stay,,67336,stim,23.0,poldrack-single-stim,s130
179,900.0,2136.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",510.0,#1F45FC,1000.0,8.0,magnitude,stay,,70377,stim,24.0,poldrack-single-stim,s130
182,900.0,2000.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",810.0,#1F45FC,1000.0,6.0,magnitude,stay,,73283,stim,25.0,poldrack-single-stim,s130
185,900.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",747.0,#1F45FC,1000.0,8.0,color,switch,,76188,stim,26.0,poldrack-single-stim,s130
188,900.0,2544.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",499.0,#1F45FC,1000.0,7.0,magnitude,switch,,79636,stim,27.0,poldrack-single-stim,s130
191,100.0,2136.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",763.0,orange,1000.0,1.0,magnitude,stay,,81876,stim,28.0,poldrack-single-stim,s130
194,100.0,2544.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",980.0,orange,1000.0,4.0,magnitude,stay,,84525,stim,29.0,poldrack-single-stim,s130
197,900.0,2680.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",621.0,#1F45FC,1000.0,7.0,color,switch,,88111,stim,30.0,poldrack-single-stim,s130
200,900.0,2000.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",598.0,#1F45FC,1000.0,9.0,color,stay,,91015,stim,31.0,poldrack-single-stim,s130
203,900.0,2272.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",663.0,orange,1000.0,8.0,magnitude,switch,,94192,stim,32.0,poldrack-single-stim,s130
206,100.0,3088.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",1244.0,orange,1000.0,1.0,color,switch,,97385,stim,33.0,poldrack-single-stim,s130
209,100.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",837.0,#1F45FC,1000.0,9.0,magnitude,switch,,99490,stim,34.0,poldrack-single-stim,s130
212,100.0,2136.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",783.0,orange,1000.0,4.0,magnitude,stay,,101731,stim,35.0,poldrack-single-stim,s130
215,100.0,2136.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",992.0,orange,1000.0,2.0,color,switch,,103973,stim,36.0,poldrack-single-stim,s130
218,900.0,2000.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",466.0,#1F45FC,1000.0,6.0,color,stay,,106877,stim,37.0,poldrack-single-stim,s130
221,100.0,2272.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",659.0,#1F45FC,1000.0,8.0,color,stay,,109255,stim,38.0,poldrack-single-stim,s130
224,900.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",482.0,orange,1000.0,7.0,magnitude,switch,,112160,stim,39.0,poldrack-single-stim,s130
227,100.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",738.0,#1F45FC,1000.0,8.0,color,switch,,114400,stim,40.0,poldrack-single-stim,s130
230,900.0,2136.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",612.0,orange,1000.0,7.0,magnitude,switch,,117440,stim,41.0,poldrack-single-stim,s130
233,100.0,2544.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",597.0,#1F45FC,1000.0,7.0,magnitude,stay,,120089,stim,42.0,poldrack-single-stim,s130
236,900.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",860.0,orange,1000.0,6.0,color,switch,,122994,stim,43.0,poldrack-single-stim,s130
239,900.0,2136.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",592.0,orange,1000.0,8.0,color,stay,,126035,stim,44.0,poldrack-single-stim,s130
242,100.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",890.0,orange,1000.0,1.0,magnitude,switch,,128277,stim,45.0,poldrack-single-stim,s130
245,100.0,2136.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",1121.0,orange,1000.0,2.0,color,switch,,130516,stim,46.0,poldrack-single-stim,s130
248,900.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",1306.0,orange,1000.0,6.0,magnitude,switch,,133421,stim,47.0,poldrack-single-stim,s130
251,900.0,2136.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",577.0,#1F45FC,1000.0,9.0,color,switch,,136463,stim,48.0,poldrack-single-stim,s130
254,900.0,2000.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",866.0,#1F45FC,1000.0,9.0,color,stay,,139369,stim,49.0,poldrack-single-stim,s130
257,900.0,2136.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",519.0,#1F45FC,1000.0,8.0,color,stay,,142409,stim,50.0,poldrack-single-stim,s130
260,900.0,2816.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",676.0,#1F45FC,1000.0,7.0,magnitude,switch,,146129,stim,51.0,poldrack-single-stim,s130
263,100.0,2136.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",856.0,orange,1000.0,2.0,magnitude,stay,,148369,stim,52.0,poldrack-single-stim,s130
266,900.0,2000.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",964.0,#1F45FC,1000.0,4.0,magnitude,stay,,151274,stim,53.0,poldrack-single-stim,s130
269,100.0,2000.0,False,71.0,Color,,test,twobytwo,,89.0,"89,71",924.0,#1F45FC,1000.0,2.0,color,switch,,153380,stim,54.0,poldrack-single-stim,s130
272,900.0,2272.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",584.0,#1F45FC,1000.0,6.0,color,stay,,156556,stim,55.0,poldrack-single-stim,s130
275,100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",815.0,#1F45FC,1000.0,1.0,magnitude,switch,,158661,stim,56.0,poldrack-single-stim,s130
278,100.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",959.0,orange,1000.0,6.0,color,switch,,160767,stim,57.0,poldrack-single-stim,s130
281,900.0,2000.0,False,89.0,Magnitude,,test,twobytwo,,71.0,"89,71",920.0,orange,1000.0,2.0,magnitude,switch,,163674,stim,58.0,poldrack-single-stim,s130
284,100.0,2408.0,False,71.0,Color,,test,twobytwo,,89.0,"89,71",1134.0,#1F45FC,1000.0,4.0,color,switch,,166188,stim,59.0,poldrack-single-stim,s130
287,100.0,2272.0,True,89.0,Color,stay,test,twobytwo,,89.0,"89,71",981.0,orange,1000.0,4.0,color,stay,,168564,stim,60.0,poldrack-single-stim,s130
290,100.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1006.0,#1F45FC,1000.0,1.0,magnitude,switch,,170806,stim,61.0,poldrack-single-stim,s130
293,900.0,2000.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",561.0,orange,1000.0,9.0,magnitude,stay,,173711,stim,62.0,poldrack-single-stim,s130
296,100.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1229.0,#1F45FC,1000.0,8.0,color,switch,,175815,stim,63.0,poldrack-single-stim,s130
299,900.0,2136.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",821.0,#1F45FC,1000.0,2.0,magnitude,switch,,178857,stim,64.0,poldrack-single-stim,s130
302,900.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",753.0,orange,1000.0,8.0,color,switch,,181762,stim,65.0,poldrack-single-stim,s130
305,100.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1018.0,orange,1000.0,4.0,magnitude,switch,,184002,stim,66.0,poldrack-single-stim,s130
308,100.0,2408.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",821.0,orange,1000.0,9.0,magnitude,stay,,186514,stim,67.0,poldrack-single-stim,s130
311,100.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",1181.0,orange,1000.0,9.0,color,switch,,188757,stim,68.0,poldrack-single-stim,s130
314,900.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",807.0,orange,1000.0,6.0,magnitude,switch,,191661,stim,69.0,poldrack-single-stim,s130
317,900.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",659.0,orange,1000.0,8.0,color,switch,,194701,stim,70.0,poldrack-single-stim,s130
320,100.0,2272.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",872.0,#1F45FC,1000.0,7.0,color,stay,,197078,stim,71.0,poldrack-single-stim,s130
323,900.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",599.0,orange,1000.0,2.0,magnitude,switch,,199983,stim,72.0,poldrack-single-stim,s130
326,100.0,2408.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",929.0,#1F45FC,1000.0,2.0,color,switch,,202497,stim,73.0,poldrack-single-stim,s130
329,900.0,2000.0,True,89.0,Orange-Blue,switch,test,twobytwo,,89.0,"89,71",683.0,orange,1000.0,6.0,color,stay,,205401,stim,74.0,poldrack-single-stim,s130
332,100.0,2136.0,False,89.0,High-Low,,test,twobytwo,,-1.0,"89,71",-1.0,#1F45FC,1000.0,4.0,magnitude,switch,,207643,stim,75.0,poldrack-single-stim,s130
335,100.0,2408.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",828.0,#1F45FC,1000.0,2.0,color,switch,,210157,stim,76.0,poldrack-single-stim,s130
338,900.0,2136.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",675.0,#1F45FC,1000.0,7.0,magnitude,switch,,213198,stim,77.0,poldrack-single-stim,s130
341,100.0,2408.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",1069.0,#1F45FC,1000.0,6.0,color,switch,,215711,stim,78.0,poldrack-single-stim,s130
344,900.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",652.0,orange,1000.0,4.0,magnitude,switch,,218752,stim,79.0,poldrack-single-stim,s130
345,,10000.0,,,,,,twobytwo,,-1.0,none,-1.0,,10000.0,,,,,228755,rest_block,,poldrack-single-stim,s130
350,100.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",866.0,#1F45FC,1000.0,7.0,magnitude,switch,,234368,stim,0.0,poldrack-single-stim,s130
353,100.0,2272.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",752.0,orange,1000.0,2.0,magnitude,stay,,236745,stim,1.0,poldrack-single-stim,s130
356,900.0,2000.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",653.0,orange,1000.0,9.0,magnitude,stay,,239650,stim,2.0,poldrack-single-stim,s130
359,900.0,2272.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",661.0,orange,1000.0,8.0,magnitude,stay,,242826,stim,3.0,poldrack-single-stim,s130
362,100.0,2272.0,True,89.0,Magnitude,switch,test,twobytwo,,89.0,"89,71",780.0,#1F45FC,1000.0,1.0,magnitude,stay,,245204,stim,4.0,poldrack-single-stim,s130
365,900.0,2952.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",502.0,orange,1000.0,6.0,color,switch,,249060,stim,5.0,poldrack-single-stim,s130
368,100.0,2680.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",838.0,#1F45FC,1000.0,7.0,color,stay,,251844,stim,6.0,poldrack-single-stim,s130
371,900.0,2136.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",550.0,orange,1000.0,7.0,magnitude,switch,,254884,stim,7.0,poldrack-single-stim,s130
374,900.0,2272.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",526.0,orange,1000.0,8.0,magnitude,stay,,258062,stim,8.0,poldrack-single-stim,s130
377,900.0,2272.0,True,89.0,High-Low,switch,test,twobytwo,,89.0,"89,71",737.0,#1F45FC,1000.0,4.0,magnitude,stay,,261239,stim,9.0,poldrack-single-stim,s130
380,900.0,2136.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",746.0,#1F45FC,1000.0,7.0,magnitude,stay,,264280,stim,10.0,poldrack-single-stim,s130
383,100.0,2408.0,False,71.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",960.0,#1F45FC,1000.0,3.0,color,switch,,266793,stim,11.0,poldrack-single-stim,s130
386,100.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",1049.0,orange,1000.0,3.0,magnitude,switch,,269034,stim,12.0,poldrack-single-stim,s130
389,100.0,2136.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",831.0,#1F45FC,1000.0,8.0,magnitude,stay,,271274,stim,13.0,poldrack-single-stim,s130
392,100.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",924.0,#1F45FC,1000.0,6.0,color,switch,,273378,stim,14.0,poldrack-single-stim,s130
395,900.0,2000.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",489.0,#1F45FC,1000.0,4.0,color,stay,,276284,stim,15.0,poldrack-single-stim,s130
398,100.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",940.0,orange,1000.0,3.0,magnitude,switch,,278390,stim,16.0,poldrack-single-stim,s130
401,900.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",1004.0,orange,1000.0,2.0,color,switch,,281295,stim,17.0,poldrack-single-stim,s130
404,100.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",862.0,orange,1000.0,4.0,magnitude,switch,,283398,stim,18.0,poldrack-single-stim,s130
407,900.0,2272.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",526.0,#1F45FC,1000.0,7.0,color,switch,,286575,stim,19.0,poldrack-single-stim,s130
410,100.0,2408.0,False,71.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",838.0,#1F45FC,1000.0,1.0,color,stay,,289088,stim,20.0,poldrack-single-stim,s130
413,100.0,2000.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",716.0,#1F45FC,1000.0,8.0,color,stay,,291192,stim,21.0,poldrack-single-stim,s130
416,100.0,2136.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",802.0,orange,1000.0,7.0,magnitude,switch,,293433,stim,22.0,poldrack-single-stim,s130
419,100.0,2000.0,True,71.0,High-Low,switch,test,twobytwo,,71.0,"89,71",976.0,#1F45FC,1000.0,6.0,magnitude,stay,,295538,stim,23.0,poldrack-single-stim,s130
422,900.0,2136.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",515.0,#1F45FC,1000.0,8.0,magnitude,stay,,298579,stim,24.0,poldrack-single-stim,s130
425,900.0,2544.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",614.0,#1F45FC,1000.0,6.0,magnitude,stay,,302029,stim,25.0,poldrack-single-stim,s130
428,900.0,2680.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",543.0,#1F45FC,1000.0,8.0,color,switch,,305614,stim,26.0,poldrack-single-stim,s130
431,900.0,3088.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",636.0,#1F45FC,1000.0,7.0,magnitude,switch,,309607,stim,27.0,poldrack-single-stim,s130
434,100.0,2136.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",765.0,orange,1000.0,1.0,magnitude,stay,,311849,stim,28.0,poldrack-single-stim,s130
437,100.0,2544.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",746.0,orange,1000.0,4.0,magnitude,stay,,314498,stim,29.0,poldrack-single-stim,s130
440,900.0,2000.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",662.0,#1F45FC,1000.0,7.0,color,switch,,317403,stim,30.0,poldrack-single-stim,s130
443,900.0,2136.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",678.0,#1F45FC,1000.0,9.0,color,stay,,320443,stim,31.0,poldrack-single-stim,s130
446,900.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",818.0,orange,1000.0,8.0,magnitude,switch,,323347,stim,32.0,poldrack-single-stim,s130
449,100.0,2408.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",927.0,orange,1000.0,1.0,color,switch,,325860,stim,33.0,poldrack-single-stim,s130
452,100.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",766.0,#1F45FC,1000.0,9.0,magnitude,switch,,327965,stim,34.0,poldrack-single-stim,s130
455,100.0,2000.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",920.0,orange,1000.0,4.0,magnitude,stay,,330070,stim,35.0,poldrack-single-stim,s130
458,100.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",1083.0,orange,1000.0,2.0,color,switch,,332174,stim,36.0,poldrack-single-stim,s130
461,900.0,2680.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",569.0,#1F45FC,1000.0,6.0,color,stay,,335760,stim,37.0,poldrack-single-stim,s130
464,100.0,2272.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",901.0,#1F45FC,1000.0,8.0,color,stay,,338137,stim,38.0,poldrack-single-stim,s130
467,900.0,2408.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",843.0,orange,1000.0,7.0,magnitude,switch,,341450,stim,39.0,poldrack-single-stim,s130
470,100.0,3224.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",855.0,#1F45FC,1000.0,8.0,color,switch,,344779,stim,40.0,poldrack-single-stim,s130
473,900.0,2408.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",705.0,orange,1000.0,7.0,magnitude,switch,,348092,stim,41.0,poldrack-single-stim,s130
476,100.0,2816.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",566.0,#1F45FC,1000.0,7.0,magnitude,stay,,351012,stim,42.0,poldrack-single-stim,s130
479,900.0,2408.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",611.0,orange,1000.0,6.0,color,switch,,354327,stim,43.0,poldrack-single-stim,s130
482,900.0,2136.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",472.0,orange,1000.0,8.0,color,stay,,357367,stim,44.0,poldrack-single-stim,s130
485,100.0,2136.0,False,89.0,High-Low,,test,twobytwo,,71.0,"89,71",1012.0,orange,1000.0,1.0,magnitude,switch,,359607,stim,45.0,poldrack-single-stim,s130
488,100.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",1041.0,orange,1000.0,2.0,color,switch,,361711,stim,46.0,poldrack-single-stim,s130
491,900.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",674.0,orange,1000.0,6.0,magnitude,switch,,364615,stim,47.0,poldrack-single-stim,s130
494,900.0,2272.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",605.0,#1F45FC,1000.0,9.0,color,switch,,367793,stim,48.0,poldrack-single-stim,s130
497,900.0,2408.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",538.0,#1F45FC,1000.0,9.0,color,stay,,371106,stim,49.0,poldrack-single-stim,s130
500,900.0,2000.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",1164.0,#1F45FC,1000.0,8.0,color,stay,,374010,stim,50.0,poldrack-single-stim,s130
503,900.0,2136.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",606.0,#1F45FC,1000.0,7.0,magnitude,switch,,377053,stim,51.0,poldrack-single-stim,s130
506,100.0,2000.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",765.0,orange,1000.0,2.0,magnitude,stay,,379156,stim,52.0,poldrack-single-stim,s130
