,block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
7,2100.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",1422,500.0,,-150349,probe,0.0,poldrack-single-stim,s499
11,1500.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",956,500.0,,-145833,probe,1.0,poldrack-single-stim,s499
15,2300.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",753,500.0,,-140516,probe,2.0,poldrack-single-stim,s499
19,1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",554,500.0,,-136001,probe,3.0,poldrack-single-stim,s499
23,1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",688,500.0,,-131490,probe,4.0,poldrack-single-stim,s499
27,1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",518,500.0,,-126974,probe,5.0,poldrack-single-stim,s499
31,1700.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",717,500.0,,-122262,probe,6.0,poldrack-single-stim,s499
35,2500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",683,500.0,,-116748,probe,7.0,poldrack-single-stim,s499
39,1900.0,AY,0.0,71.0,practice,dot_pattern_expectancy,89.0,"89,71",742,500.0,,-111832,probe,8.0,poldrack-single-stim,s499
43,1500.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",867,500.0,,-107320,probe,9.0,poldrack-single-stim,s499
66,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",559,500.0,,7152,probe,0.0,poldrack-single-stim,s499
69,1500.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",959,500.0,,11161,probe,1.0,poldrack-single-stim,s499
72,2044.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",611,500.0,,15714,probe,2.0,poldrack-single-stim,s499
75,1772.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",1261,500.0,,19994,probe,3.0,poldrack-single-stim,s499
78,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",796,500.0,,24144,probe,4.0,poldrack-single-stim,s499
81,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",565,500.0,,28289,probe,5.0,poldrack-single-stim,s499
84,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",643,500.0,,32301,probe,6.0,poldrack-single-stim,s499
87,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",609,500.0,,36312,probe,7.0,poldrack-single-stim,s499
90,2044.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",727,500.0,,40865,probe,8.0,poldrack-single-stim,s499
93,2452.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",866,500.0,,45831,probe,9.0,poldrack-single-stim,s499
96,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",928,500.0,,50249,probe,10.0,poldrack-single-stim,s499
99,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",641,500.0,,54258,probe,11.0,poldrack-single-stim,s499
