block_duration,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_type,worker_id
1769.0,,practice,discount_fixed,89,,,"89,71",1769,,1769.0,,-39514,1000.0,stim,poldrack-single-stim,s553
4636.0,smaller_sooner,,discount_fixed,71,79.0,92.0,"89,71",2372,20.0,4000.0,,7644,0.0,,poldrack-single-stim,s553
4568.0,smaller_sooner,,discount_fixed,71,61.0,141.0,"89,71",1720,20.0,4000.0,,12215,0.0,,poldrack-single-stim,s553
4568.0,larger_later,,discount_fixed,89,43.0,38.0,"89,71",1634,20.0,4000.0,,16784,0.0,,poldrack-single-stim,s553
4908.0,smaller_sooner,,discount_fixed,71,66.0,145.0,"89,71",2769,20.0,4000.0,,21694,0.0,,poldrack-single-stim,s553
4840.0,larger_later,,discount_fixed,89,30.0,23.0,"89,71",2093,20.0,4000.0,,26537,0.0,,poldrack-single-stim,s553
5248.0,smaller_sooner,,discount_fixed,71,32.0,57.0,"89,71",1125,20.0,4000.0,,31787,0.0,,poldrack-single-stim,s553
4772.0,smaller_sooner,,discount_fixed,71,27.0,91.0,"89,71",1388,20.0,4000.0,,36561,0.0,,poldrack-single-stim,s553
5996.0,smaller_sooner,,discount_fixed,71,43.0,120.0,"89,71",2328,20.0,4000.0,,42560,0.0,,poldrack-single-stim,s553
5588.0,larger_later,,discount_fixed,89,75.0,60.0,"89,71",1876,20.0,4000.0,,48150,0.0,,poldrack-single-stim,s553
4568.0,smaller_sooner,,discount_fixed,71,34.0,176.0,"89,71",1307,20.0,4000.0,,52721,0.0,,poldrack-single-stim,s553
5112.0,smaller_sooner,,discount_fixed,71,24.0,38.0,"89,71",2213,20.0,4000.0,,57835,0.0,,poldrack-single-stim,s553
5656.0,larger_later,,discount_fixed,89,82.0,74.0,"89,71",1146,20.0,4000.0,,63494,0.0,,poldrack-single-stim,s553
4568.0,larger_later,,discount_fixed,89,58.0,53.0,"89,71",1780,20.0,4000.0,,68064,0.0,,poldrack-single-stim,s553
4772.0,larger_later,,discount_fixed,89,54.0,23.0,"89,71",1368,20.0,4000.0,,72838,0.0,,poldrack-single-stim,s553
5044.0,larger_later,,discount_fixed,89,41.0,55.0,"89,71",1953,20.0,4000.0,,77885,0.0,,poldrack-single-stim,s553
4840.0,smaller_sooner,,discount_fixed,71,77.0,142.0,"89,71",1461,20.0,4000.0,,82727,0.0,,poldrack-single-stim,s553
5180.0,smaller_sooner,,discount_fixed,71,25.0,108.0,"89,71",1054,20.0,4000.0,,87909,0.0,,poldrack-single-stim,s553
5044.0,smaller_sooner,,discount_fixed,71,33.0,163.0,"89,71",1034,20.0,4000.0,,92956,0.0,,poldrack-single-stim,s553
4976.0,larger_later,,discount_fixed,89,29.0,75.0,"89,71",1719,20.0,4000.0,,97933,0.0,,poldrack-single-stim,s553
4976.0,larger_later,,discount_fixed,89,45.0,157.0,"89,71",2216,20.0,4000.0,,102911,0.0,,poldrack-single-stim,s553
5316.0,smaller_sooner,,discount_fixed,71,31.0,74.0,"89,71",3443,20.0,4000.0,,108230,0.0,,poldrack-single-stim,s553
4500.0,larger_later,,discount_fixed,89,80.0,39.0,"89,71",1342,20.0,4000.0,,112732,0.0,,poldrack-single-stim,s553
