,block_duration,condition,correct,current_position,exp_stage,experiment_exp_id,goal_state,key_press,min_moves,num_moves_made,possible_responses,problem_id,problem_time,rt,start_state,stim_duration,text,time_elapsed,trial_id,trial_type,worker_id
4,6607.0,,,,,ward_and_allport,,32,,,32,,,6607,,6607.0,,-47526,instruction,poldrack-single-stim,s130
23,1500.0,,,,,ward_and_allport,,-1,,,none,,,-1,,1500.0,,2505,practice_start_block,poldrack-single-stim,s130
24,4689.0,UA_with_intermeidate,,"1,0,0,2,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,1.0,"89,71",0.0,,4689,"1,0,0,2,3,0,0,0,0",4689.0,,7696,to_hand,poldrack-single-stim,s130
25,4064.0,UA_with_intermeidate,,"1,0,0,2,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",0.0,,4064,"1,0,0,2,3,0,0,0,0",4064.0,,11761,to_board,poldrack-single-stim,s130
26,1518.0,UA_with_intermeidate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",0.0,,1518,"1,0,0,2,3,0,0,0,0",1518.0,,13282,to_hand,poldrack-single-stim,s130
27,1290.0,UA_with_intermeidate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",0.0,,1290,"1,0,0,2,3,0,0,0,0",1290.0,,14572,to_board,poldrack-single-stim,s130
28,1430.0,UA_with_intermeidate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",82,3.0,3.0,"89,82",0.0,,1430,"1,0,0,2,3,0,0,0,0",1430.0,,16003,to_hand,poldrack-single-stim,s130
29,1125.0,UA_with_intermeidate,,"1,2,3,0,0,0,0,0,0",practice,ward_and_allport,"1,2,3,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",0.0,,1125,"1,0,0,2,3,0,0,0,0",1125.0,,17130,to_board,poldrack-single-stim,s130
30,2500.0,,True,,practice,ward_and_allport,,-1,3.0,3.0,none,,17127.0,-1,,1000.0,,19633,feedback,poldrack-single-stim,s130
31,5824.0,UA_with_intermeidate,,"1,0,0,3,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,1.0,"89,71",1.0,,5824,"1,2,0,3,0,0,0,0,0",5824.0,,25459,to_hand,poldrack-single-stim,s130
32,1397.0,UA_with_intermeidate,,"1,0,0,3,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,1.0,"89,71,82",1.0,,1397,"1,2,0,3,0,0,0,0,0",1397.0,,26857,to_board,poldrack-single-stim,s130
33,3586.0,UA_with_intermeidate,,"1,0,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",71,3.0,2.0,"89,71,82",1.0,,3586,"1,2,0,3,0,0,0,0,0",3586.0,,30445,to_hand,poldrack-single-stim,s130
34,1020.0,UA_with_intermeidate,,"1,0,0,0,0,0,2,3,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,2.0,"89,71,82",1.0,,1020,"1,2,0,3,0,0,0,0,0",1020.0,,31467,to_board,poldrack-single-stim,s130
35,6373.0,UA_with_intermeidate,,"1,0,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,3.0,"89,82",1.0,,6373,"1,2,0,3,0,0,0,0,0",6373.0,,37841,to_hand,poldrack-single-stim,s130
36,507.0,UA_with_intermeidate,,"1,3,0,0,0,0,2,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",1.0,,507,"1,2,0,3,0,0,0,0,0",507.0,,38349,to_board,poldrack-single-stim,s130
37,3304.0,UA_with_intermeidate,,"1,3,0,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",82,3.0,4.0,"89,82",1.0,,3304,"1,2,0,3,0,0,0,0,0",3304.0,,41654,to_hand,poldrack-single-stim,s130
38,771.0,UA_with_intermeidate,,"1,3,2,0,0,0,0,0,0",practice,ward_and_allport,"1,3,2,0,0,0,0,0,0",89,3.0,4.0,"89,71,82",1.0,,771,"1,2,0,3,0,0,0,0,0",771.0,,42426,to_board,poldrack-single-stim,s130
39,2100.0,,True,,practice,ward_and_allport,,-1,3.0,4.0,none,,24896.0,-1,,1000.0,,44529,feedback,poldrack-single-stim,s130
40,3731.0,UA_without_intermeidate,,"0,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",82,3.0,1.0,"71,82",2.0,,3731,"0,0,0,1,2,0,3,0,0",3731.0,,48262,to_hand,poldrack-single-stim,s130
41,507.0,UA_without_intermeidate,,"3,0,0,1,2,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,1.0,"89,71,82",2.0,,507,"0,0,0,1,2,0,3,0,0",507.0,,48770,to_board,poldrack-single-stim,s130
42,3194.0,UA_without_intermeidate,,"3,0,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,2.0,"89,71",2.0,,3194,"0,0,0,1,2,0,3,0,0",3194.0,,51968,to_hand,poldrack-single-stim,s130
43,914.0,UA_without_intermeidate,,"3,2,0,1,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",2.0,,914,"0,0,0,1,2,0,3,0,0",914.0,,52884,to_board,poldrack-single-stim,s130
44,1473.0,UA_without_intermeidate,,"3,2,0,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",71,3.0,3.0,"89,71",2.0,,1473,"0,0,0,1,2,0,3,0,0",1473.0,,54361,to_hand,poldrack-single-stim,s130
45,640.0,UA_without_intermeidate,,"3,2,1,0,0,0,0,0,0",practice,ward_and_allport,"3,2,1,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",2.0,,640,"0,0,0,1,2,0,3,0,0",640.0,,55003,to_board,poldrack-single-stim,s130
46,2200.0,,True,,practice,ward_and_allport,,-1,3.0,3.0,none,,12677.0,-1,,1000.0,,57206,feedback,poldrack-single-stim,s130
47,3530.0,UA_without_intermeidate,,"0,0,0,1,0,0,3,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",71,3.0,1.0,"71,82",3.0,,3530,"0,0,0,1,2,0,3,0,0",3530.0,,60738,to_hand,poldrack-single-stim,s130
48,476.0,UA_without_intermeidate,,"2,0,0,1,0,0,3,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",89,3.0,1.0,"89,71,82",3.0,,476,"0,0,0,1,2,0,3,0,0",476.0,,61216,to_board,poldrack-single-stim,s130
49,1610.0,UA_without_intermeidate,,"2,0,0,1,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",82,3.0,2.0,"89,71,82",3.0,,1610,"0,0,0,1,2,0,3,0,0",1610.0,,62829,to_hand,poldrack-single-stim,s130
50,533.0,UA_without_intermeidate,,"2,3,0,1,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",89,3.0,2.0,"89,71,82",3.0,,533,"0,0,0,1,2,0,3,0,0",533.0,,63363,to_board,poldrack-single-stim,s130
51,1372.0,UA_without_intermeidate,,"2,3,0,0,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",71,3.0,3.0,"89,71",3.0,,1372,"0,0,0,1,2,0,3,0,0",1372.0,,64739,to_hand,poldrack-single-stim,s130
52,500.0,UA_without_intermeidate,,"2,3,1,0,0,0,0,0,0",practice,ward_and_allport,"2,3,1,0,0,0,0,0,0",89,3.0,3.0,"89,71,82",3.0,,500,"0,0,0,1,2,0,3,0,0",500.0,,65240,to_board,poldrack-single-stim,s130
53,2000.0,,True,,practice,ward_and_allport,,-1,3.0,3.0,none,,10037.0,-1,,1000.0,,67243,feedback,poldrack-single-stim,s130
54,1500.0,,,,,ward_and_allport,,-1,,,none,,,-1,,1500.0,,68746,test_start_block,poldrack-single-stim,s130
55,5732.0,PA_with_intermediate,,"1,2,0,0,0,0,0,0,0",practice,ward_and_allport,"1,0,0,2,3,0,0,0,0",89,3.0,1.0,89,0.0,,5732,"1,2,3,0,0,0,0,0,0",5732.0,,74982,to_hand,poldrack-single-stim,s130
56,1313.0,PA_with_intermediate,,"1,2,0,0,0,0,3,0,0",practice,ward_and_allport,"1,0,0,2,3,0,0,0,0",82,3.0,1.0,"89,71,82",0.0,,1313,"1,2,3,0,0,0,0,0,0",1313.0,,76296,to_board,poldrack-single-stim,s130
57,1090.0,PA_with_intermediate,,"1,0,0,0,0,0,3,0,0",practice,ward_and_allport,"1,0,0,2,3,0,0,0,0",89,3.0,2.0,"89,82",0.0,,1090,"1,2,3,0,0,0,0,0,0",1090.0,,77389,to_hand,poldrack-single-stim,s130
