,block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
281,2452.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",362,500.0,,328963,probe,31.0,poldrack-single-stim,s192
284,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",378,500.0,,333111,probe,32.0,poldrack-single-stim,s192
287,1500.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",358,500.0,,337122,probe,33.0,poldrack-single-stim,s192
290,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",627,500.0,,341271,probe,34.0,poldrack-single-stim,s192
293,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",462,500.0,,345416,probe,35.0,poldrack-single-stim,s192
296,2180.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",666,500.0,,350107,probe,36.0,poldrack-single-stim,s192
299,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",331,500.0,,354122,probe,37.0,poldrack-single-stim,s192
302,1636.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",546,500.0,,358269,probe,38.0,poldrack-single-stim,s192
305,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",491,500.0,,362413,probe,39.0,poldrack-single-stim,s192
306,7500.0,,,,,dot_pattern_expectancy,-1.0,none,-1,7500.0,,369917,rest_block,,poldrack-single-stim,s192
310,2180.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",325,500.0,,377616,probe,0.0,poldrack-single-stim,s192
313,2316.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",439,500.0,,382441,probe,1.0,poldrack-single-stim,s192
316,1636.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",477,500.0,,386585,probe,2.0,poldrack-single-stim,s192
319,1908.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",520,500.0,,391006,probe,3.0,poldrack-single-stim,s192
322,3540.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",343,500.0,,397054,probe,4.0,poldrack-single-stim,s192
325,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",420,500.0,,401199,probe,5.0,poldrack-single-stim,s192
328,1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",368,500.0,,405209,probe,6.0,poldrack-single-stim,s192
331,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",547,500.0,,409220,probe,7.0,poldrack-single-stim,s192
334,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",699,500.0,,413503,probe,8.0,poldrack-single-stim,s192
337,2452.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",294,500.0,,418463,probe,9.0,poldrack-single-stim,s192
340,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",481,500.0,,422884,probe,10.0,poldrack-single-stim,s192
343,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",455,500.0,,427034,probe,11.0,poldrack-single-stim,s192
346,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",604,500.0,,431047,probe,12.0,poldrack-single-stim,s192
349,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",554,500.0,,435189,probe,13.0,poldrack-single-stim,s192
352,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",585,500.0,,439333,probe,14.0,poldrack-single-stim,s192
355,2452.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",374,500.0,,444293,probe,15.0,poldrack-single-stim,s192
358,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",383,500.0,,448306,probe,16.0,poldrack-single-stim,s192
361,1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",411,500.0,,452320,probe,17.0,poldrack-single-stim,s192
364,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",608,500.0,,456464,probe,18.0,poldrack-single-stim,s192
367,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",304,500.0,,460610,probe,19.0,poldrack-single-stim,s192
370,1636.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",988,500.0,,464761,probe,20.0,poldrack-single-stim,s192
373,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",565,500.0,,468776,probe,21.0,poldrack-single-stim,s192
376,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",352,500.0,,472784,probe,22.0,poldrack-single-stim,s192
379,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",349,500.0,,477067,probe,23.0,poldrack-single-stim,s192
382,2180.0,AX,0.0,89.0,test,dot_pattern_expectancy,71.0,"89,71",609,500.0,,481755,probe,24.0,poldrack-single-stim,s192
385,1772.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",331,500.0,,486038,probe,25.0,poldrack-single-stim,s192
388,1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",406,500.0,,490044,probe,26.0,poldrack-single-stim,s192
391,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",316,500.0,,494057,probe,27.0,poldrack-single-stim,s192
394,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",298,500.0,,498205,probe,28.0,poldrack-single-stim,s192
397,2180.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",447,500.0,,502897,probe,29.0,poldrack-single-stim,s192
400,2316.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",500,500.0,,507724,probe,30.0,poldrack-single-stim,s192
403,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",413,500.0,,511870,probe,31.0,poldrack-single-stim,s192
406,2180.0,BX,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",567,500.0,,516562,probe,32.0,poldrack-single-stim,s192
409,2044.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",524,500.0,,521117,probe,33.0,poldrack-single-stim,s192
412,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",658,500.0,,525394,probe,34.0,poldrack-single-stim,s192
415,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",547,500.0,,529399,probe,35.0,poldrack-single-stim,s192
418,2180.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",415,500.0,,534088,probe,36.0,poldrack-single-stim,s192
421,2452.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",560,500.0,,539048,probe,37.0,poldrack-single-stim,s192
424,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",870,500.0,,543192,probe,38.0,poldrack-single-stim,s192
427,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",702,500.0,,547612,probe,39.0,poldrack-single-stim,s192
428,7500.0,,,,,dot_pattern_expectancy,-1.0,none,-1,7500.0,,555118,rest_block,,poldrack-single-stim,s192
432,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",842,500.0,,562414,probe,0.0,poldrack-single-stim,s192
435,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",390,500.0,,566425,probe,1.0,poldrack-single-stim,s192
438,2452.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",653,500.0,,571385,probe,2.0,poldrack-single-stim,s192
441,1772.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",512,500.0,,575667,probe,3.0,poldrack-single-stim,s192
444,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",663,500.0,,580084,probe,4.0,poldrack-single-stim,s192
447,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",543,500.0,,584503,probe,5.0,poldrack-single-stim,s192
450,2588.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",437,500.0,,589604,probe,6.0,poldrack-single-stim,s192
453,1500.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",443,500.0,,593614,probe,7.0,poldrack-single-stim,s192
456,1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",317,500.0,,597625,probe,8.0,poldrack-single-stim,s192
459,1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",592,500.0,,601639,probe,9.0,poldrack-single-stim,s192
462,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",357,500.0,,605786,probe,10.0,poldrack-single-stim,s192
465,2044.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",678,500.0,,610341,probe,11.0,poldrack-single-stim,s192
468,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",329,500.0,,614623,probe,12.0,poldrack-single-stim,s192
471,2588.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",525,500.0,,619722,probe,13.0,poldrack-single-stim,s192
474,1500.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",648,500.0,,623735,probe,14.0,poldrack-single-stim,s192
477,2452.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",325,500.0,,628698,probe,15.0,poldrack-single-stim,s192
480,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",498,500.0,,632842,probe,16.0,poldrack-single-stim,s192
483,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",431,500.0,,636988,probe,17.0,poldrack-single-stim,s192
486,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",448,500.0,,641003,probe,18.0,poldrack-single-stim,s192
489,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",374,500.0,,645147,probe,19.0,poldrack-single-stim,s192
492,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",504,500.0,,649158,probe,20.0,poldrack-single-stim,s192
495,2180.0,AY,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,500.0,,653846,probe,21.0,poldrack-single-stim,s192
498,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",459,500.0,,657857,probe,22.0,poldrack-single-stim,s192
501,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",476,500.0,,662273,probe,23.0,poldrack-single-stim,s192
504,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",288,500.0,,666417,probe,24.0,poldrack-single-stim,s192
507,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",320,500.0,,670561,probe,25.0,poldrack-single-stim,s192
510,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",410,500.0,,674702,probe,26.0,poldrack-single-stim,s192
513,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",421,500.0,,678716,probe,27.0,poldrack-single-stim,s192
516,2044.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",468,500.0,,683270,probe,28.0,poldrack-single-stim,s192
519,2180.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",444,500.0,,687959,probe,29.0,poldrack-single-stim,s192
522,1636.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",651,500.0,,692103,probe,30.0,poldrack-single-stim,s192
525,1772.0,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",521,500.0,,696386,probe,31.0,poldrack-single-stim,s192
528,1500.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",317,500.0,,700395,probe,32.0,poldrack-single-stim,s192
531,1908.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",400,500.0,,704813,probe,33.0,poldrack-single-stim,s192
534,2044.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",286,500.0,,709373,probe,34.0,poldrack-single-stim,s192
537,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",424,500.0,,713517,probe,35.0,poldrack-single-stim,s192
540,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",416,500.0,,717800,probe,36.0,poldrack-single-stim,s192
543,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",320,500.0,,721946,probe,37.0,poldrack-single-stim,s192
546,1772.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",359,500.0,,726232,probe,38.0,poldrack-single-stim,s192
549,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",515,500.0,,730243,probe,39.0,poldrack-single-stim,s192
