,block_duration,correct,correct_response,cue,exp_stage,experiment_exp_id,feedback_duration,flanker_location,flanker_middle_direction,flanker_type,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
6,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",1444,1700.0,,-86367,stim,,poldrack-categorize,s358
9,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",636,1700.0,,-82657,stim,,poldrack-categorize,s358
12,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",669,1700.0,,-78949,stim,,poldrack-categorize,s358
15,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",662,1700.0,,-75239,stim,,poldrack-categorize,s358
18,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,up,right,congruent,71,"89,71",500,1700.0,,-71530,stim,,poldrack-categorize,s358
21,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",652,1700.0,,-67821,stim,,poldrack-categorize,s358
24,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",641,1700.0,,-64113,stim,,poldrack-categorize,s358
27,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",664,1700.0,,-60404,stim,,poldrack-categorize,s358
30,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,down,right,incongruent,71,"89,71",583,1700.0,,-56695,stim,,poldrack-categorize,s358
33,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",523,1700.0,,-52984,stim,,poldrack-categorize,s358
36,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",638,1700.0,,-49275,stim,,poldrack-categorize,s358
39,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",700,1700.0,,-45566,stim,,poldrack-categorize,s358
61,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",788,1700.0,,5612,stim,0.0,poldrack-single-stim,s358
64,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",593,1700.0,,8219,stim,1.0,poldrack-single-stim,s358
67,2100.136,1.0,71.0,spatial,test,attention_network_task,,up,right,congruent,71,"89,71",480,1700.0,,10825,stim,2.0,poldrack-single-stim,s358
70,2100.272,1.0,71.0,spatial,test,attention_network_task,,up,right,congruent,71,"89,71",428,1700.0,,13432,stim,3.0,poldrack-single-stim,s358
73,2100.408,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",721,1700.0,,16039,stim,4.0,poldrack-single-stim,s358
76,2100.0,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",544,1700.0,,18644,stim,5.0,poldrack-single-stim,s358
79,2100.136,1.0,89.0,double,test,attention_network_task,,down,left,congruent,89,"89,71",521,1700.0,,21249,stim,6.0,poldrack-single-stim,s358
82,2100.136,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",519,1700.0,,23856,stim,7.0,poldrack-single-stim,s358
85,2100.0,1.0,89.0,double,test,attention_network_task,,down,left,congruent,89,"89,71",563,1700.0,,26463,stim,8.0,poldrack-single-stim,s358
88,2100.408,1.0,89.0,double,test,attention_network_task,,up,left,incongruent,89,"89,71",644,1700.0,,29069,stim,9.0,poldrack-single-stim,s358
91,2100.544,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",498,1700.0,,31677,stim,10.0,poldrack-single-stim,s358
94,2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",601,1700.0,,34283,stim,11.0,poldrack-single-stim,s358
97,2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",494,1700.0,,36890,stim,12.0,poldrack-single-stim,s358
100,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,incongruent,89,"89,71",588,1700.0,,39497,stim,13.0,poldrack-single-stim,s358
103,2100.0,1.0,71.0,double,test,attention_network_task,,down,right,congruent,71,"89,71",521,1700.0,,42103,stim,14.0,poldrack-single-stim,s358
106,2100.136,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",512,1700.0,,44709,stim,15.0,poldrack-single-stim,s358
109,2100.0,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",575,1700.0,,47314,stim,16.0,poldrack-single-stim,s358
112,2100.136,1.0,71.0,double,test,attention_network_task,,up,right,congruent,71,"89,71",564,1700.0,,49921,stim,17.0,poldrack-single-stim,s358
115,2100.0,1.0,89.0,double,test,attention_network_task,,down,left,congruent,89,"89,71",519,1700.0,,52528,stim,18.0,poldrack-single-stim,s358
118,2100.408,1.0,71.0,spatial,test,attention_network_task,,up,right,congruent,71,"89,71",568,1700.0,,55135,stim,19.0,poldrack-single-stim,s358
121,2100.0,1.0,71.0,spatial,test,attention_network_task,,up,right,incongruent,71,"89,71",1059,1700.0,,57741,stim,20.0,poldrack-single-stim,s358
124,2100.8160000000003,1.0,89.0,double,test,attention_network_task,,down,left,incongruent,89,"89,71",592,1700.0,,60347,stim,21.0,poldrack-single-stim,s358
127,2100.68,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",586,1700.0,,62952,stim,22.0,poldrack-single-stim,s358
130,2100.0,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",600,1700.0,,65558,stim,23.0,poldrack-single-stim,s358
133,2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",566,1700.0,,68166,stim,24.0,poldrack-single-stim,s358
