block_duration,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,stim_duration,text,time_elapsed,timing_post_trial,trial_id,trial_type,worker_id
1206.0,,practice,discount_fixed,89,,,"89,71",1206,,1206.0,,-52104,1000.0,stim,poldrack-single-stim,s251
4568.0,larger_later,,discount_fixed,89,74.0,121.0,"89,71",788,20.0,4000.0,,7577,0.0,,poldrack-single-stim,s251
4772.0,smaller_sooner,,discount_fixed,71,45.0,107.0,"89,71",1655,20.0,4000.0,,12351,0.0,,poldrack-single-stim,s251
4636.0,larger_later,,discount_fixed,89,77.0,24.0,"89,71",1048,20.0,4000.0,,16990,0.0,,poldrack-single-stim,s251
4568.0,smaller_sooner,,discount_fixed,71,39.0,161.0,"89,71",1445,20.0,4000.0,,21560,0.0,,poldrack-single-stim,s251
5452.0,larger_later,,discount_fixed,89,62.0,180.0,"89,71",1965,20.0,4000.0,,27014,0.0,,poldrack-single-stim,s251
5384.0,smaller_sooner,,discount_fixed,71,24.0,139.0,"89,71",1371,20.0,4000.0,,32400,0.0,,poldrack-single-stim,s251
4568.0,larger_later,,discount_fixed,89,58.0,72.0,"89,71",1801,20.0,4000.0,,36971,0.0,,poldrack-single-stim,s251
6268.0,larger_later,,discount_fixed,89,56.0,93.0,"89,71",1739,20.0,4000.0,,43242,0.0,,poldrack-single-stim,s251
5520.0,larger_later,,discount_fixed,89,45.0,26.0,"89,71",1786,20.0,4000.0,,48763,0.0,,poldrack-single-stim,s251
4568.0,smaller_sooner,,discount_fixed,71,23.0,42.0,"89,71",1672,20.0,4000.0,,53333,0.0,,poldrack-single-stim,s251
4636.0,larger_later,,discount_fixed,89,50.0,41.0,"89,71",1533,20.0,4000.0,,57971,0.0,,poldrack-single-stim,s251
4636.0,smaller_sooner,,discount_fixed,71,25.0,176.0,"89,71",1508,20.0,4000.0,,62610,0.0,,poldrack-single-stim,s251
5112.0,larger_later,,discount_fixed,89,54.0,22.0,"89,71",1248,20.0,4000.0,,67724,0.0,,poldrack-single-stim,s251
5316.0,smaller_sooner,,discount_fixed,71,29.0,44.0,"89,71",1537,20.0,4000.0,,73042,0.0,,poldrack-single-stim,s251
4568.0,larger_later,,discount_fixed,89,24.0,89.0,"89,71",1274,20.0,4000.0,,77612,0.0,,poldrack-single-stim,s251
4568.0,smaller_sooner,,discount_fixed,71,23.0,77.0,"89,71",1592,20.0,4000.0,,82182,0.0,,poldrack-single-stim,s251
4568.0,smaller_sooner,,discount_fixed,71,27.0,130.0,"89,71",1105,20.0,4000.0,,86752,0.0,,poldrack-single-stim,s251
4840.0,smaller_sooner,,discount_fixed,71,23.0,134.0,"89,71",1474,20.0,4000.0,,91594,0.0,,poldrack-single-stim,s251
4500.0,larger_later,,discount_fixed,89,55.0,107.0,"89,71",2073,20.0,4000.0,,96097,0.0,,poldrack-single-stim,s251
5656.0,smaller_sooner,,discount_fixed,71,44.0,143.0,"89,71",1569,20.0,4000.0,,101755,0.0,,poldrack-single-stim,s251
4908.0,smaller_sooner,,discount_fixed,71,23.0,110.0,"89,71",1242,20.0,4000.0,,106664,0.0,,poldrack-single-stim,s251
4636.0,larger_later,,discount_fixed,89,65.0,156.0,"89,71",2238,20.0,4000.0,,111303,0.0,,poldrack-single-stim,s251
