,block_duration,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,stim_duration,text,time_elapsed,trial_id,trial_type,worker_id
4,1631.0,,practice,discount_fixed,71,,,"89,71",1631,,1631.0,,-37747,stim,poldrack-single-stim,s192
24,5316.0,smaller_sooner,,discount_fixed,71,31.0,76.0,"89,71",1596,20.0,4000.0,,8333,,poldrack-single-stim,s192
25,4568.0,larger_later,,discount_fixed,89,43.0,19.0,"89,71",913,20.0,4000.0,,12906,,poldrack-single-stim,s192
26,4636.0,smaller_sooner,,discount_fixed,71,60.0,124.0,"89,71",1939,20.0,4000.0,,17546,,poldrack-single-stim,s192
27,4908.0,smaller_sooner,,discount_fixed,71,27.0,142.0,"89,71",1338,20.0,4000.0,,22458,,poldrack-single-stim,s192
28,4500.0,smaller_sooner,,discount_fixed,71,25.0,70.0,"89,71",1416,20.0,4000.0,,26959,,poldrack-single-stim,s192
29,4976.0,larger_later,,discount_fixed,89,44.0,92.0,"89,71",726,20.0,4000.0,,31941,,poldrack-single-stim,s192
30,4908.0,larger_later,,discount_fixed,89,41.0,27.0,"89,71",981,20.0,4000.0,,36853,,poldrack-single-stim,s192
31,4568.0,larger_later,,discount_fixed,89,64.0,89.0,"89,71",765,20.0,4000.0,,41424,,poldrack-single-stim,s192
32,4500.0,larger_later,,discount_fixed,89,78.0,108.0,"89,71",929,20.0,4000.0,,45929,,poldrack-single-stim,s192
33,6200.0,larger_later,,discount_fixed,89,80.0,145.0,"89,71",1329,20.0,4000.0,,52133,,poldrack-single-stim,s192
34,4704.0,smaller_sooner,,discount_fixed,71,41.0,174.0,"89,71",1279,20.0,4000.0,,56843,,poldrack-single-stim,s192
35,5044.0,smaller_sooner,,discount_fixed,71,42.0,145.0,"89,71",824,20.0,4000.0,,61888,,poldrack-single-stim,s192
36,5044.0,smaller_sooner,,discount_fixed,71,36.0,114.0,"89,71",1017,20.0,4000.0,,66934,,poldrack-single-stim,s192
37,5180.0,larger_later,,discount_fixed,89,58.0,55.0,"89,71",1036,20.0,4000.0,,72118,,poldrack-single-stim,s192
38,4976.0,larger_later,,discount_fixed,89,81.0,58.0,"89,71",1142,20.0,4000.0,,77099,,poldrack-single-stim,s192
39,4772.0,smaller_sooner,,discount_fixed,71,32.0,111.0,"89,71",1730,20.0,4000.0,,81873,,poldrack-single-stim,s192
40,4772.0,smaller_sooner,,discount_fixed,71,25.0,141.0,"89,71",1375,20.0,4000.0,,86646,,poldrack-single-stim,s192
41,5180.0,larger_later,,discount_fixed,89,67.0,23.0,"89,71",834,20.0,4000.0,,91830,,poldrack-single-stim,s192
42,5180.0,larger_later,,discount_fixed,89,77.0,161.0,"89,71",1585,20.0,4000.0,,97015,,poldrack-single-stim,s192
43,5248.0,larger_later,,discount_fixed,89,55.0,163.0,"89,71",1508,20.0,4000.0,,102268,,poldrack-single-stim,s192
44,4568.0,smaller_sooner,,discount_fixed,71,40.0,159.0,"89,71",1894,20.0,4000.0,,106839,,poldrack-single-stim,s192
45,4500.0,larger_later,,discount_fixed,89,76.0,161.0,"89,71",1496,20.0,4000.0,,111340,,poldrack-single-stim,s192
46,4908.0,smaller_sooner,,discount_fixed,71,48.0,128.0,"89,71",932,20.0,4000.0,,116252,,poldrack-single-stim,s192
47,4568.0,larger_later,,discount_fixed,89,39.0,95.0,"89,71",1591,20.0,4000.0,,120823,,poldrack-single-stim,s192
48,6200.0,larger_later,,discount_fixed,89,83.0,105.0,"89,71",940,20.0,4000.0,,127026,,poldrack-single-stim,s192
49,4908.0,larger_later,,discount_fixed,89,67.0,41.0,"89,71",1067,20.0,4000.0,,131938,,poldrack-single-stim,s192
50,5248.0,larger_later,,discount_fixed,89,56.0,172.0,"89,71",1062,20.0,4000.0,,137188,,poldrack-single-stim,s192
51,5044.0,smaller_sooner,,discount_fixed,71,28.0,123.0,"89,71",1357,20.0,4000.0,,142237,,poldrack-single-stim,s192
52,4636.0,larger_later,,discount_fixed,89,50.0,129.0,"89,71",539,20.0,4000.0,,146877,,poldrack-single-stim,s192
53,4704.0,larger_later,,discount_fixed,89,23.0,61.0,"89,71",789,20.0,4000.0,,151587,,poldrack-single-stim,s192
54,4636.0,larger_later,,discount_fixed,89,79.0,92.0,"89,71",700,20.0,4000.0,,156227,,poldrack-single-stim,s192
