,block_duration,correct,correct_response,cue,exp_stage,experiment_exp_id,feedback_duration,flanker_location,flanker_middle_direction,flanker_type,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
6,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",982,1700.0,,-80043,stim,,poldrack-categorize,s445
9,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,up,right,incongruent,71,"89,71",617,1700.0,,-76333,stim,,poldrack-categorize,s445
12,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,congruent,89,"89,71",1011,1700.0,,-72624,stim,,poldrack-categorize,s445
15,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,up,right,congruent,71,"89,71",696,1700.0,,-68917,stim,,poldrack-categorize,s445
18,1700.0,1.0,71.0,spatial,practice,attention_network_task,1000.0,up,right,congruent,71,"89,71",1312,1700.0,,-65208,stim,,poldrack-categorize,s445
21,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,congruent,71,"89,71",1438,1700.0,,-61499,stim,,poldrack-categorize,s445
24,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",673,1700.0,,-57792,stim,,poldrack-categorize,s445
27,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,incongruent,89,"89,71",812,1700.0,,-54083,stim,,poldrack-categorize,s445
30,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",713,1700.0,,-50375,stim,,poldrack-categorize,s445
33,1700.0,1.0,89.0,spatial,practice,attention_network_task,1000.0,down,left,incongruent,89,"89,71",890,1700.0,,-46664,stim,,poldrack-categorize,s445
36,1700.0,1.0,89.0,double,practice,attention_network_task,1000.0,up,left,congruent,89,"89,71",698,1700.0,,-42955,stim,,poldrack-categorize,s445
39,1700.0,1.0,71.0,double,practice,attention_network_task,1000.0,down,right,incongruent,71,"89,71",643,1700.0,,-39245,stim,,poldrack-categorize,s445
61,2100.0,1.0,71.0,spatial,test,attention_network_task,,up,right,congruent,71,"89,71",729,1700.0,,5611,stim,0.0,poldrack-single-stim,s445
64,2100.272,1.0,89.0,double,test,attention_network_task,,down,left,incongruent,89,"89,71",633,1700.0,,8219,stim,1.0,poldrack-single-stim,s445
67,2100.0,1.0,89.0,spatial,test,attention_network_task,,up,left,congruent,89,"89,71",562,1700.0,,10824,stim,2.0,poldrack-single-stim,s445
70,2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,congruent,71,"89,71",511,1700.0,,13432,stim,3.0,poldrack-single-stim,s445
73,2100.408,1.0,89.0,double,test,attention_network_task,,up,left,incongruent,89,"89,71",559,1700.0,,16038,stim,4.0,poldrack-single-stim,s445
76,2100.544,1.0,89.0,double,test,attention_network_task,,up,left,congruent,89,"89,71",665,1700.0,,18646,stim,5.0,poldrack-single-stim,s445
79,2100.0,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",639,1700.0,,21251,stim,6.0,poldrack-single-stim,s445
82,2100.136,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",607,1700.0,,23857,stim,7.0,poldrack-single-stim,s445
85,2100.136,1.0,71.0,double,test,attention_network_task,,down,right,incongruent,71,"89,71",570,1700.0,,26465,stim,8.0,poldrack-single-stim,s445
88,2100.136,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",560,1700.0,,29075,stim,9.0,poldrack-single-stim,s445
91,2100.136,1.0,89.0,double,test,attention_network_task,,down,left,congruent,89,"89,71",473,1700.0,,31681,stim,10.0,poldrack-single-stim,s445
94,2100.272,1.0,89.0,spatial,test,attention_network_task,,down,left,incongruent,89,"89,71",481,1700.0,,34288,stim,11.0,poldrack-single-stim,s445
97,2100.136,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",485,1700.0,,36894,stim,12.0,poldrack-single-stim,s445
100,2100.408,1.0,71.0,spatial,test,attention_network_task,,down,right,incongruent,71,"89,71",504,1700.0,,39502,stim,13.0,poldrack-single-stim,s445
103,2100.0,1.0,71.0,double,test,attention_network_task,,up,right,incongruent,71,"89,71",647,1700.0,,42109,stim,14.0,poldrack-single-stim,s445
106,2100.136,1.0,89.0,double,test,attention_network_task,,down,left,congruent,89,"89,71",542,1700.0,,44716,stim,15.0,poldrack-single-stim,s445
