CTI,block_duration,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,feedback_duration,key_press,possible_responses,rt,stim_color,stim_duration,stim_number,task,task_switch,text,time_elapsed,timing_post_trial,trial_id,trial_num,trial_type,worker_id
900.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",642.0,orange,1000.0,4.0,magnitude,switch,,-190074,0.0,stim,0.0,poldrack-categorize,s512
100.0,2000.0,True,89.0,Color,,practice,twobytwo,500.0,89.0,"89,71",654.0,#1F45FC,1000.0,7.0,color,switch,,-186457,0.0,stim,1.0,poldrack-categorize,s512
900.0,2000.0,True,89.0,Orange-Blue,switch,practice,twobytwo,500.0,89.0,"89,71",472.0,#1F45FC,1000.0,9.0,color,stay,,-182042,0.0,stim,2.0,poldrack-categorize,s512
100.0,2000.0,True,71.0,Magnitude,,practice,twobytwo,500.0,71.0,"89,71",520.0,orange,1000.0,2.0,magnitude,switch,,-178426,0.0,stim,3.0,poldrack-categorize,s512
100.0,2000.0,False,71.0,Orange-Blue,,practice,twobytwo,500.0,89.0,"89,71",486.0,orange,1000.0,3.0,color,switch,,-174813,0.0,stim,4.0,poldrack-categorize,s512
900.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",696.0,orange,1000.0,6.0,magnitude,switch,,-170400,0.0,stim,5.0,poldrack-categorize,s512
100.0,2000.0,False,89.0,Orange-Blue,,practice,twobytwo,500.0,-1.0,"89,71",-1.0,#1F45FC,1000.0,8.0,color,switch,,-166788,0.0,stim,6.0,poldrack-categorize,s512
100.0,2000.0,False,71.0,Color,switch,practice,twobytwo,500.0,-1.0,"89,71",-1.0,orange,1000.0,1.0,color,stay,,-163174,0.0,stim,7.0,poldrack-categorize,s512
100.0,2000.0,False,71.0,Orange-Blue,switch,practice,twobytwo,500.0,-1.0,"89,71",-1.0,orange,1000.0,7.0,color,stay,,-159557,0.0,stim,8.0,poldrack-categorize,s512
900.0,2000.0,False,89.0,Orange-Blue,stay,practice,twobytwo,500.0,-1.0,"89,71",-1.0,#1F45FC,1000.0,2.0,color,stay,,-155142,0.0,stim,9.0,poldrack-categorize,s512
900.0,2000.0,True,89.0,High-Low,,practice,twobytwo,500.0,89.0,"89,71",705.0,#1F45FC,1000.0,8.0,magnitude,switch,,-150728,0.0,stim,10.0,poldrack-categorize,s512
100.0,2000.0,False,89.0,High-Low,stay,practice,twobytwo,500.0,71.0,"89,71",571.0,orange,1000.0,6.0,magnitude,stay,,-147114,0.0,stim,11.0,poldrack-categorize,s512
900.0,2000.0,True,89.0,High-Low,stay,practice,twobytwo,500.0,89.0,"89,71",440.0,orange,1000.0,9.0,magnitude,stay,,-142697,0.0,stim,12.0,poldrack-categorize,s512
100.0,2000.0,True,89.0,High-Low,stay,practice,twobytwo,500.0,89.0,"89,71",513.0,#1F45FC,1000.0,9.0,magnitude,stay,,-139083,0.0,stim,13.0,poldrack-categorize,s512
900.0,2000.0,True,71.0,Color,,practice,twobytwo,500.0,71.0,"89,71",301.0,orange,1000.0,3.0,color,switch,,-134669,0.0,stim,14.0,poldrack-categorize,s512
900.0,2000.0,True,89.0,Orange-Blue,switch,practice,twobytwo,500.0,89.0,"89,71",414.0,#1F45FC,1000.0,1.0,color,stay,,-130254,0.0,stim,15.0,poldrack-categorize,s512
900.0,2000.0,True,71.0,Color,switch,practice,twobytwo,500.0,71.0,"89,71",570.0,orange,1000.0,4.0,color,stay,,-125833,0.0,stim,0.0,poldrack-categorize,s512
100.0,2000.0,True,89.0,Color,stay,practice,twobytwo,500.0,89.0,"89,71",613.0,#1F45FC,1000.0,7.0,color,stay,,-122217,0.0,stim,1.0,poldrack-categorize,s512
100.0,2000.0,True,89.0,Orange-Blue,switch,practice,twobytwo,500.0,89.0,"89,71",592.0,#1F45FC,1000.0,9.0,color,stay,,-118602,0.0,stim,2.0,poldrack-categorize,s512
900.0,2000.0,True,71.0,Orange-Blue,stay,practice,twobytwo,500.0,71.0,"89,71",312.0,orange,1000.0,2.0,color,stay,,-114188,0.0,stim,3.0,poldrack-categorize,s512
900.0,2000.0,False,71.0,High-Low,,practice,twobytwo,500.0,89.0,"89,71",577.0,orange,1000.0,3.0,magnitude,switch,,-109773,0.0,stim,4.0,poldrack-categorize,s512
100.0,2000.0,True,71.0,Color,,practice,twobytwo,500.0,71.0,"89,71",479.0,orange,1000.0,6.0,color,switch,,-106159,0.0,stim,5.0,poldrack-categorize,s512
900.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",405.0,#1F45FC,1000.0,8.0,magnitude,switch,,-101744,0.0,stim,6.0,poldrack-categorize,s512
100.0,2000.0,True,71.0,Orange-Blue,,practice,twobytwo,500.0,71.0,"89,71",547.0,orange,1000.0,1.0,color,switch,,-98131,0.0,stim,7.0,poldrack-categorize,s512
100.0,2000.0,True,71.0,Orange-Blue,stay,practice,twobytwo,500.0,71.0,"89,71",451.0,orange,1000.0,7.0,color,stay,,-94516,0.0,stim,8.0,poldrack-categorize,s512
100.0,2000.0,True,89.0,Color,switch,practice,twobytwo,500.0,89.0,"89,71",506.0,#1F45FC,1000.0,2.0,color,stay,,-90894,0.0,stim,9.0,poldrack-categorize,s512
900.0,2000.0,True,89.0,Color,stay,practice,twobytwo,500.0,89.0,"89,71",308.0,#1F45FC,1000.0,8.0,color,stay,,-86480,0.0,stim,10.0,poldrack-categorize,s512
900.0,2000.0,False,71.0,Orange-Blue,switch,practice,twobytwo,500.0,89.0,"89,71",464.0,orange,1000.0,6.0,color,stay,,-82066,0.0,stim,11.0,poldrack-categorize,s512
900.0,2000.0,True,89.0,Magnitude,,practice,twobytwo,500.0,89.0,"89,71",391.0,orange,1000.0,9.0,magnitude,switch,,-77652,0.0,stim,12.0,poldrack-categorize,s512
900.0,2000.0,False,89.0,Color,,practice,twobytwo,500.0,71.0,"89,71",365.0,#1F45FC,1000.0,9.0,color,switch,,-73237,0.0,stim,13.0,poldrack-categorize,s512
100.0,2000.0,True,71.0,High-Low,,practice,twobytwo,500.0,71.0,"89,71",608.0,orange,1000.0,3.0,magnitude,switch,,-69624,0.0,stim,14.0,poldrack-categorize,s512
100.0,2000.0,True,89.0,Color,,practice,twobytwo,500.0,89.0,"89,71",620.0,#1F45FC,1000.0,1.0,color,switch,,-66006,0.0,stim,15.0,poldrack-categorize,s512
900.0,3224.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",440.0,orange,1000.0,4.0,magnitude,stay,,7641,0.0,stim,0.0,poldrack-single-stim,s512
100.0,2408.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",649.0,#1F45FC,1000.0,7.0,color,switch,,10156,0.0,stim,1.0,poldrack-single-stim,s512
100.0,2816.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",438.0,#1F45FC,1000.0,9.0,magnitude,switch,,13078,0.0,stim,2.0,poldrack-single-stim,s512
100.0,2408.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",338.0,orange,1000.0,2.0,color,switch,,15591,0.0,stim,3.0,poldrack-single-stim,s512
100.0,2136.0,False,71.0,Magnitude,,test,twobytwo,,89.0,"89,71",303.0,orange,1000.0,3.0,magnitude,switch,,17834,0.0,stim,4.0,poldrack-single-stim,s512
100.0,2136.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",450.0,orange,1000.0,6.0,magnitude,stay,,20076,0.0,stim,5.0,poldrack-single-stim,s512
100.0,2000.0,True,89.0,High-Low,switch,test,twobytwo,,89.0,"89,71",546.0,#1F45FC,1000.0,8.0,magnitude,stay,,22182,0.0,stim,6.0,poldrack-single-stim,s512
900.0,2000.0,True,71.0,Magnitude,switch,test,twobytwo,,71.0,"89,71",414.0,orange,1000.0,1.0,magnitude,stay,,25091,0.0,stim,7.0,poldrack-single-stim,s512
900.0,2272.0,False,71.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",362.0,orange,1000.0,7.0,color,switch,,28269,0.0,stim,8.0,poldrack-single-stim,s512
900.0,2408.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",390.0,#1F45FC,1000.0,2.0,magnitude,switch,,31583,0.0,stim,9.0,poldrack-single-stim,s512
900.0,2000.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",391.0,#1F45FC,1000.0,8.0,color,switch,,34490,0.0,stim,10.0,poldrack-single-stim,s512
900.0,2136.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",286.0,orange,1000.0,6.0,color,stay,,37532,0.0,stim,11.0,poldrack-single-stim,s512
900.0,2000.0,True,89.0,Magnitude,,test,twobytwo,,89.0,"89,71",439.0,orange,1000.0,9.0,magnitude,switch,,40438,0.0,stim,12.0,poldrack-single-stim,s512
100.0,2408.0,False,89.0,Color,,test,twobytwo,,71.0,"89,71",469.0,#1F45FC,1000.0,9.0,color,switch,,42952,0.0,stim,13.0,poldrack-single-stim,s512
900.0,2272.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",444.0,orange,1000.0,3.0,color,stay,,46131,0.0,stim,14.0,poldrack-single-stim,s512
900.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",482.0,#1F45FC,1000.0,1.0,magnitude,switch,,49038,0.0,stim,15.0,poldrack-single-stim,s512
900.0,2272.0,False,89.0,High-Low,switch,test,twobytwo,,71.0,"89,71",505.0,#1F45FC,1000.0,9.0,magnitude,stay,,52216,0.0,stim,16.0,poldrack-single-stim,s512
100.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",512.0,orange,1000.0,8.0,color,switch,,54323,0.0,stim,17.0,poldrack-single-stim,s512
100.0,2000.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",565.0,#1F45FC,1000.0,3.0,magnitude,switch,,56430,0.0,stim,18.0,poldrack-single-stim,s512
900.0,2272.0,True,71.0,Magnitude,stay,test,twobytwo,,71.0,"89,71",398.0,#1F45FC,1000.0,2.0,magnitude,stay,,59608,0.0,stim,19.0,poldrack-single-stim,s512
100.0,2136.0,True,71.0,Color,,test,twobytwo,,71.0,"89,71",583.0,orange,1000.0,6.0,color,switch,,61851,0.0,stim,20.0,poldrack-single-stim,s512
100.0,2000.0,False,71.0,Magnitude,,test,twobytwo,,89.0,"89,71",496.0,#1F45FC,1000.0,1.0,magnitude,switch,,63957,0.0,stim,21.0,poldrack-single-stim,s512
900.0,2000.0,True,89.0,Magnitude,stay,test,twobytwo,,89.0,"89,71",482.0,#1F45FC,1000.0,7.0,magnitude,stay,,66864,0.0,stim,22.0,poldrack-single-stim,s512
100.0,2000.0,True,71.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",413.0,orange,1000.0,7.0,color,switch,,68970,0.0,stim,23.0,poldrack-single-stim,s512
900.0,2000.0,True,71.0,Color,switch,test,twobytwo,,71.0,"89,71",350.0,orange,1000.0,4.0,color,stay,,71877,0.0,stim,24.0,poldrack-single-stim,s512
900.0,2000.0,True,71.0,Color,stay,test,twobytwo,,71.0,"89,71",390.0,orange,1000.0,2.0,color,stay,,74783,0.0,stim,25.0,poldrack-single-stim,s512
100.0,2136.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",502.0,orange,1000.0,7.0,magnitude,switch,,77025,0.0,stim,26.0,poldrack-single-stim,s512
100.0,2000.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",498.0,#1F45FC,1000.0,7.0,magnitude,stay,,79131,0.0,stim,27.0,poldrack-single-stim,s512
900.0,2000.0,True,89.0,Color,,test,twobytwo,,89.0,"89,71",371.0,#1F45FC,1000.0,4.0,color,switch,,82038,0.0,stim,28.0,poldrack-single-stim,s512
900.0,2136.0,True,71.0,Orange-Blue,switch,test,twobytwo,,71.0,"89,71",376.0,orange,1000.0,8.0,color,stay,,85080,0.0,stim,29.0,poldrack-single-stim,s512
900.0,2000.0,True,89.0,Color,switch,test,twobytwo,,89.0,"89,71",463.0,#1F45FC,1000.0,9.0,color,stay,,87986,0.0,stim,30.0,poldrack-single-stim,s512
100.0,2136.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",482.0,orange,1000.0,3.0,magnitude,switch,,90229,0.0,stim,31.0,poldrack-single-stim,s512
900.0,2680.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",347.0,#1F45FC,1000.0,9.0,color,switch,,93816,0.0,stim,32.0,poldrack-single-stim,s512
100.0,2272.0,True,89.0,Orange-Blue,stay,test,twobytwo,,89.0,"89,71",588.0,#1F45FC,1000.0,3.0,color,stay,,96195,0.0,stim,33.0,poldrack-single-stim,s512
100.0,2136.0,True,71.0,Orange-Blue,stay,test,twobytwo,,71.0,"89,71",480.0,orange,1000.0,7.0,color,stay,,98438,0.0,stim,34.0,poldrack-single-stim,s512
900.0,2000.0,True,71.0,High-Low,,test,twobytwo,,71.0,"89,71",555.0,#1F45FC,1000.0,1.0,magnitude,switch,,101344,0.0,stim,35.0,poldrack-single-stim,s512
900.0,2136.0,True,89.0,Orange-Blue,,test,twobytwo,,89.0,"89,71",366.0,#1F45FC,1000.0,3.0,color,switch,,104387,0.0,stim,36.0,poldrack-single-stim,s512
900.0,2680.0,True,71.0,Magnitude,,test,twobytwo,,71.0,"89,71",491.0,#1F45FC,1000.0,1.0,magnitude,switch,,107973,0.0,stim,37.0,poldrack-single-stim,s512
100.0,2272.0,False,89.0,Orange-Blue,,test,twobytwo,,71.0,"89,71",620.0,#1F45FC,1000.0,6.0,color,switch,,110350,0.0,stim,38.0,poldrack-single-stim,s512
900.0,2000.0,False,71.0,Color,switch,test,twobytwo,,89.0,"89,71",490.0,orange,1000.0,6.0,color,stay,,113258,0.0,stim,39.0,poldrack-single-stim,s512
100.0,2000.0,True,89.0,High-Low,,test,twobytwo,,89.0,"89,71",602.0,#1F45FC,1000.0,7.0,magnitude,switch,,115365,0.0,stim,40.0,poldrack-single-stim,s512
900.0,2136.0,True,89.0,High-Low,stay,test,twobytwo,,89.0,"89,71",510.0,orange,1000.0,8.0,magnitude,stay,,118408,0.0,stim,41.0,poldrack-single-stim,s512
900.0,2000.0,False,71.0,High-Low,stay,test,twobytwo,,89.0,"89,71",370.0,orange,1000.0,2.0,magnitude,stay,,121315,0.0,stim,42.0,poldrack-single-stim,s512
900.0,2000.0,True,71.0,High-Low,stay,test,twobytwo,,71.0,"89,71",431.0,#1F45FC,1000.0,3.0,magnitude,stay,,124221,0.0,stim,43.0,poldrack-single-stim,s512
