,block_duration,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_duration,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
7,1500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",703,500.0,,-83076,probe,0.0,poldrack-single-stim,s556
11,1700.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",261,500.0,,-78361,probe,1.0,poldrack-single-stim,s556
15,1500.0,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",234,500.0,,-73844,probe,2.0,poldrack-single-stim,s556
19,1900.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",289,500.0,,-68931,probe,3.0,poldrack-single-stim,s556
23,1500.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",979,500.0,,-64412,probe,4.0,poldrack-single-stim,s556
27,2100.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",950,500.0,,-59299,probe,5.0,poldrack-single-stim,s556
31,2500.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",344,500.0,,-53785,probe,6.0,poldrack-single-stim,s556
35,2300.0,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",482,500.0,,-48467,probe,7.0,poldrack-single-stim,s556
39,1500.0,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",252,500.0,,-43953,probe,8.0,poldrack-single-stim,s556
43,1500.0,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",600,500.0,,-39435,probe,9.0,poldrack-single-stim,s556
66,1636.0,AY,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",380,500.0,,7151,probe,0.0,poldrack-single-stim,s556
69,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",489,500.0,,11295,probe,1.0,poldrack-single-stim,s556
72,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",469,500.0,,15300,probe,2.0,poldrack-single-stim,s556
75,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",634,500.0,,19311,probe,3.0,poldrack-single-stim,s556
78,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",652,500.0,,23728,probe,4.0,poldrack-single-stim,s556
81,1636.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",204,500.0,,27871,probe,5.0,poldrack-single-stim,s556
84,2044.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",400,500.0,,32426,probe,6.0,poldrack-single-stim,s556
87,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",668,500.0,,36709,probe,7.0,poldrack-single-stim,s556
90,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",549,500.0,,40715,probe,8.0,poldrack-single-stim,s556
93,2180.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",435,500.0,,45408,probe,9.0,poldrack-single-stim,s556
96,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",421,500.0,,49419,probe,10.0,poldrack-single-stim,s556
99,3676.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",235,500.0,,55606,probe,11.0,poldrack-single-stim,s556
102,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",347,500.0,,59750,probe,12.0,poldrack-single-stim,s556
105,1636.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",531,500.0,,63899,probe,13.0,poldrack-single-stim,s556
108,1500.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",279,500.0,,67910,probe,14.0,poldrack-single-stim,s556
111,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",380,500.0,,72330,probe,15.0,poldrack-single-stim,s556
114,1636.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",518,500.0,,76476,probe,16.0,poldrack-single-stim,s556
117,1500.0,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",627,500.0,,80487,probe,17.0,poldrack-single-stim,s556
120,1908.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",642,500.0,,84903,probe,18.0,poldrack-single-stim,s556
123,2180.0,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",398,500.0,,89596,probe,19.0,poldrack-single-stim,s556
126,1772.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",544,500.0,,93879,probe,20.0,poldrack-single-stim,s556
129,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",497,500.0,,97890,probe,21.0,poldrack-single-stim,s556
132,1500.0,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",509,500.0,,101903,probe,22.0,poldrack-single-stim,s556
