,block_duration,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,stim_duration,text,time_elapsed,trial_id,trial_type,worker_id
86,4568.0,larger_later,,discount_fixed,89,61.0,141.0,"89,71",1349,20.0,4000.0,,321808,,poldrack-single-stim,s519
87,4568.0,larger_later,,discount_fixed,89,43.0,38.0,"89,71",1042,20.0,4000.0,,326378,,poldrack-single-stim,s519
88,4908.0,larger_later,,discount_fixed,89,66.0,145.0,"89,71",685,20.0,4000.0,,331288,,poldrack-single-stim,s519
89,4840.0,larger_later,,discount_fixed,89,30.0,23.0,"89,71",706,20.0,4000.0,,336129,,poldrack-single-stim,s519
90,5248.0,larger_later,,discount_fixed,89,32.0,57.0,"89,71",653,20.0,4000.0,,341378,,poldrack-single-stim,s519
91,4772.0,larger_later,,discount_fixed,89,27.0,91.0,"89,71",952,20.0,4000.0,,346152,,poldrack-single-stim,s519
92,5996.0,larger_later,,discount_fixed,89,43.0,120.0,"89,71",823,20.0,4000.0,,352149,,poldrack-single-stim,s519
93,5588.0,larger_later,,discount_fixed,89,75.0,60.0,"89,71",684,20.0,4000.0,,357739,,poldrack-single-stim,s519
94,4568.0,larger_later,,discount_fixed,89,34.0,176.0,"89,71",901,20.0,4000.0,,362308,,poldrack-single-stim,s519
95,5112.0,larger_later,,discount_fixed,89,24.0,38.0,"89,71",1238,20.0,4000.0,,367421,,poldrack-single-stim,s519
96,5656.0,larger_later,,discount_fixed,89,82.0,74.0,"89,71",904,20.0,4000.0,,373078,,poldrack-single-stim,s519
97,4568.0,larger_later,,discount_fixed,89,58.0,53.0,"89,71",907,20.0,4000.0,,377647,,poldrack-single-stim,s519
98,4772.0,larger_later,,discount_fixed,89,54.0,23.0,"89,71",819,20.0,4000.0,,382420,,poldrack-single-stim,s519
99,5044.0,larger_later,,discount_fixed,89,41.0,55.0,"89,71",799,20.0,4000.0,,387466,,poldrack-single-stim,s519
100,4840.0,larger_later,,discount_fixed,89,77.0,142.0,"89,71",680,20.0,4000.0,,392307,,poldrack-single-stim,s519
101,5180.0,larger_later,,discount_fixed,89,25.0,108.0,"89,71",786,20.0,4000.0,,397489,,poldrack-single-stim,s519
102,5044.0,larger_later,,discount_fixed,89,33.0,163.0,"89,71",716,20.0,4000.0,,402534,,poldrack-single-stim,s519
103,4976.0,larger_later,,discount_fixed,89,29.0,75.0,"89,71",651,20.0,4000.0,,407511,,poldrack-single-stim,s519
104,4976.0,larger_later,,discount_fixed,89,45.0,157.0,"89,71",624,20.0,4000.0,,412488,,poldrack-single-stim,s519
105,5316.0,larger_later,,discount_fixed,89,31.0,74.0,"89,71",792,20.0,4000.0,,417806,,poldrack-single-stim,s519
106,4500.0,larger_later,,discount_fixed,89,80.0,39.0,"89,71",514,20.0,4000.0,,422307,,poldrack-single-stim,s519
107,5044.0,larger_later,,discount_fixed,89,22.0,21.0,"89,71",1082,20.0,4000.0,,427352,,poldrack-single-stim,s519
108,4704.0,larger_later,,discount_fixed,89,52.0,139.0,"89,71",1179,20.0,4000.0,,432058,,poldrack-single-stim,s519
109,4840.0,larger_later,,discount_fixed,89,54.0,126.0,"89,71",1021,20.0,4000.0,,436899,,poldrack-single-stim,s519
110,6744.0,larger_later,,discount_fixed,89,23.0,176.0,"89,71",887,20.0,4000.0,,443644,,poldrack-single-stim,s519
111,4500.0,larger_later,,discount_fixed,89,24.0,87.0,"89,71",1194,20.0,4000.0,,448145,,poldrack-single-stim,s519
112,4568.0,larger_later,,discount_fixed,89,36.0,140.0,"89,71",907,20.0,4000.0,,452715,,poldrack-single-stim,s519
113,4704.0,larger_later,,discount_fixed,89,35.0,171.0,"89,71",646,20.0,4000.0,,457420,,poldrack-single-stim,s519
114,4908.0,larger_later,,discount_fixed,89,34.0,43.0,"89,71",687,20.0,4000.0,,462329,,poldrack-single-stim,s519
115,4568.0,larger_later,,discount_fixed,89,74.0,121.0,"89,71",719,20.0,4000.0,,466899,,poldrack-single-stim,s519
116,4772.0,larger_later,,discount_fixed,89,45.0,107.0,"89,71",713,20.0,4000.0,,471672,,poldrack-single-stim,s519
117,4636.0,larger_later,,discount_fixed,89,77.0,24.0,"89,71",813,20.0,4000.0,,476309,,poldrack-single-stim,s519
118,4568.0,larger_later,,discount_fixed,89,39.0,161.0,"89,71",675,20.0,4000.0,,480878,,poldrack-single-stim,s519
119,5452.0,larger_later,,discount_fixed,89,62.0,180.0,"89,71",774,20.0,4000.0,,486331,,poldrack-single-stim,s519
120,5384.0,larger_later,,discount_fixed,89,24.0,139.0,"89,71",1607,20.0,4000.0,,491717,,poldrack-single-stim,s519
121,4568.0,larger_later,,discount_fixed,89,58.0,72.0,"89,71",704,20.0,4000.0,,496286,,poldrack-single-stim,s519
122,6268.0,larger_later,,discount_fixed,89,56.0,93.0,"89,71",709,20.0,4000.0,,502555,,poldrack-single-stim,s519
123,5520.0,larger_later,,discount_fixed,89,45.0,26.0,"89,71",885,20.0,4000.0,,508076,,poldrack-single-stim,s519
124,4568.0,larger_later,,discount_fixed,89,23.0,42.0,"89,71",1188,20.0,4000.0,,512645,,poldrack-single-stim,s519
125,4636.0,larger_later,,discount_fixed,89,50.0,41.0,"89,71",1081,20.0,4000.0,,517282,,poldrack-single-stim,s519
126,4636.0,larger_later,,discount_fixed,89,25.0,176.0,"89,71",1070,20.0,4000.0,,521920,,poldrack-single-stim,s519
127,5112.0,larger_later,,discount_fixed,89,54.0,22.0,"89,71",969,20.0,4000.0,,527033,,poldrack-single-stim,s519
128,5316.0,larger_later,,discount_fixed,89,29.0,44.0,"89,71",997,20.0,4000.0,,532351,,poldrack-single-stim,s519
129,4568.0,larger_later,,discount_fixed,89,24.0,89.0,"89,71",539,20.0,4000.0,,536920,,poldrack-single-stim,s519
130,4568.0,larger_later,,discount_fixed,89,23.0,77.0,"89,71",1012,20.0,4000.0,,541489,,poldrack-single-stim,s519
131,4568.0,larger_later,,discount_fixed,89,27.0,130.0,"89,71",876,20.0,4000.0,,546058,,poldrack-single-stim,s519
132,4840.0,larger_later,,discount_fixed,89,23.0,134.0,"89,71",2062,20.0,4000.0,,550901,,poldrack-single-stim,s519
133,4500.0,larger_later,,discount_fixed,89,55.0,107.0,"89,71",1033,20.0,4000.0,,555402,,poldrack-single-stim,s519
134,5656.0,larger_later,,discount_fixed,89,44.0,143.0,"89,71",886,20.0,4000.0,,561060,,poldrack-single-stim,s519
135,4908.0,larger_later,,discount_fixed,89,23.0,110.0,"89,71",1173,20.0,4000.0,,565969,,poldrack-single-stim,s519
136,4636.0,larger_later,,discount_fixed,89,65.0,156.0,"89,71",1442,20.0,4000.0,,570606,,poldrack-single-stim,s519
137,4500.0,larger_later,,discount_fixed,89,22.0,27.0,"89,71",1270,20.0,4000.0,,575108,,poldrack-single-stim,s519
138,4500.0,larger_later,,discount_fixed,89,50.0,59.0,"89,71",1010,20.0,4000.0,,579609,,poldrack-single-stim,s519
139,5112.0,larger_later,,discount_fixed,89,85.0,129.0,"89,71",714,20.0,4000.0,,584722,,poldrack-single-stim,s519
140,6132.0,larger_later,,discount_fixed,89,66.0,58.0,"89,71",811,20.0,4000.0,,590855,,poldrack-single-stim,s519
141,4840.0,larger_later,,discount_fixed,89,49.0,172.0,"89,71",911,20.0,4000.0,,595697,,poldrack-single-stim,s519
142,4568.0,larger_later,,discount_fixed,89,73.0,44.0,"89,71",984,20.0,4000.0,,600266,,poldrack-single-stim,s519
143,4704.0,larger_later,,discount_fixed,89,58.0,73.0,"89,71",835,20.0,4000.0,,604972,,poldrack-single-stim,s519
144,5860.0,larger_later,,discount_fixed,89,71.0,76.0,"89,71",642,20.0,4000.0,,610833,,poldrack-single-stim,s519
