"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"2436","13","text","0","2441","0.0-0.0","s567","","","","","","","","","","","","","","","",""
"5249","89","poldrack-text","1","8694","0.0-1.0","s567","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","5249","500","fmri_response_test","","","","","","","","","","","",""
"1041","71","poldrack-text","2","10239","0.0-2.0","s567","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1041","500","fmri_response_test","","","","","","","","","","","",""
"1742","82","poldrack-text","3","12485","0.0-3.0","s567","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1742","500","fmri_response_test","","","","","","","","","","","",""
"19579","32","poldrack-single-stim","4","32570","0.0-4.0","s567","","19579","500","instructions","<div class = centerbox><div class = center-text>Respond to the <strong>ink color</strong> of the word!<br><br><span style = ""color:red;padding-left:30px"">WORD</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">WORD</span>: Middle<br><span style = ""color:#4FE829;"">WORD</span>: Ring<br><br>We will start with practice</div></div>","32","19579","","","","","","","","",""
"1015","71","poldrack-categorize","5","35083","0.0-5.0-0.0-0.0","s567","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","1","practice",""
"-1","-1","poldrack-single-stim","6","35337","0.0-5.0-1.0","s567","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1050","71","poldrack-categorize","7","37345","0.0-5.0-2.0-0.0","s567","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","2","practice",""
"-1","-1","poldrack-single-stim","8","37602","0.0-5.0-3.0","s567","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1071","89","poldrack-categorize","9","39612","0.0-5.0-4.0-0.0","s567","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","3","practice",""
"-1","-1","poldrack-single-stim","10","39869","0.0-5.0-5.0","s567","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1214","82","poldrack-categorize","11","41880","0.0-5.0-6.0-0.0","s567","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","4","practice",""
"-1","-1","poldrack-single-stim","12","42137","0.0-5.0-7.0","s567","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"686","89","poldrack-categorize","13","44146","0.0-5.0-8.0-0.0","s567","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","500","congruent","red","red","5","practice",""
"-1","-1","poldrack-single-stim","14","44400","0.0-5.0-9.0","s567","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"811","71","poldrack-categorize","15","46406","0.0-5.0-10.0-0.0","s567","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","500","incongruent","blue","green","6","practice",""
"-1","-1","poldrack-single-stim","16","46659","0.0-5.0-11.0","s567","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"626","82","poldrack-categorize","17","48666","0.0-5.0-12.0-0.0","s567","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","500","congruent","green","green","7","practice",""
"-1","-1","poldrack-single-stim","18","48921","0.0-5.0-13.0","s567","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"897","89","poldrack-categorize","19","50925","0.0-5.0-14.0-0.0","s567","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","8","practice",""
"-1","-1","poldrack-single-stim","20","51181","0.0-5.0-15.0","s567","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1101","82","poldrack-categorize","21","53184","0.0-5.0-16.0-0.0","s567","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","9","practice",""
"-1","-1","poldrack-single-stim","22","53436","0.0-5.0-17.0","s567","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"24062","32","poldrack-text","23","77500","0.0-6.0","s567","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","24062","0","fmri_scanner_wait","","","","","","","","","","","",""
"1102","84","poldrack-text","24","78602","0.0-7.0","s567","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1102","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","25","79283","0.0-8.0","s567","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","26","79963","0.0-9.0","s567","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","27","80643","0.0-10.0","s567","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","28","81323","0.0-11.0","s567","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","29","82003","0.0-12.0","s567","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","30","82683","0.0-13.0","s567","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","31","83363","0.0-14.0","s567","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","32","84043","0.0-15.0","s567","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","33","84723","0.0-16.0","s567","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","34","85403","0.0-17.0","s567","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","35","86083","0.0-18.0","s567","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","36","86763","0.0-19.0","s567","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","37","87443","0.0-20.0","s567","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"681","84","poldrack-text","38","88124","0.0-21.0","s567","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","681","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","39","88803","0.0-22.0","s567","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","40","89807","0.0-23.0","s567","","1000","0","fmri_buffer","","none","1000","","","","","","","","",""
"-1","-1","poldrack-single-stim","41","91312","0.0-24.0","s567","","1500","500","test_start_block","<div class = centerbox><div class = center-text>Get ready!</p></div>","none","1500","","","","","","","","",""
"-1","-1","poldrack-single-stim","42","92320","0.0-25.0","s567","","500","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","500","","","","","","","","",""
"786","82","poldrack-single-stim","43","94595","0.0-26.0-0.0","s567","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","0","test",""
