rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,survey,item_coding,item_text,options,response,coded_response,exp_id
2215,13,text,0,2217,0.0-0.0,s594,,,,,,,,,,,,,,
1534,66,poldrack-text,1,4754,0.0-1.0,s594,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb finger</p></div>,1534.0,500.0,fmri_response_test,,,,,,,,,,
656,89,poldrack-text,2,5914,0.0-2.0,s594,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,656.0,500.0,fmri_response_test,,,,,,,,,,
405,71,poldrack-text,3,6821,0.0-3.0,s594,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,405.0,500.0,fmri_response_test,,,,,,,,,,
518,82,poldrack-text,4,7841,0.0-4.0,s594,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>,518.0,500.0,fmri_response_test,,,,,,,,,,
607,77,poldrack-text,5,8953,0.0-5.0,s594,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>,607.0,500.0,fmri_response_test,,,,,,,,,,
7994,32,poldrack-single-stim,6,17452,0.0-6.0,s594,,7994.0,0.0,instructions,<div class = centerbox><div class = center-text>Respond to the questions!</div></div>,32,7994.0,,,,,,,
23151,32,poldrack-text,7,40604,0.0-7.0,s594,<div class = centerbox><div  class = center-text>Scanner Setup</div></div>,23151.0,0.0,fmri_scanner_wait,,,,,,,,,,
1387,84,poldrack-text,8,41991,0.0-8.0,s594,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,1387.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,9,42671,0.0-9.0,s594,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,10,43351,0.0-10.0,s594,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,11,44032,0.0-11.0,s594,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,12,44712,0.0-12.0,s594,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,13,45392,0.0-13.0,s594,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,14,46072,0.0-14.0,s594,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,15,46752,0.0-15.0,s594,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,16,47431,0.0-16.0,s594,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
678,84,poldrack-text,17,48111,0.0-17.0,s594,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,678.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,18,48791,0.0-18.0,s594,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,19,49470,0.0-19.0,s594,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,20,50151,0.0-20.0,s594,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,21,50831,0.0-21.0,s594,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
678,84,poldrack-text,22,51511,0.0-22.0,s594,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,678.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,23,52191,0.0-23.0,s594,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
-1,-1,poldrack-single-stim,24,53196,0.0-24.0,s594,,1000.0,0.0,fmri_buffer,,none,1000.0,,,,,,,
2836,71,poldrack-single-stim,25,62334,0.0-25.0-0.0,s594,,9136.0,0.0,,"<div class = centerbox><p class=item-text>I refuse things that are bad for me.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much</span></div></div>","66,89,71,82,77",8500.0,brief,forward,I refuse things that are bad for me.,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>",3.0,3.0,
2236,82,poldrack-single-stim,26,71948,0.0-25.0-1.0,s594,,9612.0,0.0,,"<div class = centerbox><p class=item-text>I have a hard time breaking bad habits.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much</span></div></div>","66,89,71,82,77",8500.0,brief,reverse,I have a hard time breaking bad habits.,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>",4.0,2.0,
2902,89,poldrack-single-stim,27,81564,0.0-25.0-2.0,s594,,9612.0,0.0,,"<div class = centerbox><p class=item-text>I have trouble concentrating.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much</span></div></div>","66,89,71,82,77",8500.0,brief,reverse,I have trouble concentrating.,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>",2.0,4.0,
2241,82,poldrack-single-stim,28,91858,0.0-25.0-3.0,s594,,10292.0,0.0,,"<div class = centerbox><p class=item-text>I say inappropriate things.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much</span></div></div>","66,89,71,82,77",8500.0,brief,reverse,I say inappropriate things.,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>",4.0,2.0,
3372,82,poldrack-single-stim,29,101951,0.0-25.0-4.0,s594,,10088.0,0.0,,"<div class = centerbox><p class=item-text>I could do anything I want in the future.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very Untrue</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very True</span></div></div>","66,89,71,82,77",8500.0,future_time,forward,I could do anything I want in the future.,"<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>",4.0,4.0,
