"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"3685","13","text","0","3687","0.0-0.0","s628","","","","","","","","","","","","","","","",""
"1522","89","poldrack-text","1","6215","0.0-1.0","s628","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1522","500","fmri_response_test","","","","","","","","","","","",""
"813","71","poldrack-text","2","7530","0.0-2.0","s628","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","813","500","fmri_response_test","","","","","","","","","","","",""
"623","82","poldrack-text","3","8657","0.0-3.0","s628","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","623","500","fmri_response_test","","","","","","","","","","","",""
"26538","32","poldrack-single-stim","4","35698","0.0-4.0","s628","","26538","500","instructions","<div class = centerbox><div class = center-text>Respond to the <strong>ink color</strong> of the word!<br><br><span style = ""color:red;padding-left:30px"">WORD</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">WORD</span>: Middle<br><span style = ""color:#4FE829;"">WORD</span>: Ring<br><br>We will start with practice</div></div>","32","26538","","","","","","","","",""
"1073","89","poldrack-categorize","5","38210","0.0-5.0-0.0-0.0","s628","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","1","practice",""
"-1","-1","poldrack-single-stim","6","38464","0.0-5.0-1.0","s628","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"716","82","poldrack-categorize","7","40472","0.0-5.0-2.0-0.0","s628","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","500","congruent","green","green","2","practice",""
"-1","-1","poldrack-single-stim","8","40728","0.0-5.0-3.0","s628","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"624","89","poldrack-categorize","9","42736","0.0-5.0-4.0-0.0","s628","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","3","practice",""
"-1","-1","poldrack-single-stim","10","42992","0.0-5.0-5.0","s628","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"493","71","poldrack-categorize","11","45000","0.0-5.0-6.0-0.0","s628","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","500","incongruent","blue","green","4","practice",""
"-1","-1","poldrack-single-stim","12","45255","0.0-5.0-7.0","s628","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"754","82","poldrack-categorize","13","47263","0.0-5.0-8.0-0.0","s628","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","5","practice",""
"-1","-1","poldrack-single-stim","14","47519","0.0-5.0-9.0","s628","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"387","89","poldrack-categorize","15","49527","0.0-5.0-10.0-0.0","s628","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","500","congruent","red","red","6","practice",""
"-1","-1","poldrack-single-stim","16","49782","0.0-5.0-11.0","s628","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"717","82","poldrack-categorize","17","51791","0.0-5.0-12.0-0.0","s628","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","7","practice",""
"-1","-1","poldrack-single-stim","18","52047","0.0-5.0-13.0","s628","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"522","71","poldrack-categorize","19","54054","0.0-5.0-14.0-0.0","s628","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","8","practice",""
