"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","exp_id","bonus"
"1707","13","text","0","1710","0.0-0.0","s605","","","","","","","","","","","","","",""
"1920","89","poldrack-text","1","4636","0.0-1.0","s605","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1920","500","fmri_response_test","","","","","","","","","",""
"471","71","poldrack-text","2","5609","0.0-2.0","s605","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","471","500","fmri_response_test","","","","","","","","","",""
"25046","32","poldrack-single-stim","3","31160","0.0-3.0","s605","","25046","500","instructions","<div class = centerbox><div class = center-text>Choose between <strong>$20 today</strong> or the presented option.<br><br><strong>Index:</strong> Accept option on screen (reject $20 today). <br><br><strong>Middle:</strong> Reject option on screen (accept $20 today)<br><br>We will start with a practice trial.</div></div>","32","25046","","","","","","",""
"1128","89","poldrack-single-stim","4","32793","0.0-4.0","s605","","1128","1000","stim","<div class = dd-stim><div class = amtbox style = ""color:white"">$53.75</div><br><br><div class = delbox style = ""color:white"">34 days</div></div>","89,71","1128","practice","","","","","",""
"24691","32","poldrack-text","5","58491","0.0-5.0","s605","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","24691","0","fmri_scanner_wait","","","","","","","","","",""
"1079","84","poldrack-text","6","59570","0.0-6.0","s605","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1079","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","7","60250","0.0-7.0","s605","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","8","60930","0.0-8.0","s605","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","9","61610","0.0-9.0","s605","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","10","62291","0.0-10.0","s605","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","11","62970","0.0-11.0","s605","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","12","63650","0.0-12.0","s605","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","13","64330","0.0-13.0","s605","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","14","65010","0.0-14.0","s605","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","15","65691","0.0-15.0","s605","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","16","66370","0.0-16.0","s605","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","17","67050","0.0-17.0","s605","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","18","67730","0.0-18.0","s605","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","19","68410","0.0-19.0","s605","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"681","84","poldrack-text","20","69091","0.0-20.0","s605","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","681","0","fmri_trigger_wait","","","","","","","","","",""
"678","84","poldrack-text","21","69770","0.0-21.0","s605","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","70776","0.0-22.0","s605","","1000","0","fmri_buffer","","none","1000","","","","","","",""
"-1","-1","poldrack-single-stim","23","72280","0.0-23.0","s605","","1500","500","test_start_block","<div class = centerbox><div class = center-text>Get ready!</p></div>","none","1500","","","","","","",""
"967","89","poldrack-single-stim","24","77352","0.0-24.0","s605","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">$74</div><br><br><div class = delbox style = ""color:white"">121 days</div></div>","89,71","4000","","20","74","121","larger_later","",""
"1408","89","poldrack-single-stim","25","82130","0.0-25.0","s605","","4772","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">$45</div><br><br><div class = delbox style = ""color:white"">107 days</div></div>","89,71","4000","","20","45","107","larger_later","",""
"1091","89","poldrack-single-stim","26","86770","0.0-26.0","s605","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">$77</div><br><br><div class = delbox style = ""color:white"">24 days</div></div>","89,71","4000","","20","77","24","larger_later","",""
"1447","89","poldrack-single-stim","27","91341","0.0-27.0","s605","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">$39</div><br><br><div class = delbox style = ""color:white"">161 days</div></div>","89,71","4000","","20","39","161","larger_later","",""
"1080","89","poldrack-single-stim","28","96798","0.0-28.0","s605","","5452","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">$62</div><br><br><div class = delbox style = ""color:white"">180 days</div></div>","89,71","4000","","20","62","180","larger_later","",""
"2272","89","poldrack-single-stim","29","102185","0.0-29.0","s605","","5384","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">$24</div><br><br><div class = delbox style = ""color:white"">139 days</div></div>","89,71","4000","","20","24","139","larger_later","",""
"1660","89","poldrack-single-stim","30","106756","0.0-30.0","s605","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">$58</div><br><br><div class = delbox style = ""color:white"">72 days</div></div>","89,71","4000","","20","58","72","larger_later","",""
"1079","89","poldrack-single-stim","31","113028","0.0-31.0","s605","","6268","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">$56</div><br><br><div class = delbox style = ""color:white"">93 days</div></div>","89,71","4000","","20","56","93","larger_later","",""
"886","89","poldrack-single-stim","32","118552","0.0-32.0","s605","","5520","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">$45</div><br><br><div class = delbox style = ""color:white"">26 days</div></div>","89,71","4000","","20","45","26","larger_later","",""
"1272","89","poldrack-single-stim","33","123124","0.0-33.0","s605","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">$23</div><br><br><div class = delbox style = ""color:white"">42 days</div></div>","89,71","4000","","20","23","42","larger_later","",""
"822","89","poldrack-single-stim","34","127764","0.0-34.0","s605","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">$50</div><br><br><div class = delbox style = ""color:white"">41 days</div></div>","89,71","4000","","20","50","41","larger_later","",""
"933","89","poldrack-single-stim","35","132404","0.0-35.0","s605","","4636","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">$25</div><br><br><div class = delbox style = ""color:white"">176 days</div></div>","89,71","4000","","20","25","176","larger_later","",""
"1348","89","poldrack-single-stim","36","137519","0.0-36.0","s605","","5112","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">$54</div><br><br><div class = delbox style = ""color:white"">22 days</div></div>","89,71","4000","","20","54","22","larger_later","",""
"1264","89","poldrack-single-stim","37","142837","0.0-37.0","s605","","5316","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">$29</div><br><br><div class = delbox style = ""color:white"">44 days</div></div>","89,71","4000","","20","29","44","larger_later","",""
"878","89","poldrack-single-stim","38","147407","0.0-38.0","s605","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">$24</div><br><br><div class = delbox style = ""color:white"">89 days</div></div>","89,71","4000","","20","24","89","larger_later","",""
"3149","89","poldrack-single-stim","39","151978","0.0-39.0","s605","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">$23</div><br><br><div class = delbox style = ""color:white"">77 days</div></div>","89,71","4000","","20","23","77","larger_later","",""
"2151","89","poldrack-single-stim","40","156548","0.0-40.0","s605","","4568","0","","<div class = dd-stim><div class = amtbox style = ""color:white"">$27</div><br><br><div class = delbox style = ""color:white"">130 days</div></div>","89,71","4000","","20","27","130","larger_later","",""
