"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"2079","13","text","0","2081","0.0-0.0","s497","","","","","","","","","","","","","","","",""
"1521","89","poldrack-text","1","4607","0.0-1.0","s497","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1521","500","fmri_response_test","","","","","","","","","","","",""
"443","71","poldrack-text","2","5552","0.0-2.0","s497","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","443","500","fmri_response_test","","","","","","","","","","","",""
"1070","82","poldrack-text","3","7124","0.0-3.0","s497","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1070","500","fmri_response_test","","","","","","","","","","","",""
"15441","32","poldrack-single-stim","4","23069","0.0-4.0","s497","","15441","500","instructions","<div class = centerbox><div class = center-text>Respond to the <strong>ink color</strong> of the word!<br><br><span style = ""color:red;padding-left:30px"">WORD</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">WORD</span>: Middle<br><span style = ""color:#4FE829;"">WORD</span>: Ring<br><br>We will start with practice</div></div>","32","15441","","","","","","","","",""
"1076","89","poldrack-categorize","5","25575","0.0-5.0-0.0-0.0","s497","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","false","82","500","incongruent","green","red","1","practice",""
"-1","-1","poldrack-single-stim","6","25828","0.0-5.0-1.0","s497","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1136","82","poldrack-categorize","7","27830","0.0-5.0-2.0-0.0","s497","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","false","71","500","incongruent","blue","green","2","practice",""
"-1","-1","poldrack-single-stim","8","28083","0.0-5.0-3.0","s497","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1266","89","poldrack-categorize","9","30087","0.0-5.0-4.0-0.0","s497","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","3","practice",""
"-1","-1","poldrack-single-stim","10","30339","0.0-5.0-5.0","s497","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"860","82","poldrack-categorize","11","32342","0.0-5.0-6.0-0.0","s497","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","4","practice",""
"-1","-1","poldrack-single-stim","12","32595","0.0-5.0-7.0","s497","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"916","82","poldrack-categorize","13","34599","0.0-5.0-8.0-0.0","s497","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","500","congruent","green","green","5","practice",""
"-1","-1","poldrack-single-stim","14","34851","0.0-5.0-9.0","s497","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"946","71","poldrack-categorize","15","36855","0.0-5.0-10.0-0.0","s497","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","6","practice",""
"-1","-1","poldrack-single-stim","16","37107","0.0-5.0-11.0","s497","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"866","82","poldrack-categorize","17","39111","0.0-5.0-12.0-0.0","s497","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","false","89","500","incongruent","red","green","7","practice",""
"-1","-1","poldrack-single-stim","18","39363","0.0-5.0-13.0","s497","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"838","71","poldrack-categorize","19","41366","0.0-5.0-14.0-0.0","s497","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","8","practice",""
"-1","-1","poldrack-single-stim","20","41618","0.0-5.0-15.0","s497","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"786","89","poldrack-categorize","21","43622","0.0-5.0-16.0-0.0","s497","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","500","congruent","red","red","9","practice",""
"-1","-1","poldrack-single-stim","22","43874","0.0-5.0-17.0","s497","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1352","82","poldrack-categorize","23","45878","0.0-5.1-0.1-0.1","s497","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","10","practice",""
"-1","-1","poldrack-single-stim","24","46130","0.0-5.1-1.1","s497","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"-1","-1","poldrack-categorize","25","48133","0.0-5.1-2.1-0.1","s497","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","false","71","500","incongruent","blue","green","11","practice",""
"-1","-1","poldrack-single-stim","26","48386","0.0-5.1-3.1","s497","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1102","89","poldrack-categorize","27","50389","0.0-5.1-4.1-0.1","s497","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","12","practice",""
"-1","-1","poldrack-single-stim","28","50641","0.0-5.1-5.1","s497","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"900","82","poldrack-categorize","29","52645","0.0-5.1-6.1-0.1","s497","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","13","practice",""
"-1","-1","poldrack-single-stim","30","52898","0.0-5.1-7.1","s497","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"901","82","poldrack-categorize","31","54901","0.0-5.1-8.1-0.1","s497","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","500","congruent","green","green","14","practice",""
"-1","-1","poldrack-single-stim","32","55154","0.0-5.1-9.1","s497","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"785","71","poldrack-categorize","33","57157","0.0-5.1-10.1-0.1","s497","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","15","practice",""
"-1","-1","poldrack-single-stim","34","57410","0.0-5.1-11.1","s497","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1487","82","poldrack-categorize","35","59413","0.0-5.1-12.1-0.1","s497","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","false","89","500","incongruent","red","green","16","practice",""
"-1","-1","poldrack-single-stim","36","59665","0.0-5.1-13.1","s497","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1054","71","poldrack-categorize","37","61669","0.0-5.1-14.1-0.1","s497","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","17","practice",""
"-1","-1","poldrack-single-stim","38","61920","0.0-5.1-15.1","s497","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"721","89","poldrack-categorize","39","63924","0.0-5.1-16.1-0.1","s497","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","500","congruent","red","red","18","practice",""
"-1","-1","poldrack-single-stim","40","64176","0.0-5.1-17.1","s497","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
