"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","exp_id"
"3689","13","text","0","3691","0.0-0.0","s172","","","","","","","","","","","","","","","","","",""
"1015","89","poldrack-text","1","5709","0.0-1.0","s172","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1015","500","fmri_response_test","","","","","","","","","","","","","",""
"372","71","poldrack-text","2","6583","0.0-2.0","s172","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","372","500","fmri_response_test","","","","","","","","","","","","","",""
"8560","","survey-text","3","15650","0.0-3.0","s172","","","","task_setup","{""Q0"":""300""}","","","","","","","","","","","","",""
"20868","32","poldrack-single-stim","4","37546","0.0-4.0","s172","","20868","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/moon.png></img>index finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/oval.png></img>middle finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/rectangle.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/trapezoid.png></img>middle finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","20868","","","","","","","","","",""
"881","71","poldrack-categorize","5","39901","0.0-5.0-0.0-0.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","0","","","","",""
"472","89","poldrack-categorize","6","42507","0.0-5.0-0.0-1.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","1","","","","",""
"543","71","poldrack-categorize","7","45112","0.0-5.0-0.0-2.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","500","practice","2","","","","",""
"429","71","poldrack-categorize","8","47717","0.0-5.0-0.0-3.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","500","practice","3","","","","",""
"638","89","poldrack-categorize","9","50323","0.0-5.0-0.0-4.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","4","","","","",""
"524","89","poldrack-categorize","10","52928","0.0-5.0-0.0-5.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","5","","","","",""
"376","89","poldrack-categorize","11","55534","0.0-5.0-0.0-6.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","6","","","","",""
"488","89","poldrack-categorize","12","58138","0.0-5.0-0.0-7.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","89","500","practice","7","","","","",""
"888","71","poldrack-categorize","13","60743","0.0-5.0-0.0-8.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","500","practice","8","","","","",""
"477","71","poldrack-categorize","14","63347","0.0-5.0-0.0-9.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","9","","","","",""
"594","89","poldrack-categorize","15","65950","0.0-5.0-0.0-10.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","10","","","","",""
"890","71","poldrack-categorize","16","68555","0.0-5.0-0.0-11.0","s172","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","11","","","","",""
"30247","32","poldrack-text","17","99054","0.0-6.0","s172","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","30247","0","fmri_scanner_wait","","","","","","","","","","","","","",""
