"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","small_amount","large_amount","later_delay","choice","exp_id","bonus"
"2548","13","text","0","2549","0.0-0.0","s172","","","","","","","","","","","","","",""
"1050","89","poldrack-text","1","4603","0.0-1.0","s172","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1050","500","fmri_response_test","","","","","","","","","",""
"703","71","poldrack-text","2","5808","0.0-2.0","s172","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","703","500","fmri_response_test","","","","","","","","","",""
"28783","32","poldrack-single-stim","3","35094","0.0-3.0","s172","","28783","500","instructions","<div class = centerbox><div class = center-text>Choose between <strong>$20 today</strong> or the presented option.<br><br><strong>Index:</strong> Accept option on screen (reject $20 today). <br><br><strong>Middle:</strong> Reject option on screen (accept $20 today)<br><br>We will start with a practice trial.</div></div>","32","28783","","","","","","",""
"1435","71","poldrack-single-stim","4","37033","0.0-4.0","s172","","1435","1000","stim","<div class = dd-stim><div class = amtbox style = ""color:white"">$53.75</div><br><br><div class = delbox style = ""color:white"">34 days</div></div>","89,71","1435","practice","","","","","",""
"28536","32","poldrack-text","5","66571","0.0-5.0","s172","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","28536","0","fmri_scanner_wait","","","","","","","","","",""
"3376","84","poldrack-text","6","69948","0.0-6.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","3376","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","7","70628","0.0-7.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","8","71308","0.0-8.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","9","71988","0.0-9.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","10","72668","0.0-10.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","11","73348","0.0-11.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","12","74028","0.0-12.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","13","74708","0.0-13.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","14","75388","0.0-14.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","15","76068","0.0-15.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","16","76748","0.0-16.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","17","77428","0.0-17.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","18","78108","0.0-18.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
