"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","problem_time","correct","exp_id"
"2278","13","text","0","2280","0.0-0.0","s172","","","","","","","","","","","","","","","","","",""
"869","89","poldrack-text","1","4153","0.0-1.0","s172","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","869","500","fmri_response_test","","","","","","","","","","","","","",""
"455","71","poldrack-text","2","5110","0.0-2.0","s172","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","455","500","fmri_response_test","","","","","","","","","","","","","",""
"693","82","poldrack-text","3","6305","0.0-3.0","s172","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","693","500","fmri_response_test","","","","","","","","","","","","","",""
"14903","32","poldrack-single-stim","4","21712","0.0-4.0","s172","","14903","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","14903","","","","","","","","","","",""
"29148","32","poldrack-text","5","50860","0.0-5.0","s172","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","29148","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1760","84","poldrack-text","6","52621","0.0-6.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1760","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","7","53301","0.0-7.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","8","53981","0.0-8.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","9","54661","0.0-9.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","10","55341","0.0-10.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","11","56021","0.0-11.0","s172","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
