rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,survey,item_responses,item_coding,item_text,options,response,coded_response,exp_id
1824,13,text,0,1826,0.0-0.0,s608,,,,,,,,,,,,,,,
1185,66,poldrack-text,1,4016,0.0-1.0,s608,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb</p></div>,1185.0,500.0,fmri_response_test,,,,,,,,,,,
1003,89,poldrack-text,2,5525,0.0-2.0,s608,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,1003.0,500.0,fmri_response_test,,,,,,,,,,,
2202,71,poldrack-text,3,8227,0.0-3.0,s608,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,2202.0,500.0,fmri_response_test,,,,,,,,,,,
983,82,poldrack-text,4,9713,0.0-4.0,s608,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>,983.0,500.0,fmri_response_test,,,,,,,,,,,
729,77,poldrack-text,5,10946,0.0-5.0,s608,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>,729.0,500.0,fmri_response_test,,,,,,,,,,,
8568,32,poldrack-single-stim,6,20019,0.0-6.0,s608,,8568.0,0.0,instructions,<div class = centerbox><div class = center-text>Respond to the questions!</div></div>,32,8568.0,,,,,,,,
24799,32,poldrack-text,7,44818,0.0-7.0,s608,<div class = centerbox><div  class = center-text>Scanner Setup</div></div>,24799.0,0.0,fmri_scanner_wait,,,,,,,,,,,
1680,84,poldrack-text,8,46498,0.0-8.0,s608,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,1680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,9,47179,0.0-9.0,s608,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,10,47859,0.0-10.0,s608,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,11,48539,0.0-11.0,s608,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,12,49219,0.0-12.0,s608,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,13,49899,0.0-13.0,s608,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,14,50578,0.0-14.0,s608,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,15,51259,0.0-15.0,s608,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,16,51939,0.0-16.0,s608,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
