"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","survey","item_coding","item_text","options","response","coded_response","exp_id"
"5135","13","text","0","5137","0.0-0.0","s554","","","","","","","","","","","","","",""
"27805","66","poldrack-text","1","33946","0.0-1.0","s554","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb finger</p></div>","27805","500","fmri_response_test","","","","","","","","","",""
"1043","89","poldrack-text","2","35489","0.0-2.0","s554","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1043","500","fmri_response_test","","","","","","","","","",""
"865","71","poldrack-text","3","36855","0.0-3.0","s554","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","865","500","fmri_response_test","","","","","","","","","",""
"695","82","poldrack-text","4","38053","0.0-4.0","s554","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","695","500","fmri_response_test","","","","","","","","","",""
"585","77","poldrack-text","5","39139","0.0-5.0","s554","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>","585","500","fmri_response_test","","","","","","","","","",""
"28306","32","poldrack-single-stim","6","67948","0.0-6.0","s554","","28306","0","instructions","<div class = centerbox><div class = center-text>Respond to the questions!</div></div>","32","28306","","","","","","",""
"19874","32","poldrack-text","7","87822","0.0-7.0","s554","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","19874","0","fmri_scanner_wait","","","","","","","","","",""
"4056","84","poldrack-text","8","91878","0.0-8.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","4056","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","9","92557","0.0-9.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"678","84","poldrack-text","10","93236","0.0-10.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","11","93917","0.0-11.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","12","94596","0.0-12.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","13","95276","0.0-13.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","14","95957","0.0-14.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","15","96637","0.0-15.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","16","97317","0.0-16.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","17","97996","0.0-17.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","18","98677","0.0-18.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","19","99357","0.0-19.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","20","100037","0.0-20.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","21","100717","0.0-21.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"679","84","poldrack-text","22","101397","0.0-22.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","",""
"680","84","poldrack-text","23","102077","0.0-23.0","s554","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","",""
"-1","-1","poldrack-single-stim","24","103080","0.0-24.0","s554","","1000","0","fmri_buffer","","none","1000","","","","","","",""
"2428","82","poldrack-single-stim","25","112150","0.0-25.0-0.0","s554","","9068","0","","<div class = centerbox><p class=item-text>I wish I had more self-discipline.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much</span></div></div>","66,89,71,82,77","8500","brief","reverse","I wish I had more self-discipline.","<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","4","2",""
"4267","89","poldrack-single-stim","26","122443","0.0-25.0-1.0","s554","","10292","0","","<div class = centerbox><p class=item-text>Do you sometimes like doing things that are a bit frightening?</p></div><div class=response-text><div class=response-item>No</div><div class=response-item>Yes</div></div>","66,89","8500","impulsive_venture","forward","Do you sometimes like doing things that are a bit frightening?","No,Yes","2","2",""
"4954","82","poldrack-single-stim","27","134234","0.0-25.0-2.0","s554","","11788","0","","<div class = centerbox><p class=item-text>As I get older, I begin to experience time as limited.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very Untrue</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very True</span></div></div>","66,89,71,82,77","8500","future_time","forward","As I get older, I begin to experience time as limited.","<span style=""font-weight: normal; font-size: 30px"">Very Untrue</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very True</span>","4","4",""
