rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,survey,item_responses,item_coding,item_text,options,response,coded_response,exp_id
3117,13,text,0,3120,0.0-0.0,s604,,,,,,,,,,,,,,,
1054,66,poldrack-text,1,5180,0.0-1.0,s604,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb</p></div>,1054.0,500.0,fmri_response_test,,,,,,,,,,,
468,89,poldrack-text,2,6152,0.0-2.0,s604,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,468.0,500.0,fmri_response_test,,,,,,,,,,,
335,71,poldrack-text,3,6988,0.0-3.0,s604,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,335.0,500.0,fmri_response_test,,,,,,,,,,,
359,82,poldrack-text,4,7852,0.0-4.0,s604,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>,359.0,500.0,fmri_response_test,,,,,,,,,,,
455,77,poldrack-text,5,8809,0.0-5.0,s604,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>,455.0,500.0,fmri_response_test,,,,,,,,,,,
37488,32,poldrack-single-stim,6,46804,0.0-6.0,s604,,37488.0,0.0,instructions,<div class = centerbox><div class = center-text>Respond to the questions!</div></div>,32,37488.0,,,,,,,,
23204,32,poldrack-text,7,70010,0.0-7.0,s604,<div class = centerbox><div  class = center-text>Scanner Setup</div></div>,23204.0,0.0,fmri_scanner_wait,,,,,,,,,,,
655,84,poldrack-text,8,70665,0.0-8.0,s604,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,655.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,9,71345,0.0-9.0,s604,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,10,72026,0.0-10.0,s604,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,11,72706,0.0-11.0,s604,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,12,73386,0.0-12.0,s604,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
678,84,poldrack-text,13,74065,0.0-13.0,s604,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,678.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,14,74745,0.0-14.0,s604,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,15,75425,0.0-15.0,s604,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,16,76105,0.0-16.0,s604,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,17,76784,0.0-17.0,s604,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,18,77465,0.0-18.0,s604,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,19,78145,0.0-19.0,s604,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,20,78824,0.0-20.0,s604,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,21,79505,0.0-21.0,s604,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,22,80185,0.0-22.0,s604,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,23,80865,0.0-23.0,s604,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
-1,-1,poldrack-single-stim,24,81870,0.0-24.0,s604,,1000.0,0.0,fmri_buffer,,none,1000.0,,,,,,,,
4781,89,poldrack-single-stim,25,93186,0.0-25.0-0.0,s604,,11312.0,0.0,,"<div class = centerbox><p class=item-text>I have difficulty maintaining my focus on projects that take more than a few months to complete.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all like me</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much like me</span></div></div>","66,89,71,82,77",8500.0,grit,"66,89,71,82,77",reverse,I have difficulty maintaining my focus on projects that take more than a few months to complete.,"<span style=""font-weight: normal; font-size: 30px"">Not at all like me</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much like me</span>",2.0,4.0,
