"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","exp_stage","problem_time","correct","exp_id"
"2043","13","text","0","2045","0.0-0.0","s144","","","","","","","","","","","","","","","","","",""
"1681","89","poldrack-text","1","4730","0.0-1.0","s144","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1681","500","fmri_response_test","","","","","","","","","","","","","",""
"467","71","poldrack-text","2","5702","0.0-2.0","s144","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","467","500","fmri_response_test","","","","","","","","","","","","","",""
"805","82","poldrack-text","3","7010","0.0-3.0","s144","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","805","500","fmri_response_test","","","","","","","","","","","","","",""
"21006","32","poldrack-single-stim","4","28523","0.0-4.0","s144","","21006","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","21006","","","","","","","","","","",""
"31557","32","poldrack-text","5","60082","0.0-5.0","s144","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","31557","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1660","84","poldrack-text","6","61742","0.0-6.0","s144","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1660","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","7","62422","0.0-7.0","s144","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","8","63102","0.0-8.0","s144","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","9","63782","0.0-9.0","s144","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","10","64462","0.0-10.0","s144","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","11","65142","0.0-11.0","s144","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","12","65822","0.0-12.0","s144","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"678","84","poldrack-text","13","66502","0.0-13.0","s144","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","14","67182","0.0-14.0","s144","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","15","67862","0.0-15.0","s144","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","16","68542","0.0-16.0","s144","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","17","69223","0.0-17.0","s144","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","18","69902","0.0-18.0","s144","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","19","70582","0.0-19.0","s144","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","20","71262","0.0-20.0","s144","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","21","71942","0.0-21.0","s144","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","72948","0.0-22.0","s144","","1000","0","fmri_buffer","","none","1000","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","23","74452","0.0-23.0","s144","","1500","500","practice_start_block","<div class = centerbox><div class = center-text>About to start practice</p></div>","none","1500","","","","","","","","","","",""
