,choice,exp_stage,experiment_exp_id,key_press,large_amount,later_delay,possible_responses,rt,small_amount,text,time_elapsed,trial_id,trial_type,worker_id
86,smaller_sooner,,discount_fixed,71,45.0,107.0,"89,71",1668,20.0,,319128,,poldrack-single-stim,s445
87,larger_later,,discount_fixed,89,77.0,24.0,"89,71",1343,20.0,,323766,,poldrack-single-stim,s445
88,smaller_sooner,,discount_fixed,71,39.0,161.0,"89,71",959,20.0,,328336,,poldrack-single-stim,s445
89,smaller_sooner,,discount_fixed,71,62.0,180.0,"89,71",1291,20.0,,333791,,poldrack-single-stim,s445
90,smaller_sooner,,discount_fixed,71,24.0,139.0,"89,71",966,20.0,,339177,,poldrack-single-stim,s445
91,smaller_sooner,,discount_fixed,71,58.0,72.0,"89,71",1247,20.0,,343746,,poldrack-single-stim,s445
92,smaller_sooner,,discount_fixed,71,56.0,93.0,"89,71",678,20.0,,350016,,poldrack-single-stim,s445
93,larger_later,,discount_fixed,89,45.0,26.0,"89,71",1464,20.0,,355538,,poldrack-single-stim,s445
94,smaller_sooner,,discount_fixed,71,23.0,42.0,"89,71",2986,20.0,,360108,,poldrack-single-stim,s445
95,smaller_sooner,,discount_fixed,71,50.0,41.0,"89,71",1649,20.0,,364746,,poldrack-single-stim,s445
96,smaller_sooner,,discount_fixed,71,25.0,176.0,"89,71",1718,20.0,,369384,,poldrack-single-stim,s445
97,larger_later,,discount_fixed,89,54.0,22.0,"89,71",1476,20.0,,374498,,poldrack-single-stim,s445
98,smaller_sooner,,discount_fixed,71,29.0,44.0,"89,71",1972,20.0,,379815,,poldrack-single-stim,s445
99,smaller_sooner,,discount_fixed,71,24.0,89.0,"89,71",2286,20.0,,384386,,poldrack-single-stim,s445
100,smaller_sooner,,discount_fixed,71,23.0,77.0,"89,71",1089,20.0,,388955,,poldrack-single-stim,s445
101,smaller_sooner,,discount_fixed,71,27.0,130.0,"89,71",1075,20.0,,393526,,poldrack-single-stim,s445
102,smaller_sooner,,discount_fixed,71,23.0,134.0,"89,71",829,20.0,,398368,,poldrack-single-stim,s445
103,smaller_sooner,,discount_fixed,71,55.0,107.0,"89,71",1262,20.0,,402870,,poldrack-single-stim,s445
104,smaller_sooner,,discount_fixed,71,44.0,143.0,"89,71",2022,20.0,,408528,,poldrack-single-stim,s445
105,smaller_sooner,,discount_fixed,71,23.0,110.0,"89,71",1225,20.0,,413437,,poldrack-single-stim,s445
106,smaller_sooner,,discount_fixed,71,65.0,156.0,"89,71",1870,20.0,,418075,,poldrack-single-stim,s445
107,smaller_sooner,,discount_fixed,71,22.0,27.0,"89,71",1829,20.0,,422577,,poldrack-single-stim,s445
108,smaller_sooner,,discount_fixed,71,50.0,59.0,"89,71",1566,20.0,,427079,,poldrack-single-stim,s445
109,smaller_sooner,,discount_fixed,71,85.0,129.0,"89,71",1575,20.0,,432193,,poldrack-single-stim,s445
110,smaller_sooner,,discount_fixed,71,66.0,58.0,"89,71",1696,20.0,,438328,,poldrack-single-stim,s445
111,smaller_sooner,,discount_fixed,71,49.0,172.0,"89,71",810,20.0,,443170,,poldrack-single-stim,s445
112,smaller_sooner,,discount_fixed,71,73.0,44.0,"89,71",2132,20.0,,447740,,poldrack-single-stim,s445
113,smaller_sooner,,discount_fixed,71,58.0,73.0,"89,71",2729,20.0,,452446,,poldrack-single-stim,s445
114,smaller_sooner,,discount_fixed,71,71.0,76.0,"89,71",1370,20.0,,458308,,poldrack-single-stim,s445
115,smaller_sooner,,discount_fixed,71,67.0,74.0,"89,71",1178,20.0,,462947,,poldrack-single-stim,s445
116,smaller_sooner,,discount_fixed,71,29.0,58.0,"89,71",1390,20.0,,468265,,poldrack-single-stim,s445
117,smaller_sooner,,discount_fixed,71,39.0,104.0,"89,71",928,20.0,,473243,,poldrack-single-stim,s445
118,smaller_sooner,,discount_fixed,71,33.0,103.0,"89,71",754,20.0,,477813,,poldrack-single-stim,s445
119,smaller_sooner,,discount_fixed,71,33.0,78.0,"89,71",942,20.0,,483335,,poldrack-single-stim,s445
120,smaller_sooner,,discount_fixed,71,74.0,52.0,"89,71",1439,20.0,,488925,,poldrack-single-stim,s445
121,smaller_sooner,,discount_fixed,71,28.0,132.0,"89,71",745,20.0,,494719,,poldrack-single-stim,s445
122,smaller_sooner,,discount_fixed,71,28.0,59.0,"89,71",865,20.0,,499290,,poldrack-single-stim,s445
123,smaller_sooner,,discount_fixed,71,28.0,163.0,"89,71",658,20.0,,504404,,poldrack-single-stim,s445
124,smaller_sooner,,discount_fixed,71,32.0,74.0,"89,71",754,20.0,,508906,,poldrack-single-stim,s445
125,smaller_sooner,,discount_fixed,71,57.0,89.0,"89,71",884,20.0,,513748,,poldrack-single-stim,s445
126,smaller_sooner,,discount_fixed,71,70.0,108.0,"89,71",2770,20.0,,518318,,poldrack-single-stim,s445
127,smaller_sooner,,discount_fixed,71,72.0,95.0,"89,71",943,20.0,,523705,,poldrack-single-stim,s445
128,smaller_sooner,,discount_fixed,71,30.0,36.0,"89,71",1587,20.0,,528751,,poldrack-single-stim,s445
129,smaller_sooner,,discount_fixed,71,41.0,129.0,"89,71",1737,20.0,,533457,,poldrack-single-stim,s445
130,smaller_sooner,,discount_fixed,71,78.0,129.0,"89,71",3510,20.0,,538367,,poldrack-single-stim,s445
131,smaller_sooner,,discount_fixed,71,71.0,88.0,"89,71",948,20.0,,543278,,poldrack-single-stim,s445
132,smaller_sooner,,discount_fixed,71,65.0,159.0,"89,71",839,20.0,,548121,,poldrack-single-stim,s445
133,smaller_sooner,,discount_fixed,71,24.0,125.0,"89,71",1293,20.0,,553234,,poldrack-single-stim,s445
134,larger_later,,discount_fixed,89,58.0,36.0,"89,71",1806,20.0,,558348,,poldrack-single-stim,s445
135,larger_later,,discount_fixed,89,63.0,37.0,"89,71",1859,20.0,,563054,,poldrack-single-stim,s445
136,larger_later,,discount_fixed,89,75.0,41.0,"89,71",2347,20.0,,567895,,poldrack-single-stim,s445
137,smaller_sooner,,discount_fixed,71,45.0,72.0,"89,71",1670,20.0,,572737,,poldrack-single-stim,s445
138,smaller_sooner,,discount_fixed,71,25.0,74.0,"89,71",1235,20.0,,579619,,poldrack-single-stim,s445
139,smaller_sooner,,discount_fixed,71,65.0,137.0,"89,71",1609,20.0,,584189,,poldrack-single-stim,s445
140,smaller_sooner,,discount_fixed,71,49.0,140.0,"89,71",2758,20.0,,588963,,poldrack-single-stim,s445
141,false,,discount_fixed,-1,67.0,103.0,"89,71",-1,20.0,,595981,,poldrack-single-stim,s445
142,smaller_sooner,,discount_fixed,71,69.0,172.0,"89,71",750,20.0,,600687,,poldrack-single-stim,s445
143,smaller_sooner,,discount_fixed,71,66.0,71.0,"89,71",1297,20.0,,605869,,poldrack-single-stim,s445
