,Unnamed: 0,Unnamed: 0.1,CTI,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_color,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
4259,4259,404,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",710.0,orange,4.0,magnitude,switch,,272755,stim,18.0,poldrack-single-stim,s519
4260,4260,407,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",863.0,orange,7.0,color,switch,,274861,stim,19.0,poldrack-single-stim,s519
4261,4261,410,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",518.0,orange,4.0,color,stay,,277767,stim,20.0,poldrack-single-stim,s519
4262,4262,413,100.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",1228.0,#1F45FC,9.0,color,stay,,280007,stim,21.0,poldrack-single-stim,s519
4263,4263,416,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",772.0,#1F45FC,4.0,magnitude,switch,,282112,stim,22.0,poldrack-single-stim,s519
4264,4264,419,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",474.0,#1F45FC,9.0,color,switch,,285017,stim,23.0,poldrack-single-stim,s519
4265,4265,422,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",473.0,orange,6.0,color,stay,,287922,stim,24.0,poldrack-single-stim,s519
4266,4266,425,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",662.0,orange,9.0,color,stay,,290299,stim,25.0,poldrack-single-stim,s519
4267,4267,428,100.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",796.0,#1F45FC,3.0,color,stay,,292812,stim,26.0,poldrack-single-stim,s519
4268,4268,431,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",624.0,orange,7.0,color,stay,,294917,stim,27.0,poldrack-single-stim,s519
4269,4269,434,100.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",924.0,#1F45FC,4.0,color,stay,,297023,stim,28.0,poldrack-single-stim,s519
4270,4270,437,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",559.0,#1F45FC,7.0,color,stay,,299929,stim,29.0,poldrack-single-stim,s519
4271,4271,440,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",778.0,orange,2.0,magnitude,switch,,303106,stim,30.0,poldrack-single-stim,s519
4272,4272,443,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",518.0,orange,9.0,magnitude,stay,,306146,stim,31.0,poldrack-single-stim,s519
4273,4273,446,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",526.0,orange,6.0,magnitude,stay,,309051,stim,32.0,poldrack-single-stim,s519
4274,4274,449,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",820.0,#1F45FC,4.0,magnitude,stay,,312501,stim,33.0,poldrack-single-stim,s519
4275,4275,452,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",770.0,#1F45FC,4.0,magnitude,stay,,314878,stim,34.0,poldrack-single-stim,s519
4276,4276,455,900.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",580.0,#1F45FC,2.0,magnitude,stay,,318057,stim,35.0,poldrack-single-stim,s519
4277,4277,458,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",704.0,#1F45FC,6.0,magnitude,stay,,320961,stim,36.0,poldrack-single-stim,s519
4278,4278,461,100.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",879.0,#1F45FC,9.0,magnitude,stay,,323066,stim,37.0,poldrack-single-stim,s519
4279,4279,464,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",857.0,#1F45FC,6.0,magnitude,stay,,325308,stim,38.0,poldrack-single-stim,s519
4280,4280,467,100.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",951.0,orange,8.0,magnitude,stay,,327413,stim,39.0,poldrack-single-stim,s519
4281,4281,470,100.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",728.0,#1F45FC,4.0,magnitude,stay,,329655,stim,40.0,poldrack-single-stim,s519
4282,4282,473,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",526.0,orange,7.0,magnitude,stay,,332832,stim,41.0,poldrack-single-stim,s519
4283,4283,476,100.0,False,71.0,Orange-Blue,,test,twobytwo,89.0,"89,71",1067.0,orange,3.0,color,switch,,335073,stim,42.0,poldrack-single-stim,s519
4284,4284,479,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",748.0,#1F45FC,2.0,color,stay,,337451,stim,43.0,poldrack-single-stim,s519
4285,4285,482,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",812.0,orange,1.0,magnitude,switch,,339557,stim,44.0,poldrack-single-stim,s519
4286,4286,485,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",935.0,#1F45FC,1.0,color,switch,,342478,stim,45.0,poldrack-single-stim,s519
4287,4287,488,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",847.0,orange,4.0,magnitude,switch,,344990,stim,46.0,poldrack-single-stim,s519
4288,4288,491,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",694.0,#1F45FC,2.0,magnitude,stay,,347895,stim,47.0,poldrack-single-stim,s519
4289,4289,494,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",625.0,orange,3.0,magnitude,stay,,351345,stim,48.0,poldrack-single-stim,s519
4290,4290,497,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",693.0,#1F45FC,1.0,magnitude,stay,,354386,stim,49.0,poldrack-single-stim,s519
4291,4291,500,100.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",807.0,orange,8.0,magnitude,stay,,356491,stim,50.0,poldrack-single-stim,s519
4292,4292,503,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",818.0,#1F45FC,1.0,color,switch,,358597,stim,51.0,poldrack-single-stim,s519
4293,4293,506,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",833.0,orange,9.0,magnitude,switch,,360839,stim,52.0,poldrack-single-stim,s519
4294,4294,509,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",921.0,#1F45FC,1.0,color,switch,,363081,stim,53.0,poldrack-single-stim,s519
4295,4295,512,900.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",411.0,orange,4.0,color,stay,,366257,stim,54.0,poldrack-single-stim,s519
4296,4296,515,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",676.0,orange,4.0,color,stay,,369586,stim,55.0,poldrack-single-stim,s519
4297,4297,518,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",620.0,orange,6.0,magnitude,switch,,372492,stim,56.0,poldrack-single-stim,s519
4298,4298,521,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",723.0,orange,9.0,magnitude,stay,,374597,stim,57.0,poldrack-single-stim,s519
4299,4299,524,900.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",690.0,#1F45FC,8.0,magnitude,stay,,377774,stim,58.0,poldrack-single-stim,s519
4300,4300,527,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",609.0,orange,7.0,magnitude,stay,,380015,stim,59.0,poldrack-single-stim,s519
4301,4301,530,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",502.0,orange,2.0,magnitude,stay,,382919,stim,60.0,poldrack-single-stim,s519
4302,4302,533,100.0,False,71.0,Color,,test,twobytwo,89.0,"89,71",847.0,orange,4.0,color,switch,,385025,stim,61.0,poldrack-single-stim,s519
4303,4303,536,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",1014.0,#1F45FC,3.0,magnitude,switch,,387130,stim,62.0,poldrack-single-stim,s519
4304,4304,539,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",825.0,orange,3.0,color,switch,,390714,stim,63.0,poldrack-single-stim,s519
4305,4305,542,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",847.0,#1F45FC,4.0,magnitude,switch,,392818,stim,64.0,poldrack-single-stim,s519
4306,4306,545,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",787.0,#1F45FC,3.0,magnitude,stay,,395994,stim,65.0,poldrack-single-stim,s519
4307,4307,548,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",692.0,#1F45FC,8.0,magnitude,stay,,398900,stim,66.0,poldrack-single-stim,s519
4308,4308,551,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",950.0,orange,9.0,magnitude,stay,,401277,stim,67.0,poldrack-single-stim,s519
4309,4309,554,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",415.0,orange,7.0,color,switch,,405134,stim,68.0,poldrack-single-stim,s519
4310,4310,557,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",706.0,orange,7.0,magnitude,switch,,407240,stim,69.0,poldrack-single-stim,s519
4311,4311,560,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",1246.0,#1F45FC,1.0,color,switch,,409344,stim,70.0,poldrack-single-stim,s519
4312,4312,563,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",707.0,orange,4.0,color,stay,,411449,stim,71.0,poldrack-single-stim,s519
4313,4313,566,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",729.0,#1F45FC,9.0,magnitude,switch,,414355,stim,72.0,poldrack-single-stim,s519
4314,4314,569,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",691.0,orange,4.0,color,switch,,416597,stim,73.0,poldrack-single-stim,s519
4315,4315,572,100.0,False,89.0,Orange-Blue,switch,test,twobytwo,-1.0,"89,71",-1.0,#1F45FC,8.0,color,stay,,418702,stim,74.0,poldrack-single-stim,s519
4316,4316,575,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",821.0,orange,9.0,magnitude,switch,,420806,stim,75.0,poldrack-single-stim,s519
4317,4317,578,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",724.0,orange,8.0,magnitude,stay,,422911,stim,76.0,poldrack-single-stim,s519
4318,4318,581,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",567.0,#1F45FC,1.0,color,switch,,426088,stim,77.0,poldrack-single-stim,s519
4319,4319,584,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",667.0,#1F45FC,1.0,magnitude,switch,,429130,stim,78.0,poldrack-single-stim,s519
4320,4320,587,100.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",924.0,orange,2.0,magnitude,stay,,431236,stim,79.0,poldrack-single-stim,s519
4321,4321,588,,,,,,,twobytwo,-1.0,none,-1.0,,,,,,441239,rest_block,,poldrack-single-stim,s519
4322,4322,593,100.0,False,89.0,Color,stay,test,twobytwo,71.0,"89,71",1053.0,#1F45FC,1.0,color,stay,,446988,stim,0.0,poldrack-single-stim,s519
4323,4323,596,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",1006.0,#1F45FC,9.0,magnitude,switch,,449908,stim,1.0,poldrack-single-stim,s519
4324,4324,599,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",858.0,#1F45FC,2.0,magnitude,stay,,453222,stim,2.0,poldrack-single-stim,s519
4325,4325,602,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",726.0,#1F45FC,3.0,color,switch,,455327,stim,3.0,poldrack-single-stim,s519
4326,4326,605,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",1046.0,#1F45FC,9.0,magnitude,switch,,457568,stim,4.0,poldrack-single-stim,s519
4327,4327,608,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",608.0,#1F45FC,6.0,color,switch,,460610,stim,5.0,poldrack-single-stim,s519
4328,4328,611,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",946.0,#1F45FC,4.0,magnitude,switch,,462850,stim,6.0,poldrack-single-stim,s519
4329,4329,614,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",686.0,orange,7.0,magnitude,stay,,465498,stim,7.0,poldrack-single-stim,s519
4330,4330,617,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",523.0,orange,9.0,color,switch,,468540,stim,8.0,poldrack-single-stim,s519
4331,4331,620,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",917.0,#1F45FC,4.0,magnitude,switch,,470645,stim,9.0,poldrack-single-stim,s519
4332,4332,623,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",721.0,orange,8.0,color,switch,,472751,stim,10.0,poldrack-single-stim,s519
4333,4333,626,100.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",728.0,orange,9.0,color,stay,,474856,stim,11.0,poldrack-single-stim,s519
4334,4334,629,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",836.0,orange,8.0,magnitude,switch,,476961,stim,12.0,poldrack-single-stim,s519
4335,4335,632,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",972.0,#1F45FC,8.0,color,switch,,479203,stim,13.0,poldrack-single-stim,s519
4336,4336,635,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",843.0,#1F45FC,6.0,color,stay,,481306,stim,14.0,poldrack-single-stim,s519
4337,4337,638,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",743.0,orange,1.0,magnitude,switch,,483411,stim,15.0,poldrack-single-stim,s519
4338,4338,641,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",843.0,#1F45FC,9.0,color,switch,,485516,stim,16.0,poldrack-single-stim,s519
4339,4339,644,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",581.0,orange,6.0,magnitude,switch,,488558,stim,17.0,poldrack-single-stim,s519
4340,4340,647,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",1052.0,orange,4.0,color,switch,,490798,stim,18.0,poldrack-single-stim,s519
4341,4341,650,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",850.0,orange,7.0,magnitude,switch,,493038,stim,19.0,poldrack-single-stim,s519
4342,4342,653,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",773.0,orange,4.0,magnitude,stay,,496078,stim,20.0,poldrack-single-stim,s519
4343,4343,656,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",928.0,#1F45FC,9.0,magnitude,stay,,498862,stim,21.0,poldrack-single-stim,s519
4344,4344,659,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",767.0,#1F45FC,4.0,color,switch,,501511,stim,22.0,poldrack-single-stim,s519
4345,4345,662,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",503.0,#1F45FC,9.0,magnitude,switch,,504689,stim,23.0,poldrack-single-stim,s519
4346,4346,665,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",609.0,orange,6.0,magnitude,stay,,507867,stim,24.0,poldrack-single-stim,s519
4347,4347,668,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",833.0,orange,9.0,magnitude,stay,,510380,stim,25.0,poldrack-single-stim,s519
4348,4348,671,100.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",936.0,#1F45FC,3.0,magnitude,stay,,512622,stim,26.0,poldrack-single-stim,s519
4349,4349,674,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",626.0,orange,7.0,magnitude,stay,,514998,stim,27.0,poldrack-single-stim,s519
4350,4350,677,100.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",779.0,#1F45FC,4.0,magnitude,stay,,517104,stim,28.0,poldrack-single-stim,s519
4351,4351,680,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",584.0,#1F45FC,7.0,magnitude,stay,,520146,stim,29.0,poldrack-single-stim,s519
4352,4352,683,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",543.0,orange,2.0,color,switch,,523324,stim,30.0,poldrack-single-stim,s519
4353,4353,686,900.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",588.0,orange,9.0,color,stay,,526229,stim,31.0,poldrack-single-stim,s519
4354,4354,689,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",434.0,orange,6.0,color,stay,,529814,stim,32.0,poldrack-single-stim,s519
4355,4355,692,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",474.0,#1F45FC,4.0,color,stay,,532719,stim,33.0,poldrack-single-stim,s519
4356,4356,695,100.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",1040.0,#1F45FC,4.0,color,stay,,534825,stim,34.0,poldrack-single-stim,s519
4357,4357,698,900.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",496.0,#1F45FC,2.0,color,stay,,537730,stim,35.0,poldrack-single-stim,s519
4358,4358,701,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",509.0,#1F45FC,6.0,color,stay,,540906,stim,36.0,poldrack-single-stim,s519
4359,4359,704,100.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",825.0,#1F45FC,9.0,color,stay,,543011,stim,37.0,poldrack-single-stim,s519
4360,4360,707,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",577.0,#1F45FC,6.0,color,stay,,545117,stim,38.0,poldrack-single-stim,s519
4361,4361,710,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",714.0,orange,8.0,color,stay,,547223,stim,39.0,poldrack-single-stim,s519
4362,4362,713,100.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",601.0,#1F45FC,4.0,color,stay,,550010,stim,40.0,poldrack-single-stim,s519
4363,4363,716,900.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",410.0,orange,7.0,color,stay,,552914,stim,41.0,poldrack-single-stim,s519
4364,4364,719,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",1269.0,orange,3.0,magnitude,switch,,555156,stim,42.0,poldrack-single-stim,s519
4365,4365,722,100.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",880.0,#1F45FC,2.0,magnitude,stay,,557669,stim,43.0,poldrack-single-stim,s519
4366,4366,725,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",789.0,orange,1.0,color,switch,,559910,stim,44.0,poldrack-single-stim,s519
4367,4367,728,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",753.0,#1F45FC,1.0,magnitude,switch,,562015,stim,45.0,poldrack-single-stim,s519
4368,4368,731,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",622.0,orange,4.0,color,switch,,564120,stim,46.0,poldrack-single-stim,s519
4369,4369,734,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",560.0,#1F45FC,2.0,color,stay,,567569,stim,47.0,poldrack-single-stim,s519
4370,4370,737,900.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",432.0,orange,3.0,color,stay,,570609,stim,48.0,poldrack-single-stim,s519
4371,4371,740,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",519.0,#1F45FC,1.0,color,stay,,574058,stim,49.0,poldrack-single-stim,s519
4372,4372,743,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",648.0,orange,8.0,color,stay,,576843,stim,50.0,poldrack-single-stim,s519
4373,4373,746,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",634.0,#1F45FC,1.0,magnitude,switch,,578947,stim,51.0,poldrack-single-stim,s519
4374,4374,749,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",778.0,orange,9.0,color,switch,,581324,stim,52.0,poldrack-single-stim,s519
4375,4375,752,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",733.0,#1F45FC,1.0,magnitude,switch,,584517,stim,53.0,poldrack-single-stim,s519
4376,4376,755,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",601.0,orange,4.0,magnitude,stay,,587422,stim,54.0,poldrack-single-stim,s519
4377,4377,758,100.0,False,89.0,High-Low,stay,test,twobytwo,71.0,"89,71",1229.0,orange,4.0,magnitude,stay,,589663,stim,55.0,poldrack-single-stim,s519
4378,4378,761,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",491.0,orange,6.0,color,switch,,592705,stim,56.0,poldrack-single-stim,s519
4379,4379,764,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",653.0,orange,9.0,color,stay,,594810,stim,57.0,poldrack-single-stim,s519
4380,4380,767,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",560.0,#1F45FC,8.0,color,stay,,597988,stim,58.0,poldrack-single-stim,s519
4381,4381,770,100.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",784.0,orange,7.0,color,stay,,600093,stim,59.0,poldrack-single-stim,s519
4382,4382,773,900.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",448.0,orange,2.0,color,stay,,603133,stim,60.0,poldrack-single-stim,s519
4383,4383,776,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",762.0,orange,4.0,magnitude,switch,,605373,stim,61.0,poldrack-single-stim,s519
4384,4384,779,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",957.0,#1F45FC,3.0,color,switch,,608022,stim,62.0,poldrack-single-stim,s519
4385,4385,782,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",605.0,orange,3.0,magnitude,switch,,610927,stim,63.0,poldrack-single-stim,s519
4386,4386,785,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",991.0,#1F45FC,4.0,color,switch,,613169,stim,64.0,poldrack-single-stim,s519
4387,4387,788,900.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",548.0,#1F45FC,3.0,color,stay,,616210,stim,65.0,poldrack-single-stim,s519
4388,4388,791,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",1006.0,#1F45FC,8.0,color,stay,,619250,stim,66.0,poldrack-single-stim,s519
4389,4389,794,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",749.0,orange,9.0,color,stay,,621354,stim,67.0,poldrack-single-stim,s519
4390,4390,797,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",713.0,orange,7.0,magnitude,switch,,624396,stim,68.0,poldrack-single-stim,s519
4391,4391,800,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",823.0,orange,7.0,color,switch,,626501,stim,69.0,poldrack-single-stim,s519
4392,4392,803,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",808.0,#1F45FC,1.0,magnitude,switch,,628743,stim,70.0,poldrack-single-stim,s519
4393,4393,806,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",859.0,orange,4.0,magnitude,stay,,631664,stim,71.0,poldrack-single-stim,s519
4394,4394,809,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",667.0,#1F45FC,9.0,color,switch,,634707,stim,72.0,poldrack-single-stim,s519
4395,4395,812,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",1186.0,orange,4.0,magnitude,switch,,636811,stim,73.0,poldrack-single-stim,s519
4396,4396,815,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",1244.0,#1F45FC,8.0,magnitude,stay,,638916,stim,74.0,poldrack-single-stim,s519
4397,4397,818,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",722.0,orange,9.0,color,switch,,641294,stim,75.0,poldrack-single-stim,s519
4398,4398,821,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",682.0,orange,8.0,color,stay,,643399,stim,76.0,poldrack-single-stim,s519
4399,4399,824,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",617.0,#1F45FC,1.0,magnitude,switch,,646304,stim,77.0,poldrack-single-stim,s519
4400,4400,827,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",626.0,#1F45FC,1.0,color,switch,,649209,stim,78.0,poldrack-single-stim,s519
4401,4401,830,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",685.0,orange,2.0,color,stay,,651722,stim,79.0,poldrack-single-stim,s519
4402,4402,8,900.0,True,71.0,Orange-Blue,,practice,twobytwo,71.0,"89,71",695.0,#1F45FC,9.0,color,switch,,-104347,stim,0.0,poldrack-categorize,s524
4403,4403,13,100.0,True,71.0,Magnitude,,practice,twobytwo,71.0,"89,71",821.0,#1F45FC,6.0,magnitude,switch,,-100738,stim,1.0,poldrack-categorize,s524
4404,4404,18,100.0,True,89.0,High-Low,switch,practice,twobytwo,89.0,"89,71",698.0,#1F45FC,2.0,magnitude,stay,,-97131,stim,2.0,poldrack-categorize,s524
4405,4405,23,100.0,True,89.0,High-Low,stay,practice,twobytwo,89.0,"89,71",656.0,#1F45FC,2.0,magnitude,stay,,-93523,stim,3.0,poldrack-categorize,s524
4406,4406,28,100.0,True,89.0,Magnitude,switch,practice,twobytwo,89.0,"89,71",720.0,orange,1.0,magnitude,stay,,-89916,stim,4.0,poldrack-categorize,s524
4407,4407,33,100.0,True,89.0,Color,,practice,twobytwo,89.0,"89,71",771.0,orange,9.0,color,switch,,-86310,stim,5.0,poldrack-categorize,s524
4408,4408,38,900.0,True,89.0,Orange-Blue,switch,practice,twobytwo,89.0,"89,71",602.0,orange,9.0,color,stay,,-81902,stim,6.0,poldrack-categorize,s524
4409,4409,43,900.0,True,71.0,High-Low,,practice,twobytwo,71.0,"89,71",731.0,#1F45FC,6.0,magnitude,switch,,-77494,stim,7.0,poldrack-categorize,s524
4410,4410,48,100.0,True,71.0,Orange-Blue,,practice,twobytwo,71.0,"89,71",1120.0,#1F45FC,4.0,color,switch,,-73885,stim,8.0,poldrack-categorize,s524
4411,4411,53,900.0,True,89.0,Color,switch,practice,twobytwo,89.0,"89,71",537.0,orange,7.0,color,stay,,-69479,stim,9.0,poldrack-categorize,s524
4412,4412,58,900.0,True,89.0,Color,stay,practice,twobytwo,89.0,"89,71",505.0,orange,2.0,color,stay,,-65072,stim,10.0,poldrack-categorize,s524
4413,4413,63,100.0,True,71.0,Magnitude,,practice,twobytwo,71.0,"89,71",783.0,orange,6.0,magnitude,switch,,-61464,stim,11.0,poldrack-categorize,s524
4414,4414,68,900.0,True,71.0,Orange-Blue,,practice,twobytwo,71.0,"89,71",773.0,#1F45FC,7.0,color,switch,,-57055,stim,12.0,poldrack-categorize,s524
4415,4415,73,900.0,True,71.0,Magnitude,,practice,twobytwo,71.0,"89,71",819.0,#1F45FC,6.0,magnitude,switch,,-52647,stim,13.0,poldrack-categorize,s524
4416,4416,78,900.0,True,89.0,Magnitude,stay,practice,twobytwo,89.0,"89,71",477.0,#1F45FC,1.0,magnitude,stay,,-48240,stim,14.0,poldrack-categorize,s524
4417,4417,83,100.0,True,71.0,Magnitude,stay,practice,twobytwo,71.0,"89,71",716.0,#1F45FC,9.0,magnitude,stay,,-44632,stim,15.0,poldrack-categorize,s524
4418,4418,107,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",639.0,#1F45FC,9.0,magnitude,stay,,5883,stim,0.0,poldrack-single-stim,s524
4419,4419,110,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",815.0,#1F45FC,6.0,color,switch,,8124,stim,1.0,poldrack-single-stim,s524
