,Unnamed: 0,Unnamed: 0.1,CTI,correct,correct_response,cue,cue_switch,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_color,stim_number,task,task_switch,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
1268,1268,767,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",633.0,#1F45FC,1.0,color,switch,,619751,stim,58.0,poldrack-single-stim,s251
1269,1269,770,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",552.0,orange,6.0,magnitude,switch,,621854,stim,59.0,poldrack-single-stim,s251
1270,1270,773,900.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",591.0,orange,2.0,magnitude,stay,,624895,stim,60.0,poldrack-single-stim,s251
1271,1271,776,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",729.0,#1F45FC,8.0,color,switch,,628617,stim,61.0,poldrack-single-stim,s251
1272,1272,779,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",500.0,#1F45FC,8.0,color,stay,,631930,stim,62.0,poldrack-single-stim,s251
1273,1273,782,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",599.0,orange,3.0,magnitude,switch,,634836,stim,63.0,poldrack-single-stim,s251
1274,1274,785,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",626.0,orange,2.0,color,switch,,637877,stim,64.0,poldrack-single-stim,s251
1275,1275,788,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",1043.0,orange,7.0,magnitude,switch,,640119,stim,65.0,poldrack-single-stim,s251
1276,1276,791,100.0,False,71.0,Orange-Blue,,test,twobytwo,89.0,"89,71",1274.0,orange,8.0,color,switch,,642360,stim,66.0,poldrack-single-stim,s251
1277,1277,794,100.0,False,71.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",928.0,orange,1.0,color,stay,,645009,stim,67.0,poldrack-single-stim,s251
1278,1278,797,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",489.0,orange,9.0,magnitude,switch,,648049,stim,68.0,poldrack-single-stim,s251
1279,1279,800,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",829.0,#1F45FC,1.0,color,switch,,650154,stim,69.0,poldrack-single-stim,s251
1280,1280,803,900.0,False,89.0,High-Low,,test,twobytwo,71.0,"89,71",1127.0,orange,1.0,magnitude,switch,,653060,stim,70.0,poldrack-single-stim,s251
1281,1281,806,900.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",608.0,#1F45FC,2.0,magnitude,stay,,655965,stim,71.0,poldrack-single-stim,s251
1282,1282,809,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",1057.0,#1F45FC,3.0,color,switch,,658871,stim,72.0,poldrack-single-stim,s251
1283,1283,812,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",1033.0,orange,4.0,magnitude,switch,,661112,stim,73.0,poldrack-single-stim,s251
1284,1284,815,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",856.0,#1F45FC,8.0,magnitude,stay,,664016,stim,74.0,poldrack-single-stim,s251
1285,1285,818,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",608.0,orange,6.0,color,switch,,666922,stim,75.0,poldrack-single-stim,s251
1286,1286,821,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",1001.0,#1F45FC,7.0,magnitude,switch,,669027,stim,76.0,poldrack-single-stim,s251
1287,1287,824,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",648.0,orange,6.0,color,switch,,671267,stim,77.0,poldrack-single-stim,s251
1288,1288,827,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",807.0,orange,3.0,magnitude,switch,,673508,stim,78.0,poldrack-single-stim,s251
1289,1289,830,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",766.0,orange,4.0,color,switch,,675748,stim,79.0,poldrack-single-stim,s251
1290,1290,8,900.0,True,89.0,Orange-Blue,,practice,twobytwo,89.0,"89,71",523.0,orange,8.0,color,switch,,-112654,stim,0.0,poldrack-categorize,s445
1291,1291,13,100.0,True,89.0,Color,switch,practice,twobytwo,89.0,"89,71",853.0,orange,6.0,color,stay,,-109045,stim,1.0,poldrack-categorize,s445
1292,1292,18,100.0,False,71.0,Magnitude,,practice,twobytwo,89.0,"89,71",645.0,orange,9.0,magnitude,switch,,-105433,stim,2.0,poldrack-categorize,s445
1293,1293,23,900.0,True,71.0,Color,,practice,twobytwo,71.0,"89,71",418.0,#1F45FC,9.0,color,switch,,-101023,stim,3.0,poldrack-categorize,s445
1294,1294,28,900.0,True,71.0,Color,stay,practice,twobytwo,71.0,"89,71",424.0,#1F45FC,2.0,color,stay,,-96611,stim,4.0,poldrack-categorize,s445
1295,1295,33,900.0,True,71.0,Magnitude,,practice,twobytwo,71.0,"89,71",600.0,orange,8.0,magnitude,switch,,-92202,stim,5.0,poldrack-categorize,s445
1296,1296,38,100.0,True,89.0,Orange-Blue,,practice,twobytwo,89.0,"89,71",711.0,orange,3.0,color,switch,,-88591,stim,6.0,poldrack-categorize,s445
1297,1297,43,900.0,True,71.0,Color,switch,practice,twobytwo,71.0,"89,71",357.0,#1F45FC,7.0,color,stay,,-84179,stim,7.0,poldrack-categorize,s445
1298,1298,48,100.0,True,89.0,Color,stay,practice,twobytwo,89.0,"89,71",671.0,orange,3.0,color,stay,,-80567,stim,8.0,poldrack-categorize,s445
1299,1299,53,900.0,True,71.0,Color,stay,practice,twobytwo,71.0,"89,71",460.0,#1F45FC,9.0,color,stay,,-76158,stim,9.0,poldrack-categorize,s445
1300,1300,58,100.0,True,71.0,Orange-Blue,switch,practice,twobytwo,71.0,"89,71",796.0,#1F45FC,8.0,color,stay,,-72546,stim,10.0,poldrack-categorize,s445
1301,1301,63,100.0,True,89.0,Orange-Blue,stay,practice,twobytwo,89.0,"89,71",678.0,orange,9.0,color,stay,,-68935,stim,11.0,poldrack-categorize,s445
1302,1302,68,900.0,True,89.0,Color,switch,practice,twobytwo,89.0,"89,71",459.0,orange,3.0,color,stay,,-64526,stim,12.0,poldrack-categorize,s445
1303,1303,73,900.0,True,89.0,Magnitude,,practice,twobytwo,89.0,"89,71",855.0,#1F45FC,3.0,magnitude,switch,,-60112,stim,13.0,poldrack-categorize,s445
1304,1304,78,100.0,True,89.0,Color,,practice,twobytwo,89.0,"89,71",778.0,orange,2.0,color,switch,,-56504,stim,14.0,poldrack-categorize,s445
1305,1305,83,100.0,True,71.0,Magnitude,,practice,twobytwo,71.0,"89,71",699.0,orange,9.0,magnitude,switch,,-52893,stim,15.0,poldrack-categorize,s445
1306,1306,107,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",642.0,orange,8.0,magnitude,stay,,7640,stim,0.0,poldrack-single-stim,s445
1307,1307,110,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",535.0,orange,6.0,color,switch,,10953,stim,1.0,poldrack-single-stim,s445
1308,1308,113,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",602.0,orange,9.0,magnitude,switch,,14674,stim,2.0,poldrack-single-stim,s445
1309,1309,116,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",395.0,#1F45FC,9.0,color,switch,,17987,stim,3.0,poldrack-single-stim,s445
1310,1310,119,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",1077.0,#1F45FC,2.0,magnitude,switch,,20227,stim,4.0,poldrack-single-stim,s445
1311,1311,122,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",606.0,orange,8.0,magnitude,stay,,22467,stim,5.0,poldrack-single-stim,s445
1312,1312,125,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",627.0,orange,3.0,magnitude,stay,,24571,stim,6.0,poldrack-single-stim,s445
1313,1313,128,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",529.0,#1F45FC,7.0,magnitude,stay,,26675,stim,7.0,poldrack-single-stim,s445
1314,1314,131,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",676.0,orange,3.0,color,switch,,29052,stim,8.0,poldrack-single-stim,s445
1315,1315,134,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",519.0,#1F45FC,9.0,magnitude,switch,,32366,stim,9.0,poldrack-single-stim,s445
1316,1316,137,100.0,False,71.0,Orange-Blue,,test,twobytwo,89.0,"89,71",646.0,#1F45FC,8.0,color,switch,,34470,stim,10.0,poldrack-single-stim,s445
1317,1317,140,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",489.0,orange,9.0,color,stay,,37511,stim,11.0,poldrack-single-stim,s445
1318,1318,143,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",547.0,orange,3.0,magnitude,switch,,40416,stim,12.0,poldrack-single-stim,s445
1319,1319,146,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",422.0,#1F45FC,3.0,color,switch,,43728,stim,13.0,poldrack-single-stim,s445
1320,1320,149,900.0,True,89.0,Color,switch,test,twobytwo,89.0,"89,71",470.0,orange,2.0,color,stay,,46904,stim,14.0,poldrack-single-stim,s445
1321,1321,152,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",683.0,orange,9.0,magnitude,switch,,49009,stim,15.0,poldrack-single-stim,s445
1322,1322,155,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",701.0,orange,6.0,magnitude,stay,,51386,stim,16.0,poldrack-single-stim,s445
1323,1323,158,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",389.0,#1F45FC,8.0,color,switch,,54290,stim,17.0,poldrack-single-stim,s445
1324,1324,161,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",596.0,#1F45FC,8.0,magnitude,switch,,57195,stim,18.0,poldrack-single-stim,s445
1325,1325,164,900.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",519.0,#1F45FC,6.0,magnitude,stay,,60374,stim,19.0,poldrack-single-stim,s445
1326,1326,167,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",695.0,orange,3.0,color,switch,,62616,stim,20.0,poldrack-single-stim,s445
1327,1327,170,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",575.0,orange,1.0,magnitude,switch,,64719,stim,21.0,poldrack-single-stim,s445
1328,1328,173,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",647.0,#1F45FC,9.0,magnitude,stay,,66823,stim,22.0,poldrack-single-stim,s445
1329,1329,176,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",661.0,orange,2.0,color,switch,,69727,stim,23.0,poldrack-single-stim,s445
1330,1330,179,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",580.0,#1F45FC,1.0,color,stay,,72631,stim,24.0,poldrack-single-stim,s445
1331,1331,182,900.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",1132.0,#1F45FC,6.0,color,stay,,75536,stim,25.0,poldrack-single-stim,s445
1332,1332,185,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",586.0,#1F45FC,4.0,magnitude,switch,,78576,stim,26.0,poldrack-single-stim,s445
1333,1333,188,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",944.0,#1F45FC,7.0,magnitude,stay,,80680,stim,27.0,poldrack-single-stim,s445
1334,1334,191,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",720.0,#1F45FC,9.0,color,switch,,82784,stim,28.0,poldrack-single-stim,s445
1335,1335,194,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",476.0,orange,8.0,color,stay,,85824,stim,29.0,poldrack-single-stim,s445
1336,1336,197,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",845.0,#1F45FC,2.0,color,stay,,87928,stim,30.0,poldrack-single-stim,s445
1337,1337,200,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",491.0,#1F45FC,8.0,magnitude,switch,,90969,stim,31.0,poldrack-single-stim,s445
1338,1338,203,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",421.0,#1F45FC,8.0,color,switch,,94554,stim,32.0,poldrack-single-stim,s445
1339,1339,206,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",583.0,#1F45FC,7.0,color,stay,,96931,stim,33.0,poldrack-single-stim,s445
1340,1340,209,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",533.0,orange,6.0,color,stay,,99971,stim,34.0,poldrack-single-stim,s445
1341,1341,212,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",1010.0,#1F45FC,1.0,magnitude,switch,,102077,stim,35.0,poldrack-single-stim,s445
1342,1342,215,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",424.0,orange,4.0,color,switch,,105118,stim,36.0,poldrack-single-stim,s445
1343,1343,218,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",462.0,#1F45FC,1.0,magnitude,switch,,108702,stim,37.0,poldrack-single-stim,s445
1344,1344,221,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",787.0,orange,3.0,color,switch,,111078,stim,38.0,poldrack-single-stim,s445
1345,1345,224,900.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",469.0,#1F45FC,3.0,color,stay,,113983,stim,39.0,poldrack-single-stim,s445
1346,1346,227,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",1128.0,#1F45FC,3.0,magnitude,switch,,116087,stim,40.0,poldrack-single-stim,s445
1347,1347,230,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",772.0,#1F45FC,6.0,magnitude,stay,,118326,stim,41.0,poldrack-single-stim,s445
1348,1348,233,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",883.0,orange,8.0,magnitude,stay,,121230,stim,42.0,poldrack-single-stim,s445
1349,1349,236,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",537.0,orange,4.0,magnitude,stay,,124135,stim,43.0,poldrack-single-stim,s445
1350,1350,239,100.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",900.0,orange,7.0,magnitude,stay,,126238,stim,44.0,poldrack-single-stim,s445
1351,1351,242,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",970.0,orange,9.0,color,switch,,128614,stim,45.0,poldrack-single-stim,s445
1352,1352,245,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",560.0,#1F45FC,1.0,magnitude,switch,,131926,stim,46.0,poldrack-single-stim,s445
1353,1353,248,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",670.0,#1F45FC,1.0,magnitude,stay,,134830,stim,47.0,poldrack-single-stim,s445
1354,1354,251,900.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",685.0,#1F45FC,3.0,magnitude,stay,,137735,stim,48.0,poldrack-single-stim,s445
1355,1355,254,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",416.0,#1F45FC,4.0,color,switch,,140638,stim,49.0,poldrack-single-stim,s445
1356,1356,257,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",852.0,#1F45FC,1.0,magnitude,switch,,143015,stim,50.0,poldrack-single-stim,s445
1357,1357,260,100.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",768.0,#1F45FC,7.0,magnitude,stay,,145254,stim,51.0,poldrack-single-stim,s445
1358,1358,263,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",547.0,orange,4.0,color,switch,,147359,stim,52.0,poldrack-single-stim,s445
1359,1359,266,900.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",617.0,#1F45FC,8.0,color,stay,,150806,stim,53.0,poldrack-single-stim,s445
1360,1360,269,100.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",886.0,#1F45FC,7.0,magnitude,switch,,153183,stim,54.0,poldrack-single-stim,s445
1361,1361,272,100.0,True,89.0,High-Low,stay,test,twobytwo,89.0,"89,71",768.0,#1F45FC,4.0,magnitude,stay,,155560,stim,55.0,poldrack-single-stim,s445
1362,1362,275,100.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",1009.0,#1F45FC,1.0,magnitude,stay,,157663,stim,56.0,poldrack-single-stim,s445
1363,1363,278,100.0,True,89.0,Magnitude,stay,test,twobytwo,89.0,"89,71",611.0,#1F45FC,2.0,magnitude,stay,,159768,stim,57.0,poldrack-single-stim,s445
1364,1364,281,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",756.0,orange,2.0,color,switch,,162008,stim,58.0,poldrack-single-stim,s445
1365,1365,284,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",590.0,orange,4.0,magnitude,switch,,164112,stim,59.0,poldrack-single-stim,s445
1366,1366,287,900.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",530.0,orange,6.0,magnitude,stay,,167152,stim,60.0,poldrack-single-stim,s445
1367,1367,290,900.0,False,89.0,Orange-Blue,,test,twobytwo,71.0,"89,71",500.0,orange,8.0,color,switch,,170327,stim,61.0,poldrack-single-stim,s445
1368,1368,293,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",589.0,orange,8.0,magnitude,switch,,172568,stim,62.0,poldrack-single-stim,s445
1369,1369,296,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",524.0,#1F45FC,7.0,magnitude,stay,,175744,stim,63.0,poldrack-single-stim,s445
1370,1370,299,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",575.0,orange,6.0,color,switch,,177848,stim,64.0,poldrack-single-stim,s445
1371,1371,302,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",472.0,orange,2.0,color,stay,,181568,stim,65.0,poldrack-single-stim,s445
1372,1372,305,100.0,True,71.0,Orange-Blue,switch,test,twobytwo,71.0,"89,71",1015.0,#1F45FC,4.0,color,stay,,184081,stim,66.0,poldrack-single-stim,s445
1373,1373,308,900.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",430.0,#1F45FC,8.0,color,stay,,186985,stim,67.0,poldrack-single-stim,s445
1374,1374,311,100.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",609.0,#1F45FC,7.0,color,stay,,189633,stim,68.0,poldrack-single-stim,s445
1375,1375,314,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",804.0,#1F45FC,4.0,magnitude,switch,,191875,stim,69.0,poldrack-single-stim,s445
1376,1376,317,100.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",1052.0,#1F45FC,3.0,color,switch,,193979,stim,70.0,poldrack-single-stim,s445
1377,1377,320,100.0,True,89.0,Orange-Blue,stay,test,twobytwo,89.0,"89,71",619.0,orange,6.0,color,stay,,196084,stim,71.0,poldrack-single-stim,s445
1378,1378,323,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",624.0,#1F45FC,2.0,color,stay,,198323,stim,72.0,poldrack-single-stim,s445
1379,1379,326,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",528.0,orange,2.0,color,stay,,201364,stim,73.0,poldrack-single-stim,s445
1380,1380,329,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",1148.0,orange,9.0,magnitude,switch,,203739,stim,74.0,poldrack-single-stim,s445
1381,1381,332,900.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",518.0,#1F45FC,1.0,magnitude,stay,,207869,stim,75.0,poldrack-single-stim,s445
1382,1382,335,900.0,True,89.0,Magnitude,switch,test,twobytwo,89.0,"89,71",575.0,orange,3.0,magnitude,stay,,210774,stim,76.0,poldrack-single-stim,s445
1383,1383,338,100.0,False,71.0,Color,,test,twobytwo,89.0,"89,71",629.0,#1F45FC,2.0,color,switch,,212880,stim,77.0,poldrack-single-stim,s445
1384,1384,341,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",716.0,#1F45FC,1.0,magnitude,switch,,215256,stim,78.0,poldrack-single-stim,s445
1385,1385,344,900.0,False,71.0,Color,,test,twobytwo,89.0,"89,71",481.0,#1F45FC,3.0,color,switch,,218298,stim,79.0,poldrack-single-stim,s445
1386,1386,345,,,,,,,twobytwo,-1.0,none,-1.0,,,,,,228300,rest_block,,poldrack-single-stim,s445
1387,1387,350,900.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",489.0,orange,8.0,magnitude,stay,,234711,stim,0.0,poldrack-single-stim,s445
1388,1388,353,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",614.0,orange,6.0,color,switch,,237616,stim,1.0,poldrack-single-stim,s445
1389,1389,356,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",662.0,orange,9.0,magnitude,switch,,240519,stim,2.0,poldrack-single-stim,s445
1390,1390,359,900.0,True,71.0,Orange-Blue,,test,twobytwo,71.0,"89,71",513.0,#1F45FC,9.0,color,switch,,244103,stim,3.0,poldrack-single-stim,s445
1391,1391,362,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",871.0,#1F45FC,2.0,magnitude,switch,,246207,stim,4.0,poldrack-single-stim,s445
1392,1392,365,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",682.0,orange,8.0,magnitude,stay,,248584,stim,5.0,poldrack-single-stim,s445
1393,1393,368,100.0,True,89.0,High-Low,switch,test,twobytwo,89.0,"89,71",803.0,orange,3.0,magnitude,stay,,250688,stim,6.0,poldrack-single-stim,s445
1394,1394,371,100.0,True,71.0,Magnitude,switch,test,twobytwo,71.0,"89,71",907.0,#1F45FC,7.0,magnitude,stay,,253065,stim,7.0,poldrack-single-stim,s445
1395,1395,374,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",809.0,orange,3.0,color,switch,,256122,stim,8.0,poldrack-single-stim,s445
1396,1396,377,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",532.0,#1F45FC,9.0,magnitude,switch,,259027,stim,9.0,poldrack-single-stim,s445
1397,1397,380,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",954.0,#1F45FC,8.0,color,switch,,261131,stim,10.0,poldrack-single-stim,s445
1398,1398,383,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",454.0,orange,9.0,color,stay,,264035,stim,11.0,poldrack-single-stim,s445
1399,1399,386,900.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",516.0,orange,3.0,magnitude,switch,,266939,stim,12.0,poldrack-single-stim,s445
1400,1400,389,900.0,False,71.0,Color,,test,twobytwo,89.0,"89,71",892.0,#1F45FC,3.0,color,switch,,269979,stim,13.0,poldrack-single-stim,s445
1401,1401,392,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",764.0,orange,2.0,color,stay,,272883,stim,14.0,poldrack-single-stim,s445
1402,1402,395,100.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",703.0,orange,9.0,magnitude,switch,,274988,stim,15.0,poldrack-single-stim,s445
1403,1403,398,100.0,True,71.0,High-Low,switch,test,twobytwo,71.0,"89,71",733.0,orange,6.0,magnitude,stay,,277091,stim,16.0,poldrack-single-stim,s445
1404,1404,401,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",431.0,#1F45FC,8.0,color,switch,,280268,stim,17.0,poldrack-single-stim,s445
1405,1405,404,900.0,True,71.0,High-Low,,test,twobytwo,71.0,"89,71",460.0,#1F45FC,8.0,magnitude,switch,,283308,stim,18.0,poldrack-single-stim,s445
1406,1406,407,900.0,True,71.0,High-Low,stay,test,twobytwo,71.0,"89,71",520.0,#1F45FC,6.0,magnitude,stay,,286212,stim,19.0,poldrack-single-stim,s445
1407,1407,410,100.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",690.0,orange,3.0,color,switch,,288452,stim,20.0,poldrack-single-stim,s445
1408,1408,413,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",859.0,orange,1.0,magnitude,switch,,291374,stim,21.0,poldrack-single-stim,s445
1409,1409,416,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",1112.0,#1F45FC,9.0,magnitude,stay,,293887,stim,22.0,poldrack-single-stim,s445
1410,1410,419,900.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",517.0,orange,2.0,color,switch,,296791,stim,23.0,poldrack-single-stim,s445
1411,1411,422,900.0,False,71.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",528.0,#1F45FC,1.0,color,stay,,299830,stim,24.0,poldrack-single-stim,s445
1412,1412,425,900.0,True,71.0,Orange-Blue,stay,test,twobytwo,71.0,"89,71",438.0,#1F45FC,6.0,color,stay,,302871,stim,25.0,poldrack-single-stim,s445
1413,1413,428,900.0,False,89.0,Magnitude,,test,twobytwo,71.0,"89,71",437.0,#1F45FC,4.0,magnitude,switch,,305911,stim,26.0,poldrack-single-stim,s445
1414,1414,431,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",616.0,#1F45FC,7.0,magnitude,stay,,308559,stim,27.0,poldrack-single-stim,s445
1415,1415,434,100.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",600.0,#1F45FC,9.0,color,switch,,310800,stim,28.0,poldrack-single-stim,s445
1416,1416,437,900.0,True,89.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",554.0,orange,8.0,color,stay,,313705,stim,29.0,poldrack-single-stim,s445
1417,1417,440,100.0,True,71.0,Color,switch,test,twobytwo,71.0,"89,71",766.0,#1F45FC,2.0,color,stay,,315810,stim,30.0,poldrack-single-stim,s445
1418,1418,443,900.0,True,71.0,Magnitude,,test,twobytwo,71.0,"89,71",486.0,#1F45FC,8.0,magnitude,switch,,318714,stim,31.0,poldrack-single-stim,s445
1419,1419,446,900.0,True,71.0,Color,,test,twobytwo,71.0,"89,71",361.0,#1F45FC,8.0,color,switch,,321619,stim,32.0,poldrack-single-stim,s445
1420,1420,449,100.0,True,71.0,Color,stay,test,twobytwo,71.0,"89,71",543.0,#1F45FC,7.0,color,stay,,323858,stim,33.0,poldrack-single-stim,s445
1421,1421,452,900.0,True,89.0,Color,stay,test,twobytwo,89.0,"89,71",483.0,orange,6.0,color,stay,,326762,stim,34.0,poldrack-single-stim,s445
1422,1422,455,100.0,True,89.0,High-Low,,test,twobytwo,89.0,"89,71",713.0,#1F45FC,1.0,magnitude,switch,,328868,stim,35.0,poldrack-single-stim,s445
1423,1423,458,900.0,True,89.0,Orange-Blue,,test,twobytwo,89.0,"89,71",474.0,orange,4.0,color,switch,,331773,stim,36.0,poldrack-single-stim,s445
1424,1424,461,900.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",521.0,#1F45FC,1.0,magnitude,switch,,334813,stim,37.0,poldrack-single-stim,s445
1425,1425,464,100.0,True,89.0,Color,,test,twobytwo,89.0,"89,71",662.0,orange,3.0,color,switch,,337053,stim,38.0,poldrack-single-stim,s445
1426,1426,467,900.0,False,71.0,Orange-Blue,switch,test,twobytwo,89.0,"89,71",723.0,#1F45FC,3.0,color,stay,,340093,stim,39.0,poldrack-single-stim,s445
1427,1427,470,100.0,True,89.0,Magnitude,,test,twobytwo,89.0,"89,71",697.0,#1F45FC,3.0,magnitude,switch,,342332,stim,40.0,poldrack-single-stim,s445
1428,1428,473,100.0,True,71.0,Magnitude,stay,test,twobytwo,71.0,"89,71",790.0,#1F45FC,6.0,magnitude,stay,,345116,stim,41.0,poldrack-single-stim,s445
