,Unnamed: 0,Unnamed: 0.1,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
2127,2127,188,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",514,,192707,probe,0.0,poldrack-single-stim,512
2128,2128,191,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",408,,196850,probe,1.0,poldrack-single-stim,512
2129,2129,194,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",414,,200856,probe,2.0,poldrack-single-stim,512
2130,2130,197,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",433,,204861,probe,3.0,poldrack-single-stim,512
2131,2131,200,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",463,,209274,probe,4.0,poldrack-single-stim,512
2132,2132,203,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",512,,213415,probe,5.0,poldrack-single-stim,512
2133,2133,206,AX,0.0,89.0,test,dot_pattern_expectancy,71.0,"89,71",439,,217965,probe,6.0,poldrack-single-stim,512
2134,2134,209,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",456,,222243,probe,7.0,poldrack-single-stim,512
2135,2135,212,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",351,,226249,probe,8.0,poldrack-single-stim,512
2136,2136,215,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",478,,230934,probe,9.0,poldrack-single-stim,512
2137,2137,218,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",353,,234939,probe,10.0,poldrack-single-stim,512
2138,2138,221,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",531,,241119,probe,11.0,poldrack-single-stim,512
2139,2139,224,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",307,,245261,probe,12.0,poldrack-single-stim,512
2140,2140,227,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",497,,249402,probe,13.0,poldrack-single-stim,512
2141,2141,230,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",378,,253406,probe,14.0,poldrack-single-stim,512
2142,2142,233,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",450,,257818,probe,15.0,poldrack-single-stim,512
2143,2143,236,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",409,,261958,probe,16.0,poldrack-single-stim,512
2144,2144,239,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",267,,265962,probe,17.0,poldrack-single-stim,512
2145,2145,242,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",371,,270375,probe,18.0,poldrack-single-stim,512
2146,2146,245,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",299,,275061,probe,19.0,poldrack-single-stim,512
2147,2147,248,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",400,,279338,probe,20.0,poldrack-single-stim,512
2148,2148,251,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",803,,283343,probe,21.0,poldrack-single-stim,512
2149,2149,254,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",398,,287348,probe,22.0,poldrack-single-stim,512
2150,2150,257,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",464,,291898,probe,23.0,poldrack-single-stim,512
2151,2151,260,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",536,,297262,probe,24.0,poldrack-single-stim,512
2152,2152,263,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",330,,301269,probe,25.0,poldrack-single-stim,512
2153,2153,266,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",519,,305546,probe,26.0,poldrack-single-stim,512
2154,2154,269,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",357,,309823,probe,27.0,poldrack-single-stim,512
2155,2155,272,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",524,,315188,probe,28.0,poldrack-single-stim,512
2156,2156,275,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",433,,319466,probe,29.0,poldrack-single-stim,512
2157,2157,278,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",708,,323608,probe,30.0,poldrack-single-stim,512
2158,2158,281,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",446,,328566,probe,31.0,poldrack-single-stim,512
2159,2159,284,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",332,,332707,probe,32.0,poldrack-single-stim,512
2160,2160,287,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",481,,336713,probe,33.0,poldrack-single-stim,512
2161,2161,290,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",486,,340855,probe,34.0,poldrack-single-stim,512
2162,2162,293,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",556,,344996,probe,35.0,poldrack-single-stim,512
2163,2163,296,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",382,,349682,probe,36.0,poldrack-single-stim,512
2164,2164,299,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",352,,353686,probe,37.0,poldrack-single-stim,512
2165,2165,302,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",573,,357828,probe,38.0,poldrack-single-stim,512
2166,2166,305,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",514,,361968,probe,39.0,poldrack-single-stim,512
2167,2167,306,,,,,dot_pattern_expectancy,-1.0,none,-1,,369472,rest_block,,poldrack-single-stim,512
2168,2168,310,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",385,,377161,probe,0.0,poldrack-single-stim,512
2169,2169,313,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",560,,381983,probe,1.0,poldrack-single-stim,512
2170,2170,316,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",496,,386125,probe,2.0,poldrack-single-stim,512
2171,2171,319,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",494,,390540,probe,3.0,poldrack-single-stim,512
2172,2172,322,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",1054,,396584,probe,4.0,poldrack-single-stim,512
2173,2173,325,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",480,,400727,probe,5.0,poldrack-single-stim,512
2174,2174,328,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",248,,404732,probe,6.0,poldrack-single-stim,512
2175,2175,331,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",341,,408738,probe,7.0,poldrack-single-stim,512
2176,2176,334,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",365,,413015,probe,8.0,poldrack-single-stim,512
2177,2177,337,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",710,,417973,probe,9.0,poldrack-single-stim,512
2178,2178,340,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",404,,422386,probe,10.0,poldrack-single-stim,512
2179,2179,343,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",332,,426529,probe,11.0,poldrack-single-stim,512
2180,2180,346,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",569,,430536,probe,12.0,poldrack-single-stim,512
2181,2181,349,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",377,,434676,probe,13.0,poldrack-single-stim,512
2182,2182,352,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",427,,438818,probe,14.0,poldrack-single-stim,512
2183,2183,355,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",303,,443774,probe,15.0,poldrack-single-stim,512
2184,2184,358,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",422,,447781,probe,16.0,poldrack-single-stim,512
2185,2185,361,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",272,,451786,probe,17.0,poldrack-single-stim,512
2186,2186,364,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",403,,455929,probe,18.0,poldrack-single-stim,512
2187,2187,367,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",803,,460070,probe,19.0,poldrack-single-stim,512
2188,2188,370,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",497,,464212,probe,20.0,poldrack-single-stim,512
2189,2189,373,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",509,,468220,probe,21.0,poldrack-single-stim,512
2190,2190,376,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",421,,472225,probe,22.0,poldrack-single-stim,512
2191,2191,379,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",441,,476504,probe,23.0,poldrack-single-stim,512
2192,2192,382,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",375,,481189,probe,24.0,poldrack-single-stim,512
2193,2193,385,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",441,,485467,probe,25.0,poldrack-single-stim,512
2194,2194,388,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",290,,489472,probe,26.0,poldrack-single-stim,512
2195,2195,391,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",475,,493477,probe,27.0,poldrack-single-stim,512
2196,2196,394,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",353,,497618,probe,28.0,poldrack-single-stim,512
2197,2197,397,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",622,,502304,probe,29.0,poldrack-single-stim,512
2198,2198,400,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",544,,507124,probe,30.0,poldrack-single-stim,512
2199,2199,403,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",528,,511267,probe,31.0,poldrack-single-stim,512
2200,2200,406,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",487,,515951,probe,32.0,poldrack-single-stim,512
2201,2201,409,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",586,,520500,probe,33.0,poldrack-single-stim,512
2202,2202,412,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",339,,524776,probe,34.0,poldrack-single-stim,512
2203,2203,415,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",341,,528782,probe,35.0,poldrack-single-stim,512
2204,2204,418,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",474,,533467,probe,36.0,poldrack-single-stim,512
2205,2205,421,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",522,,538425,probe,37.0,poldrack-single-stim,512
2206,2206,424,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",392,,542567,probe,38.0,poldrack-single-stim,512
2207,2207,427,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",557,,546980,probe,39.0,poldrack-single-stim,512
2208,2208,428,,,,,dot_pattern_expectancy,-1.0,none,-1,,554482,rest_block,,poldrack-single-stim,512
2209,2209,432,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",368,,561761,probe,0.0,poldrack-single-stim,512
2210,2210,435,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",471,,565766,probe,1.0,poldrack-single-stim,512
2211,2211,438,AY,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",399,,570723,probe,2.0,poldrack-single-stim,512
2212,2212,441,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",594,,575000,probe,3.0,poldrack-single-stim,512
2213,2213,444,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",476,,579412,probe,4.0,poldrack-single-stim,512
2214,2214,447,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",394,,583824,probe,5.0,poldrack-single-stim,512
2215,2215,450,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",395,,588919,probe,6.0,poldrack-single-stim,512
2216,2216,453,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",748,,592924,probe,7.0,poldrack-single-stim,512
2217,2217,456,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",627,,596931,probe,8.0,poldrack-single-stim,512
2218,2218,459,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",553,,600936,probe,9.0,poldrack-single-stim,512
2219,2219,462,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",498,,605077,probe,10.0,poldrack-single-stim,512
2220,2220,465,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",470,,609626,probe,11.0,poldrack-single-stim,512
2221,2221,468,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",371,,613904,probe,12.0,poldrack-single-stim,512
2222,2222,471,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",588,,618999,probe,13.0,poldrack-single-stim,512
2223,2223,474,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",766,,623003,probe,14.0,poldrack-single-stim,512
2224,2224,477,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",631,,627961,probe,15.0,poldrack-single-stim,512
2225,2225,480,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",276,,632102,probe,16.0,poldrack-single-stim,512
2226,2226,483,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",474,,636242,probe,17.0,poldrack-single-stim,512
2227,2227,486,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",594,,640248,probe,18.0,poldrack-single-stim,512
2228,2228,489,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",654,,644388,probe,19.0,poldrack-single-stim,512
2229,2229,492,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",556,,648394,probe,20.0,poldrack-single-stim,512
2230,2230,495,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",725,,653080,probe,21.0,poldrack-single-stim,512
2231,2231,498,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",452,,657086,probe,22.0,poldrack-single-stim,512
2232,2232,501,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",492,,661500,probe,23.0,poldrack-single-stim,512
2233,2233,504,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",653,,665643,probe,24.0,poldrack-single-stim,512
2234,2234,507,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",593,,669784,probe,25.0,poldrack-single-stim,512
2235,2235,510,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",392,,673926,probe,26.0,poldrack-single-stim,512
2236,2236,513,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",350,,677931,probe,27.0,poldrack-single-stim,512
2237,2237,516,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",371,,682480,probe,28.0,poldrack-single-stim,512
2238,2238,519,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",620,,687164,probe,29.0,poldrack-single-stim,512
2239,2239,522,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",537,,691306,probe,30.0,poldrack-single-stim,512
2240,2240,525,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",481,,695585,probe,31.0,poldrack-single-stim,512
2241,2241,528,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",353,,699590,probe,32.0,poldrack-single-stim,512
2242,2242,531,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",444,,704004,probe,33.0,poldrack-single-stim,512
2243,2243,534,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",434,,708553,probe,34.0,poldrack-single-stim,512
2244,2244,537,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",575,,712695,probe,35.0,poldrack-single-stim,512
2245,2245,540,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",425,,716973,probe,36.0,poldrack-single-stim,512
2246,2246,543,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",932,,721114,probe,37.0,poldrack-single-stim,512
2247,2247,546,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",885,,725391,probe,38.0,poldrack-single-stim,512
2248,2248,549,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",339,,729398,probe,39.0,poldrack-single-stim,512
2249,2249,7,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",706,,-115029,probe,0.0,poldrack-single-stim,s513
2250,2250,11,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",598,,-110518,probe,1.0,poldrack-single-stim,s513
2251,2251,15,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",453,,-105408,probe,2.0,poldrack-single-stim,s513
2252,2252,19,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",260,,-100099,probe,3.0,poldrack-single-stim,s513
2253,2253,23,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",332,,-94589,probe,4.0,poldrack-single-stim,s513
2254,2254,27,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",417,,-89679,probe,5.0,poldrack-single-stim,s513
2255,2255,31,AX,0.0,89.0,practice,dot_pattern_expectancy,-1.0,"89,71",-1,,-85170,probe,6.0,poldrack-single-stim,s513
2256,2256,35,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",750,,-80660,probe,7.0,poldrack-single-stim,s513
2257,2257,39,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",484,,-76151,probe,8.0,poldrack-single-stim,s513
2258,2258,43,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",786,,-71442,probe,9.0,poldrack-single-stim,s513
2259,2259,66,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",576,,7286,probe,0.0,poldrack-single-stim,s513
2260,2260,69,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",378,,11293,probe,1.0,poldrack-single-stim,s513
2261,2261,72,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",535,,16252,probe,2.0,poldrack-single-stim,s513
2262,2262,75,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",679,,20530,probe,3.0,poldrack-single-stim,s513
2263,2263,78,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",464,,24945,probe,4.0,poldrack-single-stim,s513
2264,2264,81,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",689,,29361,probe,5.0,poldrack-single-stim,s513
2265,2265,84,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",445,,34455,probe,6.0,poldrack-single-stim,s513
2266,2266,87,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",645,,38461,probe,7.0,poldrack-single-stim,s513
2267,2267,90,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",588,,42468,probe,8.0,poldrack-single-stim,s513
2268,2268,93,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",515,,46475,probe,9.0,poldrack-single-stim,s513
2269,2269,96,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",675,,50617,probe,10.0,poldrack-single-stim,s513
2270,2270,99,BX,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",590,,55169,probe,11.0,poldrack-single-stim,s513
2271,2271,102,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",570,,59448,probe,12.0,poldrack-single-stim,s513
2272,2272,105,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",282,,64541,probe,13.0,poldrack-single-stim,s513
2273,2273,108,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",643,,68547,probe,14.0,poldrack-single-stim,s513
2274,2274,111,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",505,,73507,probe,15.0,poldrack-single-stim,s513
2275,2275,114,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",951,,77651,probe,16.0,poldrack-single-stim,s513
2276,2276,117,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",473,,81792,probe,17.0,poldrack-single-stim,s513
2277,2277,120,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",848,,85799,probe,18.0,poldrack-single-stim,s513
2278,2278,123,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",473,,89943,probe,19.0,poldrack-single-stim,s513
2279,2279,126,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",550,,93950,probe,20.0,poldrack-single-stim,s513
2280,2280,129,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",663,,98638,probe,21.0,poldrack-single-stim,s513
2281,2281,132,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",507,,102648,probe,22.0,poldrack-single-stim,s513
2282,2282,135,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",520,,107064,probe,23.0,poldrack-single-stim,s513
2283,2283,138,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",339,,111208,probe,24.0,poldrack-single-stim,s513
2284,2284,141,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",435,,115352,probe,25.0,poldrack-single-stim,s513
2285,2285,144,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",385,,119496,probe,26.0,poldrack-single-stim,s513
2286,2286,147,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",780,,123503,probe,27.0,poldrack-single-stim,s513
2287,2287,150,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",608,,128053,probe,28.0,poldrack-single-stim,s513
2288,2288,153,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",908,,132740,probe,29.0,poldrack-single-stim,s513
2289,2289,156,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",783,,136883,probe,30.0,poldrack-single-stim,s513
2290,2290,159,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",750,,141163,probe,31.0,poldrack-single-stim,s513
2291,2291,162,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",408,,145170,probe,32.0,poldrack-single-stim,s513
2292,2292,165,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",504,,149585,probe,33.0,poldrack-single-stim,s513
2293,2293,168,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",359,,154134,probe,34.0,poldrack-single-stim,s513
2294,2294,171,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",386,,158277,probe,35.0,poldrack-single-stim,s513
2295,2295,174,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",380,,162556,probe,36.0,poldrack-single-stim,s513
2296,2296,177,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",289,,166699,probe,37.0,poldrack-single-stim,s513
2297,2297,180,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",316,,170977,probe,38.0,poldrack-single-stim,s513
2298,2298,183,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",577,,174985,probe,39.0,poldrack-single-stim,s513
2299,2299,184,,,,,dot_pattern_expectancy,-1.0,none,-1,,182487,rest_block,,poldrack-single-stim,s513
2300,2300,188,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",612,,189634,probe,0.0,poldrack-single-stim,s513
2301,2301,191,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",771,,193640,probe,1.0,poldrack-single-stim,s513
2302,2302,194,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",513,,198189,probe,2.0,poldrack-single-stim,s513
2303,2303,197,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",360,,202467,probe,3.0,poldrack-single-stim,s513
2304,2304,200,BX,0.0,71.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,206609,probe,4.0,poldrack-single-stim,s513
2305,2305,203,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",433,,210752,probe,5.0,poldrack-single-stim,s513
2306,2306,206,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",705,,214760,probe,6.0,poldrack-single-stim,s513
2307,2307,209,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",637,,218766,probe,7.0,poldrack-single-stim,s513
2308,2308,212,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",688,,223317,probe,8.0,poldrack-single-stim,s513
2309,2309,215,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",600,,228275,probe,9.0,poldrack-single-stim,s513
2310,2310,218,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",431,,232689,probe,10.0,poldrack-single-stim,s513
2311,2311,221,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",661,,236697,probe,11.0,poldrack-single-stim,s513
2312,2312,224,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",532,,241111,probe,12.0,poldrack-single-stim,s513
2313,2313,227,BX,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",786,,245798,probe,13.0,poldrack-single-stim,s513
2314,2314,230,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",378,,249805,probe,14.0,poldrack-single-stim,s513
2315,2315,233,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",677,,254221,probe,15.0,poldrack-single-stim,s513
2316,2316,236,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",731,,259045,probe,16.0,poldrack-single-stim,s513
2317,2317,239,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",550,,263866,probe,17.0,poldrack-single-stim,s513
2318,2318,242,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",707,,268008,probe,18.0,poldrack-single-stim,s513
2319,2319,245,AY,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",936,,272016,probe,19.0,poldrack-single-stim,s513
2320,2320,248,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",725,,276430,probe,20.0,poldrack-single-stim,s513
2321,2321,251,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",768,,280437,probe,21.0,poldrack-single-stim,s513
2322,2322,254,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",827,,285262,probe,22.0,poldrack-single-stim,s513
2323,2323,257,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",891,,289269,probe,23.0,poldrack-single-stim,s513
2324,2324,260,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",900,,294500,probe,24.0,poldrack-single-stim,s513
2325,2325,263,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",480,,298507,probe,25.0,poldrack-single-stim,s513
2326,2326,266,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",774,,302650,probe,26.0,poldrack-single-stim,s513
2327,2327,269,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",791,,306793,probe,27.0,poldrack-single-stim,s513
2328,2328,272,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",1021,,311071,probe,28.0,poldrack-single-stim,s513
2329,2329,275,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",597,,315351,probe,29.0,poldrack-single-stim,s513
2330,2330,278,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",661,,319358,probe,30.0,poldrack-single-stim,s513
2331,2331,281,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",710,,324316,probe,31.0,poldrack-single-stim,s513
2332,2332,284,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",747,,328458,probe,32.0,poldrack-single-stim,s513
