,Unnamed: 0,Unnamed: 0.1,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
1073,1073,141,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",316,,115272,probe,25.0,poldrack-single-stim,s471
1074,1074,144,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",418,,119412,probe,26.0,poldrack-single-stim,s471
1075,1075,147,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",443,,123417,probe,27.0,poldrack-single-stim,s471
1076,1076,150,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",497,,127965,probe,28.0,poldrack-single-stim,s471
1077,1077,153,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",593,,132650,probe,29.0,poldrack-single-stim,s471
1078,1078,156,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",505,,136789,probe,30.0,poldrack-single-stim,s471
1079,1079,159,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",653,,141065,probe,31.0,poldrack-single-stim,s471
1080,1080,162,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",420,,145069,probe,32.0,poldrack-single-stim,s471
1081,1081,165,BX,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",889,,149481,probe,33.0,poldrack-single-stim,s471
1082,1082,168,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",1089,,154029,probe,34.0,poldrack-single-stim,s471
1083,1083,171,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",853,,158170,probe,35.0,poldrack-single-stim,s471
1084,1084,174,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",505,,162446,probe,36.0,poldrack-single-stim,s471
1085,1085,177,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",454,,166587,probe,37.0,poldrack-single-stim,s471
1086,1086,180,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",84,,170863,probe,38.0,poldrack-single-stim,s471
1087,1087,183,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",616,,174867,probe,39.0,poldrack-single-stim,s471
1088,1088,184,,,,,dot_pattern_expectancy,-1.0,none,-1,,182369,rest_block,,poldrack-single-stim,s471
1089,1089,188,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",315,,189512,probe,0.0,poldrack-single-stim,s471
1090,1090,191,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",904,,193516,probe,1.0,poldrack-single-stim,s471
1091,1091,194,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",597,,198064,probe,2.0,poldrack-single-stim,s471
1092,1092,197,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",734,,202341,probe,3.0,poldrack-single-stim,s471
1093,1093,200,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",588,,206480,probe,4.0,poldrack-single-stim,s471
1094,1094,203,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",529,,210621,probe,5.0,poldrack-single-stim,s471
1095,1095,206,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",683,,214624,probe,6.0,poldrack-single-stim,s471
1096,1096,209,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",524,,218627,probe,7.0,poldrack-single-stim,s471
1097,1097,212,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",650,,223176,probe,8.0,poldrack-single-stim,s471
1098,1098,215,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",505,,228131,probe,9.0,poldrack-single-stim,s471
1099,1099,218,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",557,,232544,probe,10.0,poldrack-single-stim,s471
1100,1100,221,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",632,,236547,probe,11.0,poldrack-single-stim,s471
1101,1101,224,AX,0.0,89.0,test,dot_pattern_expectancy,71.0,"89,71",460,,240958,probe,12.0,poldrack-single-stim,s471
1102,1102,227,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",540,,245642,probe,13.0,poldrack-single-stim,s471
1103,1103,230,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",787,,249647,probe,14.0,poldrack-single-stim,s471
1104,1104,233,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",997,,254059,probe,15.0,poldrack-single-stim,s471
1105,1105,236,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",442,,258878,probe,16.0,poldrack-single-stim,s471
1106,1106,239,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",547,,263699,probe,17.0,poldrack-single-stim,s471
1107,1107,242,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",374,,267838,probe,18.0,poldrack-single-stim,s471
1108,1108,245,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",607,,271843,probe,19.0,poldrack-single-stim,s471
1109,1109,248,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",619,,276255,probe,20.0,poldrack-single-stim,s471
1110,1110,251,AX,0.0,89.0,test,dot_pattern_expectancy,71.0,"89,71",613,,280258,probe,21.0,poldrack-single-stim,s471
1111,1111,254,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",647,,285079,probe,22.0,poldrack-single-stim,s471
1112,1112,257,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",525,,289084,probe,23.0,poldrack-single-stim,s471
1113,1113,260,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",605,,294312,probe,24.0,poldrack-single-stim,s471
1114,1114,263,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",633,,298316,probe,25.0,poldrack-single-stim,s471
1115,1115,266,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",631,,302456,probe,26.0,poldrack-single-stim,s471
1116,1116,269,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",612,,306597,probe,27.0,poldrack-single-stim,s471
1117,1117,272,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",462,,310873,probe,28.0,poldrack-single-stim,s471
1118,1118,275,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",167,,315150,probe,29.0,poldrack-single-stim,s471
1119,1119,278,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",559,,319154,probe,30.0,poldrack-single-stim,s471
1120,1120,281,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",544,,324110,probe,31.0,poldrack-single-stim,s471
1121,1121,284,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",510,,328250,probe,32.0,poldrack-single-stim,s471
1122,1122,287,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",556,,332390,probe,33.0,poldrack-single-stim,s471
1123,1123,290,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",812,,336394,probe,34.0,poldrack-single-stim,s471
1124,1124,293,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",375,,340398,probe,35.0,poldrack-single-stim,s471
1125,1125,296,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",491,,345218,probe,36.0,poldrack-single-stim,s471
1126,1126,299,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",630,,349766,probe,37.0,poldrack-single-stim,s471
1127,1127,302,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",602,,356217,probe,38.0,poldrack-single-stim,s471
1128,1128,305,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",533,,360358,probe,39.0,poldrack-single-stim,s471
1129,1129,306,,,,,dot_pattern_expectancy,-1.0,none,-1,,367861,rest_block,,poldrack-single-stim,s471
1130,1130,310,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",661,,375003,probe,0.0,poldrack-single-stim,s471
1131,1131,313,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",578,,379143,probe,1.0,poldrack-single-stim,s471
1132,1132,316,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",929,,383147,probe,2.0,poldrack-single-stim,s471
1133,1133,319,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",469,,387150,probe,3.0,poldrack-single-stim,s471
1134,1134,322,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",508,,391562,probe,4.0,poldrack-single-stim,s471
1135,1135,325,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",582,,395701,probe,5.0,poldrack-single-stim,s471
1136,1136,328,AX,0.0,89.0,test,dot_pattern_expectancy,71.0,"89,71",1530,,400250,probe,6.0,poldrack-single-stim,s471
1137,1137,331,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",606,,404526,probe,7.0,poldrack-single-stim,s471
1138,1138,334,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",628,,408531,probe,8.0,poldrack-single-stim,s471
1139,1139,337,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",552,,413215,probe,9.0,poldrack-single-stim,s471
1140,1140,340,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",499,,417219,probe,10.0,poldrack-single-stim,s471
1141,1141,343,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",349,,423399,probe,11.0,poldrack-single-stim,s471
1142,1142,346,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",536,,427540,probe,12.0,poldrack-single-stim,s471
1143,1143,349,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",383,,431680,probe,13.0,poldrack-single-stim,s471
1144,1144,352,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",326,,435683,probe,14.0,poldrack-single-stim,s471
1145,1145,355,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",385,,440096,probe,15.0,poldrack-single-stim,s471
1146,1146,358,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",614,,444235,probe,16.0,poldrack-single-stim,s471
1147,1147,361,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",917,,448238,probe,17.0,poldrack-single-stim,s471
1148,1148,364,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",656,,452650,probe,18.0,poldrack-single-stim,s471
1149,1149,367,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",348,,457334,probe,19.0,poldrack-single-stim,s471
1150,1150,370,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",619,,461611,probe,20.0,poldrack-single-stim,s471
1151,1151,373,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",734,,465615,probe,21.0,poldrack-single-stim,s471
1152,1152,376,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",914,,469619,probe,22.0,poldrack-single-stim,s471
1153,1153,379,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",442,,474167,probe,23.0,poldrack-single-stim,s471
1154,1154,382,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",759,,479532,probe,24.0,poldrack-single-stim,s471
1155,1155,385,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",436,,483535,probe,25.0,poldrack-single-stim,s471
1156,1156,388,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",340,,487812,probe,26.0,poldrack-single-stim,s471
1157,1157,391,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",554,,492088,probe,27.0,poldrack-single-stim,s471
1158,1158,394,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",523,,497453,probe,28.0,poldrack-single-stim,s471
1159,1159,397,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",428,,501728,probe,29.0,poldrack-single-stim,s471
1160,1160,400,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",1124,,505869,probe,30.0,poldrack-single-stim,s471
1161,1161,403,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",20,,510824,probe,31.0,poldrack-single-stim,s471
1162,1162,406,AX,0.0,89.0,test,dot_pattern_expectancy,71.0,"89,71",1192,,514965,probe,32.0,poldrack-single-stim,s471
1163,1163,409,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",629,,518968,probe,33.0,poldrack-single-stim,s471
1164,1164,412,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",419,,523108,probe,34.0,poldrack-single-stim,s471
1165,1165,415,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",578,,527248,probe,35.0,poldrack-single-stim,s471
1166,1166,418,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",495,,531933,probe,36.0,poldrack-single-stim,s471
1167,1167,421,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",536,,535937,probe,37.0,poldrack-single-stim,s471
1168,1168,424,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",545,,540078,probe,38.0,poldrack-single-stim,s471
1169,1169,427,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",727,,544218,probe,39.0,poldrack-single-stim,s471
1170,1170,428,,,,,dot_pattern_expectancy,-1.0,none,-1,,551719,rest_block,,poldrack-single-stim,s471
1171,1171,432,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",612,,559405,probe,0.0,poldrack-single-stim,s471
1172,1172,435,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",663,,564226,probe,1.0,poldrack-single-stim,s471
1173,1173,438,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",713,,568365,probe,2.0,poldrack-single-stim,s471
1174,1174,441,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",630,,572777,probe,3.0,poldrack-single-stim,s471
1175,1175,444,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",1037,,578821,probe,4.0,poldrack-single-stim,s471
1176,1176,447,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",298,,582961,probe,5.0,poldrack-single-stim,s471
1177,1177,450,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",696,,586965,probe,6.0,poldrack-single-stim,s471
1178,1178,453,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",596,,590968,probe,7.0,poldrack-single-stim,s471
1179,1179,456,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",585,,595244,probe,8.0,poldrack-single-stim,s471
1180,1180,459,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",670,,600199,probe,9.0,poldrack-single-stim,s471
1181,1181,462,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",390,,604612,probe,10.0,poldrack-single-stim,s471
1182,1182,465,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",1059,,608752,probe,11.0,poldrack-single-stim,s471
1183,1183,468,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",682,,612755,probe,12.0,poldrack-single-stim,s471
1184,1184,471,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",500,,616896,probe,13.0,poldrack-single-stim,s471
1185,1185,474,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",834,,621036,probe,14.0,poldrack-single-stim,s471
1186,1186,477,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",401,,625992,probe,15.0,poldrack-single-stim,s471
1187,1187,480,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",708,,629995,probe,16.0,poldrack-single-stim,s471
1188,1188,483,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",965,,633999,probe,17.0,poldrack-single-stim,s471
1189,1189,486,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",421,,638139,probe,18.0,poldrack-single-stim,s471
1190,1190,489,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",650,,642278,probe,19.0,poldrack-single-stim,s471
1191,1191,492,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",509,,646419,probe,20.0,poldrack-single-stim,s471
1192,1192,495,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",553,,650423,probe,21.0,poldrack-single-stim,s471
1193,1193,498,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",495,,654426,probe,22.0,poldrack-single-stim,s471
1194,1194,501,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",551,,658703,probe,23.0,poldrack-single-stim,s471
1195,1195,504,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",495,,663387,probe,24.0,poldrack-single-stim,s471
1196,1196,507,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",318,,667664,probe,25.0,poldrack-single-stim,s471
1197,1197,510,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",715,,671667,probe,26.0,poldrack-single-stim,s471
1198,1198,513,AX,0.0,89.0,test,dot_pattern_expectancy,-1.0,"89,71",-1,,675671,probe,27.0,poldrack-single-stim,s471
1199,1199,516,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",749,,679811,probe,28.0,poldrack-single-stim,s471
1200,1200,519,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",1113,,684496,probe,29.0,poldrack-single-stim,s471
1201,1201,522,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",691,,689315,probe,30.0,poldrack-single-stim,s471
1202,1202,525,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",298,,693456,probe,31.0,poldrack-single-stim,s471
1203,1203,528,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",351,,698140,probe,32.0,poldrack-single-stim,s471
1204,1204,531,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",772,,702688,probe,33.0,poldrack-single-stim,s471
1205,1205,534,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",515,,706964,probe,34.0,poldrack-single-stim,s471
1206,1206,537,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",601,,710967,probe,35.0,poldrack-single-stim,s471
1207,1207,540,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",576,,715652,probe,36.0,poldrack-single-stim,s471
1208,1208,543,AY,0.0,71.0,test,dot_pattern_expectancy,89.0,"89,71",1335,,720607,probe,37.0,poldrack-single-stim,s471
1209,1209,546,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",554,,724746,probe,38.0,poldrack-single-stim,s471
1210,1210,549,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",489,,729158,probe,39.0,poldrack-single-stim,s471
1211,1211,7,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",709,,-146988,probe,0.0,poldrack-single-stim,s483
1212,1212,11,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",506,,-141479,probe,1.0,poldrack-single-stim,s483
1213,1213,15,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",772,,-136770,probe,2.0,poldrack-single-stim,s483
1214,1214,19,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",446,,-132261,probe,3.0,poldrack-single-stim,s483
1215,1215,23,BX,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",744,,-127751,probe,4.0,poldrack-single-stim,s483
1216,1216,27,AY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",654,,-122641,probe,5.0,poldrack-single-stim,s483
1217,1217,31,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",421,,-117733,probe,6.0,poldrack-single-stim,s483
1218,1218,35,BY,1.0,71.0,practice,dot_pattern_expectancy,71.0,"89,71",11,,-113226,probe,7.0,poldrack-single-stim,s483
1219,1219,39,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",367,,-108719,probe,8.0,poldrack-single-stim,s483
1220,1220,43,AX,1.0,89.0,practice,dot_pattern_expectancy,89.0,"89,71",409,,-103412,probe,9.0,poldrack-single-stim,s483
1221,1221,66,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",389,,7147,probe,0.0,poldrack-single-stim,s483
1222,1222,69,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",657,,11154,probe,1.0,poldrack-single-stim,s483
1223,1223,72,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",461,,15705,probe,2.0,poldrack-single-stim,s483
1224,1224,75,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",297,,19983,probe,3.0,poldrack-single-stim,s483
1225,1225,78,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",243,,24127,probe,4.0,poldrack-single-stim,s483
1226,1226,81,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",425,,28269,probe,5.0,poldrack-single-stim,s483
1227,1227,84,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",528,,32276,probe,6.0,poldrack-single-stim,s483
1228,1228,87,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",503,,36282,probe,7.0,poldrack-single-stim,s483
1229,1229,90,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",479,,40833,probe,8.0,poldrack-single-stim,s483
1230,1230,93,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",393,,45792,probe,9.0,poldrack-single-stim,s483
1231,1231,96,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",577,,50206,probe,10.0,poldrack-single-stim,s483
1232,1232,99,AX,0.0,89.0,test,dot_pattern_expectancy,71.0,"89,71",528,,54213,probe,11.0,poldrack-single-stim,s483
1233,1233,102,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",431,,58627,probe,12.0,poldrack-single-stim,s483
1234,1234,105,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",328,,63316,probe,13.0,poldrack-single-stim,s483
1235,1235,108,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",702,,67323,probe,14.0,poldrack-single-stim,s483
1236,1236,111,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",383,,71737,probe,15.0,poldrack-single-stim,s483
1237,1237,114,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",333,,76560,probe,16.0,poldrack-single-stim,s483
1238,1238,117,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",565,,81382,probe,17.0,poldrack-single-stim,s483
1239,1239,120,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",475,,85524,probe,18.0,poldrack-single-stim,s483
1240,1240,123,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",518,,89532,probe,19.0,poldrack-single-stim,s483
1241,1241,126,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",341,,93946,probe,20.0,poldrack-single-stim,s483
1242,1242,129,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",387,,97953,probe,21.0,poldrack-single-stim,s483
1243,1243,132,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",510,,102778,probe,22.0,poldrack-single-stim,s483
1244,1244,135,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",416,,106785,probe,23.0,poldrack-single-stim,s483
1245,1245,138,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",541,,112016,probe,24.0,poldrack-single-stim,s483
1246,1246,141,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",414,,116023,probe,25.0,poldrack-single-stim,s483
1247,1247,144,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",526,,120167,probe,26.0,poldrack-single-stim,s483
1248,1248,147,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",574,,124310,probe,27.0,poldrack-single-stim,s483
1249,1249,150,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",409,,128589,probe,28.0,poldrack-single-stim,s483
1250,1250,153,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",344,,132868,probe,29.0,poldrack-single-stim,s483
1251,1251,156,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",363,,136875,probe,30.0,poldrack-single-stim,s483
1252,1252,159,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",381,,141835,probe,31.0,poldrack-single-stim,s483
1253,1253,162,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",382,,145979,probe,32.0,poldrack-single-stim,s483
1254,1254,165,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",612,,150123,probe,33.0,poldrack-single-stim,s483
1255,1255,168,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",376,,154131,probe,34.0,poldrack-single-stim,s483
1256,1256,171,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",316,,158136,probe,35.0,poldrack-single-stim,s483
1257,1257,174,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",356,,162958,probe,36.0,poldrack-single-stim,s483
1258,1258,177,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",532,,167507,probe,37.0,poldrack-single-stim,s483
1259,1259,180,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",351,,173962,probe,38.0,poldrack-single-stim,s483
1260,1260,183,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",445,,178105,probe,39.0,poldrack-single-stim,s483
1261,1261,184,,,,,dot_pattern_expectancy,-1.0,none,-1,,185608,rest_block,,poldrack-single-stim,s483
1262,1262,188,AY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",508,,192754,probe,0.0,poldrack-single-stim,s483
1263,1263,191,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",585,,196897,probe,1.0,poldrack-single-stim,s483
1264,1264,194,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",467,,200905,probe,2.0,poldrack-single-stim,s483
1265,1265,197,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",462,,204911,probe,3.0,poldrack-single-stim,s483
1266,1266,200,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",455,,209324,probe,4.0,poldrack-single-stim,s483
1267,1267,203,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",359,,213466,probe,5.0,poldrack-single-stim,s483
1268,1268,206,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",404,,218016,probe,6.0,poldrack-single-stim,s483
1269,1269,209,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",362,,222296,probe,7.0,poldrack-single-stim,s483
1270,1270,212,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",385,,226304,probe,8.0,poldrack-single-stim,s483
1271,1271,215,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",389,,230990,probe,9.0,poldrack-single-stim,s483
1272,1272,218,AX,1.0,89.0,test,dot_pattern_expectancy,89.0,"89,71",371,,234997,probe,10.0,poldrack-single-stim,s483
1273,1273,221,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",343,,241179,probe,11.0,poldrack-single-stim,s483
1274,1274,224,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",489,,245321,probe,12.0,poldrack-single-stim,s483
1275,1275,227,BY,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",303,,249465,probe,13.0,poldrack-single-stim,s483
1276,1276,230,BX,1.0,71.0,test,dot_pattern_expectancy,71.0,"89,71",303,,253472,probe,14.0,poldrack-single-stim,s483
