,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_color,stim_word,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
61,congruent,0.0,82.0,test,stroop,-1,"89,71,82",-1,green,green,,44414,stim,18.0,poldrack-single-stim,s445
62,incongruent,0.0,82.0,test,stroop,-1,"89,71,82",-1,green,red,,47097,stim,19.0,poldrack-single-stim,s445
63,incongruent,0.0,89.0,test,stroop,-1,"89,71,82",-1,red,green,,49100,stim,20.0,poldrack-single-stim,s445
64,incongruent,0.0,82.0,test,stroop,71,"89,71,82",913,green,blue,,51239,stim,21.0,poldrack-single-stim,s445
65,congruent,1.0,71.0,test,stroop,71,"89,71,82",720,blue,blue,,54195,stim,22.0,poldrack-single-stim,s445
66,incongruent,1.0,82.0,test,stroop,82,"89,71,82",695,green,red,,56197,stim,23.0,poldrack-single-stim,s445
67,incongruent,1.0,82.0,test,stroop,82,"89,71,82",629,green,blue,,58471,stim,24.0,poldrack-single-stim,s445
68,incongruent,1.0,89.0,test,stroop,89,"89,71,82",630,red,blue,,60473,stim,25.0,poldrack-single-stim,s445
69,congruent,1.0,82.0,test,stroop,82,"89,71,82",610,green,green,,62476,stim,26.0,poldrack-single-stim,s445
70,congruent,1.0,89.0,test,stroop,89,"89,71,82",695,red,red,,64479,stim,27.0,poldrack-single-stim,s445
71,incongruent,1.0,71.0,test,stroop,71,"89,71,82",596,blue,red,,66481,stim,28.0,poldrack-single-stim,s445
72,congruent,1.0,71.0,test,stroop,71,"89,71,82",675,blue,blue,,68620,stim,29.0,poldrack-single-stim,s445
73,congruent,1.0,82.0,test,stroop,82,"89,71,82",740,green,green,,70623,stim,30.0,poldrack-single-stim,s445
74,incongruent,1.0,89.0,test,stroop,89,"89,71,82",658,red,blue,,72625,stim,31.0,poldrack-single-stim,s445
75,congruent,1.0,89.0,test,stroop,89,"89,71,82",647,red,red,,74765,stim,32.0,poldrack-single-stim,s445
76,incongruent,1.0,82.0,test,stroop,82,"89,71,82",704,green,red,,76767,stim,33.0,poldrack-single-stim,s445
77,incongruent,1.0,71.0,test,stroop,71,"89,71,82",579,blue,red,,78770,stim,34.0,poldrack-single-stim,s445
78,incongruent,1.0,89.0,test,stroop,89,"89,71,82",589,red,blue,,80909,stim,35.0,poldrack-single-stim,s445
79,congruent,1.0,71.0,test,stroop,71,"89,71,82",581,blue,blue,,83047,stim,36.0,poldrack-single-stim,s445
80,congruent,1.0,71.0,test,stroop,71,"89,71,82",625,blue,blue,,85321,stim,37.0,poldrack-single-stim,s445
81,incongruent,1.0,71.0,test,stroop,71,"89,71,82",660,blue,red,,88005,stim,38.0,poldrack-single-stim,s445
82,congruent,1.0,82.0,test,stroop,82,"89,71,82",799,green,green,,90008,stim,39.0,poldrack-single-stim,s445
83,congruent,1.0,82.0,test,stroop,82,"89,71,82",653,green,green,,92011,stim,40.0,poldrack-single-stim,s445
84,incongruent,0.0,71.0,test,stroop,89,"89,71,82",742,blue,red,,94287,stim,41.0,poldrack-single-stim,s445
85,incongruent,1.0,71.0,test,stroop,71,"89,71,82",565,blue,red,,96289,stim,42.0,poldrack-single-stim,s445
86,congruent,1.0,82.0,test,stroop,82,"89,71,82",676,green,green,,98292,stim,43.0,poldrack-single-stim,s445
87,incongruent,1.0,82.0,test,stroop,82,"89,71,82",704,green,blue,,100294,stim,44.0,poldrack-single-stim,s445
88,incongruent,1.0,71.0,test,stroop,71,"89,71,82",598,blue,red,,102295,stim,45.0,poldrack-single-stim,s445
89,incongruent,1.0,89.0,test,stroop,89,"89,71,82",481,red,green,,104297,stim,46.0,poldrack-single-stim,s445
90,incongruent,1.0,82.0,test,stroop,82,"89,71,82",683,green,red,,106299,stim,47.0,poldrack-single-stim,s445
91,congruent,1.0,82.0,test,stroop,82,"89,71,82",824,green,green,,108573,stim,48.0,poldrack-single-stim,s445
92,incongruent,1.0,89.0,test,stroop,89,"89,71,82",971,red,green,,110575,stim,49.0,poldrack-single-stim,s445
93,congruent,1.0,89.0,test,stroop,89,"89,71,82",852,red,red,,112986,stim,50.0,poldrack-single-stim,s445
94,congruent,1.0,82.0,test,stroop,82,"89,71,82",643,green,green,,114991,stim,51.0,poldrack-single-stim,s445
95,congruent,1.0,71.0,test,stroop,71,"89,71,82",645,blue,blue,,117128,stim,52.0,poldrack-single-stim,s445
96,congruent,1.0,89.0,test,stroop,89,"89,71,82",780,red,red,,119131,stim,53.0,poldrack-single-stim,s445
97,congruent,1.0,71.0,test,stroop,71,"89,71,82",1176,blue,blue,,121135,stim,54.0,poldrack-single-stim,s445
98,incongruent,1.0,89.0,test,stroop,89,"89,71,82",796,red,blue,,123137,stim,55.0,poldrack-single-stim,s445
99,congruent,1.0,89.0,test,stroop,89,"89,71,82",779,red,red,,125411,stim,56.0,poldrack-single-stim,s445
100,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1100,blue,green,,127413,stim,57.0,poldrack-single-stim,s445
101,incongruent,1.0,82.0,test,stroop,82,"89,71,82",983,green,red,,129687,stim,58.0,poldrack-single-stim,s445
102,incongruent,1.0,71.0,test,stroop,71,"89,71,82",700,blue,green,,131962,stim,59.0,poldrack-single-stim,s445
103,incongruent,1.0,82.0,test,stroop,82,"89,71,82",844,green,blue,,133965,stim,60.0,poldrack-single-stim,s445
104,congruent,1.0,82.0,test,stroop,82,"89,71,82",903,green,green,,136648,stim,61.0,poldrack-single-stim,s445
105,incongruent,1.0,82.0,test,stroop,82,"89,71,82",829,green,blue,,138650,stim,62.0,poldrack-single-stim,s445
106,congruent,1.0,71.0,test,stroop,71,"89,71,82",605,blue,blue,,140924,stim,63.0,poldrack-single-stim,s445
107,congruent,1.0,89.0,test,stroop,89,"89,71,82",621,red,red,,142926,stim,64.0,poldrack-single-stim,s445
108,congruent,1.0,71.0,test,stroop,71,"89,71,82",544,blue,blue,,144929,stim,65.0,poldrack-single-stim,s445
109,incongruent,1.0,89.0,test,stroop,89,"89,71,82",981,red,blue,,147203,stim,66.0,poldrack-single-stim,s445
110,congruent,1.0,71.0,test,stroop,71,"89,71,82",815,blue,blue,,149341,stim,67.0,poldrack-single-stim,s445
111,congruent,1.0,89.0,test,stroop,89,"89,71,82",614,red,red,,151890,stim,68.0,poldrack-single-stim,s445
112,incongruent,1.0,82.0,test,stroop,82,"89,71,82",646,green,red,,154300,stim,69.0,poldrack-single-stim,s445
113,incongruent,0.0,71.0,test,stroop,89,"89,71,82",865,blue,red,,156303,stim,70.0,poldrack-single-stim,s445
114,incongruent,1.0,89.0,test,stroop,89,"89,71,82",872,red,green,,158306,stim,71.0,poldrack-single-stim,s445
115,incongruent,1.0,82.0,test,stroop,82,"89,71,82",719,green,blue,,160308,stim,72.0,poldrack-single-stim,s445
116,congruent,1.0,71.0,test,stroop,71,"89,71,82",521,blue,blue,,162854,stim,73.0,poldrack-single-stim,s445
117,congruent,1.0,89.0,test,stroop,89,"89,71,82",566,red,red,,164992,stim,74.0,poldrack-single-stim,s445
118,congruent,1.0,71.0,test,stroop,71,"89,71,82",508,blue,blue,,166995,stim,75.0,poldrack-single-stim,s445
119,congruent,1.0,71.0,test,stroop,71,"89,71,82",564,blue,blue,,168998,stim,76.0,poldrack-single-stim,s445
120,congruent,1.0,89.0,test,stroop,89,"89,71,82",547,red,red,,171272,stim,77.0,poldrack-single-stim,s445
121,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1525,blue,green,,173275,stim,78.0,poldrack-single-stim,s445
122,congruent,1.0,71.0,test,stroop,71,"89,71,82",858,blue,blue,,175277,stim,79.0,poldrack-single-stim,s445
123,incongruent,1.0,89.0,test,stroop,89,"89,71,82",974,red,blue,,177416,stim,80.0,poldrack-single-stim,s445
124,incongruent,0.0,71.0,test,stroop,82,"89,71,82",805,blue,green,,179418,stim,81.0,poldrack-single-stim,s445
125,incongruent,1.0,89.0,test,stroop,89,"89,71,82",1105,red,green,,181693,stim,82.0,poldrack-single-stim,s445
126,congruent,1.0,71.0,test,stroop,71,"89,71,82",629,blue,blue,,183832,stim,83.0,poldrack-single-stim,s445
127,incongruent,1.0,89.0,test,stroop,89,"89,71,82",681,red,green,,186243,stim,84.0,poldrack-single-stim,s445
128,congruent,1.0,89.0,test,stroop,89,"89,71,82",611,red,red,,188246,stim,85.0,poldrack-single-stim,s445
129,congruent,1.0,82.0,test,stroop,82,"89,71,82",652,green,green,,190248,stim,86.0,poldrack-single-stim,s445
130,incongruent,1.0,71.0,test,stroop,71,"89,71,82",519,blue,green,,193068,stim,87.0,poldrack-single-stim,s445
131,incongruent,1.0,71.0,test,stroop,71,"89,71,82",647,blue,green,,195070,stim,88.0,poldrack-single-stim,s445
132,incongruent,1.0,89.0,test,stroop,89,"89,71,82",781,red,blue,,197073,stim,89.0,poldrack-single-stim,s445
133,congruent,1.0,82.0,test,stroop,82,"89,71,82",587,green,green,,199211,stim,90.0,poldrack-single-stim,s445
134,congruent,1.0,82.0,test,stroop,82,"89,71,82",596,green,green,,201214,stim,91.0,poldrack-single-stim,s445
135,incongruent,0.0,82.0,test,stroop,71,"89,71,82",944,green,blue,,203218,stim,92.0,poldrack-single-stim,s445
136,congruent,1.0,89.0,test,stroop,89,"89,71,82",581,red,red,,205220,stim,93.0,poldrack-single-stim,s445
137,incongruent,1.0,82.0,test,stroop,82,"89,71,82",794,green,blue,,207222,stim,94.0,poldrack-single-stim,s445
138,congruent,1.0,82.0,test,stroop,82,"89,71,82",822,green,green,,209223,stim,95.0,poldrack-single-stim,s445
5,congruent,1.0,82.0,practice,stroop,82,"89,71,82",860,green,green,,-56668,stim,1.0,poldrack-categorize,s465
7,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",590,red,green,,-54409,stim,2.0,poldrack-categorize,s465
9,congruent,1.0,89.0,practice,stroop,89,"89,71,82",591,red,red,,-52153,stim,3.0,poldrack-categorize,s465
11,incongruent,0.0,82.0,practice,stroop,71,"89,71,82",348,green,blue,,-49897,stim,4.0,poldrack-categorize,s465
13,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",577,red,blue,,-47641,stim,5.0,poldrack-categorize,s465
15,congruent,1.0,71.0,practice,stroop,71,"89,71,82",561,blue,blue,,-45385,stim,6.0,poldrack-categorize,s465
17,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",619,green,red,,-43129,stim,7.0,poldrack-categorize,s465
19,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",751,blue,green,,-40874,stim,8.0,poldrack-categorize,s465
21,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",1043,blue,red,,-38617,stim,9.0,poldrack-categorize,s465
43,congruent,1.0,89.0,test,stroop,89,"89,71,82",735,red,red,,5781,stim,0.0,poldrack-single-stim,s465
44,incongruent,1.0,82.0,test,stroop,82,"89,71,82",900,green,red,,7783,stim,1.0,poldrack-single-stim,s465
45,congruent,1.0,89.0,test,stroop,89,"89,71,82",616,red,red,,10194,stim,2.0,poldrack-single-stim,s465
46,congruent,1.0,89.0,test,stroop,89,"89,71,82",543,red,red,,12197,stim,3.0,poldrack-single-stim,s465
47,congruent,1.0,82.0,test,stroop,82,"89,71,82",570,green,green,,14336,stim,4.0,poldrack-single-stim,s465
48,congruent,1.0,71.0,test,stroop,71,"89,71,82",566,blue,blue,,16338,stim,5.0,poldrack-single-stim,s465
49,congruent,1.0,71.0,test,stroop,71,"89,71,82",628,blue,blue,,18340,stim,6.0,poldrack-single-stim,s465
50,incongruent,1.0,89.0,test,stroop,89,"89,71,82",1223,red,green,,20343,stim,7.0,poldrack-single-stim,s465
51,congruent,1.0,82.0,test,stroop,82,"89,71,82",616,green,green,,22617,stim,8.0,poldrack-single-stim,s465
52,incongruent,0.0,82.0,test,stroop,89,"89,71,82",910,green,red,,24619,stim,9.0,poldrack-single-stim,s465
53,incongruent,1.0,71.0,test,stroop,71,"89,71,82",424,blue,green,,26893,stim,10.0,poldrack-single-stim,s465
54,incongruent,1.0,89.0,test,stroop,89,"89,71,82",597,red,green,,29167,stim,11.0,poldrack-single-stim,s465
55,incongruent,1.0,89.0,test,stroop,89,"89,71,82",631,red,blue,,31170,stim,12.0,poldrack-single-stim,s465
56,congruent,1.0,82.0,test,stroop,82,"89,71,82",635,green,green,,33851,stim,13.0,poldrack-single-stim,s465
57,incongruent,1.0,71.0,test,stroop,71,"89,71,82",631,blue,green,,35853,stim,14.0,poldrack-single-stim,s465
58,congruent,1.0,71.0,test,stroop,71,"89,71,82",926,blue,blue,,38127,stim,15.0,poldrack-single-stim,s465
59,congruent,1.0,82.0,test,stroop,82,"89,71,82",723,green,green,,40130,stim,16.0,poldrack-single-stim,s465
60,congruent,1.0,89.0,test,stroop,89,"89,71,82",640,red,red,,42132,stim,17.0,poldrack-single-stim,s465
61,incongruent,1.0,71.0,test,stroop,71,"89,71,82",669,blue,green,,44406,stim,18.0,poldrack-single-stim,s465
62,congruent,1.0,71.0,test,stroop,71,"89,71,82",685,blue,blue,,46545,stim,19.0,poldrack-single-stim,s465
63,congruent,1.0,82.0,test,stroop,82,"89,71,82",960,green,green,,49091,stim,20.0,poldrack-single-stim,s465
64,incongruent,1.0,82.0,test,stroop,82,"89,71,82",741,green,red,,51500,stim,21.0,poldrack-single-stim,s465
65,incongruent,1.0,89.0,test,stroop,89,"89,71,82",559,red,blue,,53502,stim,22.0,poldrack-single-stim,s465
66,incongruent,1.0,71.0,test,stroop,71,"89,71,82",782,blue,green,,55504,stim,23.0,poldrack-single-stim,s465
67,incongruent,1.0,71.0,test,stroop,71,"89,71,82",599,blue,green,,57506,stim,24.0,poldrack-single-stim,s465
68,congruent,1.0,89.0,test,stroop,89,"89,71,82",635,red,red,,60052,stim,25.0,poldrack-single-stim,s465
69,congruent,1.0,89.0,test,stroop,89,"89,71,82",632,red,red,,62190,stim,26.0,poldrack-single-stim,s465
70,congruent,1.0,82.0,test,stroop,82,"89,71,82",695,green,green,,64192,stim,27.0,poldrack-single-stim,s465
71,congruent,1.0,71.0,test,stroop,71,"89,71,82",644,blue,blue,,66193,stim,28.0,poldrack-single-stim,s465
72,congruent,1.0,71.0,test,stroop,71,"89,71,82",1251,blue,blue,,68468,stim,29.0,poldrack-single-stim,s465
73,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1095,green,blue,,70471,stim,30.0,poldrack-single-stim,s465
74,congruent,1.0,71.0,test,stroop,71,"89,71,82",1049,blue,blue,,72473,stim,31.0,poldrack-single-stim,s465
75,incongruent,1.0,71.0,test,stroop,71,"89,71,82",693,blue,red,,74610,stim,32.0,poldrack-single-stim,s465
76,incongruent,1.0,89.0,test,stroop,89,"89,71,82",603,red,blue,,76612,stim,33.0,poldrack-single-stim,s465
77,incongruent,1.0,89.0,test,stroop,89,"89,71,82",686,red,blue,,78887,stim,34.0,poldrack-single-stim,s465
78,congruent,1.0,89.0,test,stroop,89,"89,71,82",538,red,red,,81026,stim,35.0,poldrack-single-stim,s465
79,incongruent,1.0,89.0,test,stroop,89,"89,71,82",556,red,blue,,83436,stim,36.0,poldrack-single-stim,s465
80,congruent,1.0,89.0,test,stroop,89,"89,71,82",601,red,red,,85438,stim,37.0,poldrack-single-stim,s465
81,congruent,1.0,71.0,test,stroop,71,"89,71,82",1123,blue,blue,,87440,stim,38.0,poldrack-single-stim,s465
82,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1369,green,red,,90258,stim,39.0,poldrack-single-stim,s465
83,incongruent,1.0,82.0,test,stroop,82,"89,71,82",712,green,blue,,92260,stim,40.0,poldrack-single-stim,s465
84,incongruent,1.0,89.0,test,stroop,89,"89,71,82",1117,red,blue,,94262,stim,41.0,poldrack-single-stim,s465
85,congruent,1.0,82.0,test,stroop,82,"89,71,82",850,green,green,,96400,stim,42.0,poldrack-single-stim,s465
86,congruent,1.0,71.0,test,stroop,71,"89,71,82",757,blue,blue,,98402,stim,43.0,poldrack-single-stim,s465
87,incongruent,1.0,82.0,test,stroop,82,"89,71,82",740,green,blue,,100404,stim,44.0,poldrack-single-stim,s465
88,congruent,1.0,71.0,test,stroop,71,"89,71,82",707,blue,blue,,102406,stim,45.0,poldrack-single-stim,s465
89,incongruent,1.0,89.0,test,stroop,89,"89,71,82",721,red,green,,104408,stim,46.0,poldrack-single-stim,s465
90,congruent,1.0,82.0,test,stroop,82,"89,71,82",721,green,green,,106410,stim,47.0,poldrack-single-stim,s465
91,incongruent,1.0,89.0,test,stroop,89,"89,71,82",809,red,green,,108412,stim,48.0,poldrack-single-stim,s465
92,congruent,1.0,89.0,test,stroop,89,"89,71,82",945,red,red,,110413,stim,49.0,poldrack-single-stim,s465
93,incongruent,1.0,71.0,test,stroop,71,"89,71,82",723,blue,red,,112687,stim,50.0,poldrack-single-stim,s465
94,incongruent,1.0,89.0,test,stroop,89,"89,71,82",593,red,blue,,114689,stim,51.0,poldrack-single-stim,s465
95,congruent,1.0,71.0,test,stroop,71,"89,71,82",789,blue,blue,,116827,stim,52.0,poldrack-single-stim,s465
96,congruent,1.0,89.0,test,stroop,89,"89,71,82",1060,red,red,,118829,stim,53.0,poldrack-single-stim,s465
97,congruent,1.0,82.0,test,stroop,82,"89,71,82",1517,green,green,,120968,stim,54.0,poldrack-single-stim,s465
98,congruent,1.0,89.0,test,stroop,89,"89,71,82",638,red,red,,122970,stim,55.0,poldrack-single-stim,s465
99,congruent,1.0,89.0,test,stroop,89,"89,71,82",601,red,red,,124972,stim,56.0,poldrack-single-stim,s465
100,incongruent,1.0,82.0,test,stroop,82,"89,71,82",501,green,blue,,126975,stim,57.0,poldrack-single-stim,s465
101,incongruent,1.0,82.0,test,stroop,82,"89,71,82",721,green,blue,,129248,stim,58.0,poldrack-single-stim,s465
102,incongruent,1.0,71.0,test,stroop,71,"89,71,82",615,blue,red,,131250,stim,59.0,poldrack-single-stim,s465
103,incongruent,1.0,71.0,test,stroop,71,"89,71,82",945,blue,red,,133388,stim,60.0,poldrack-single-stim,s465
104,congruent,1.0,71.0,test,stroop,71,"89,71,82",673,blue,blue,,135798,stim,61.0,poldrack-single-stim,s465
105,incongruent,1.0,71.0,test,stroop,71,"89,71,82",582,blue,green,,138072,stim,62.0,poldrack-single-stim,s465
106,congruent,1.0,71.0,test,stroop,71,"89,71,82",936,blue,blue,,140755,stim,63.0,poldrack-single-stim,s465
107,congruent,1.0,82.0,test,stroop,82,"89,71,82",622,green,green,,142757,stim,64.0,poldrack-single-stim,s465
108,congruent,1.0,82.0,test,stroop,82,"89,71,82",805,green,green,,145166,stim,65.0,poldrack-single-stim,s465
109,congruent,1.0,82.0,test,stroop,82,"89,71,82",537,green,green,,147304,stim,66.0,poldrack-single-stim,s465
110,incongruent,1.0,89.0,test,stroop,89,"89,71,82",693,red,green,,149987,stim,67.0,poldrack-single-stim,s465
111,incongruent,1.0,71.0,test,stroop,71,"89,71,82",837,blue,green,,151989,stim,68.0,poldrack-single-stim,s465
112,incongruent,1.0,89.0,test,stroop,89,"89,71,82",598,red,green,,154126,stim,69.0,poldrack-single-stim,s465
113,congruent,1.0,71.0,test,stroop,71,"89,71,82",789,blue,blue,,157080,stim,70.0,poldrack-single-stim,s465
114,incongruent,1.0,89.0,test,stroop,89,"89,71,82",575,red,green,,159081,stim,71.0,poldrack-single-stim,s465
115,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1238,blue,green,,161355,stim,72.0,poldrack-single-stim,s465
116,incongruent,1.0,82.0,test,stroop,82,"89,71,82",580,green,blue,,163357,stim,73.0,poldrack-single-stim,s465
117,congruent,1.0,89.0,test,stroop,89,"89,71,82",691,red,red,,165359,stim,74.0,poldrack-single-stim,s465
118,congruent,1.0,89.0,test,stroop,89,"89,71,82",760,red,red,,167361,stim,75.0,poldrack-single-stim,s465
119,incongruent,1.0,71.0,test,stroop,71,"89,71,82",858,blue,red,,169363,stim,76.0,poldrack-single-stim,s465
120,congruent,1.0,82.0,test,stroop,82,"89,71,82",504,green,green,,171502,stim,77.0,poldrack-single-stim,s465
121,congruent,1.0,82.0,test,stroop,82,"89,71,82",788,green,green,,173504,stim,78.0,poldrack-single-stim,s465
122,incongruent,1.0,71.0,test,stroop,71,"89,71,82",841,blue,red,,175506,stim,79.0,poldrack-single-stim,s465
123,congruent,1.0,89.0,test,stroop,89,"89,71,82",641,red,red,,177645,stim,80.0,poldrack-single-stim,s465
124,incongruent,1.0,82.0,test,stroop,82,"89,71,82",606,green,blue,,179647,stim,81.0,poldrack-single-stim,s465
125,incongruent,1.0,82.0,test,stroop,82,"89,71,82",953,green,red,,181649,stim,82.0,poldrack-single-stim,s465
126,incongruent,1.0,71.0,test,stroop,71,"89,71,82",671,blue,red,,183787,stim,83.0,poldrack-single-stim,s465
127,congruent,0.0,82.0,test,stroop,71,"89,71,82",896,green,green,,185925,stim,84.0,poldrack-single-stim,s465
128,congruent,1.0,89.0,test,stroop,89,"89,71,82",639,red,red,,188199,stim,85.0,poldrack-single-stim,s465
129,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1193,green,red,,190881,stim,86.0,poldrack-single-stim,s465
130,congruent,1.0,82.0,test,stroop,82,"89,71,82",597,green,green,,192883,stim,87.0,poldrack-single-stim,s465
131,congruent,1.0,71.0,test,stroop,71,"89,71,82",797,blue,blue,,194885,stim,88.0,poldrack-single-stim,s465
132,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1237,green,red,,197160,stim,89.0,poldrack-single-stim,s465
133,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1104,green,red,,199164,stim,90.0,poldrack-single-stim,s465
134,congruent,1.0,71.0,test,stroop,71,"89,71,82",746,blue,blue,,201166,stim,91.0,poldrack-single-stim,s465
135,incongruent,1.0,89.0,test,stroop,89,"89,71,82",655,red,green,,203167,stim,92.0,poldrack-single-stim,s465
136,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1188,green,blue,,205169,stim,93.0,poldrack-single-stim,s465
137,incongruent,1.0,89.0,test,stroop,89,"89,71,82",1581,red,blue,,207172,stim,94.0,poldrack-single-stim,s465
138,incongruent,1.0,71.0,test,stroop,71,"89,71,82",821,blue,red,,209173,stim,95.0,poldrack-single-stim,s465
5,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",1423,green,blue,,-49944,stim,1.0,poldrack-categorize,s471
7,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",747,red,green,,-47690,stim,2.0,poldrack-categorize,s471
9,congruent,1.0,89.0,practice,stroop,89,"89,71,82",498,red,red,,-45436,stim,3.0,poldrack-categorize,s471
11,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",676,green,red,,-43183,stim,4.0,poldrack-categorize,s471
13,congruent,1.0,82.0,practice,stroop,82,"89,71,82",631,green,green,,-40929,stim,5.0,poldrack-categorize,s471
15,congruent,1.0,71.0,practice,stroop,71,"89,71,82",486,blue,blue,,-38676,stim,6.0,poldrack-categorize,s471
17,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",423,blue,red,,-36422,stim,7.0,poldrack-categorize,s471
19,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",594,blue,green,,-34170,stim,8.0,poldrack-categorize,s471
21,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",660,red,blue,,-31916,stim,9.0,poldrack-categorize,s471
43,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1011,green,blue,,5506,stim,0.0,poldrack-single-stim,s471
44,congruent,1.0,89.0,test,stroop,89,"89,71,82",403,red,red,,8051,stim,1.0,poldrack-single-stim,s471
45,congruent,1.0,71.0,test,stroop,71,"89,71,82",418,blue,blue,,10188,stim,2.0,poldrack-single-stim,s471
46,congruent,1.0,71.0,test,stroop,71,"89,71,82",495,blue,blue,,12189,stim,3.0,poldrack-single-stim,s471
47,congruent,1.0,82.0,test,stroop,82,"89,71,82",449,green,green,,14191,stim,4.0,poldrack-single-stim,s471
48,congruent,1.0,82.0,test,stroop,82,"89,71,82",543,green,green,,16464,stim,5.0,poldrack-single-stim,s471
49,incongruent,1.0,82.0,test,stroop,82,"89,71,82",681,green,blue,,18466,stim,6.0,poldrack-single-stim,s471
50,congruent,1.0,82.0,test,stroop,82,"89,71,82",564,green,green,,20468,stim,7.0,poldrack-single-stim,s471
51,incongruent,1.0,71.0,test,stroop,71,"89,71,82",755,blue,red,,22605,stim,8.0,poldrack-single-stim,s471
52,incongruent,1.0,89.0,test,stroop,89,"89,71,82",632,red,green,,24606,stim,9.0,poldrack-single-stim,s471
53,incongruent,1.0,82.0,test,stroop,82,"89,71,82",728,green,blue,,26879,stim,10.0,poldrack-single-stim,s471
54,congruent,1.0,82.0,test,stroop,82,"89,71,82",546,green,green,,29016,stim,11.0,poldrack-single-stim,s471
55,incongruent,1.0,71.0,test,stroop,71,"89,71,82",819,blue,red,,31426,stim,12.0,poldrack-single-stim,s471
56,congruent,1.0,71.0,test,stroop,71,"89,71,82",746,blue,blue,,33427,stim,13.0,poldrack-single-stim,s471
57,congruent,1.0,89.0,test,stroop,89,"89,71,82",431,red,red,,35429,stim,14.0,poldrack-single-stim,s471
58,incongruent,1.0,82.0,test,stroop,82,"89,71,82",494,green,blue,,38246,stim,15.0,poldrack-single-stim,s471
59,incongruent,1.0,82.0,test,stroop,82,"89,71,82",812,green,red,,40247,stim,16.0,poldrack-single-stim,s471
60,incongruent,1.0,89.0,test,stroop,89,"89,71,82",722,red,blue,,42248,stim,17.0,poldrack-single-stim,s471
61,congruent,1.0,89.0,test,stroop,89,"89,71,82",494,red,red,,44386,stim,18.0,poldrack-single-stim,s471
62,congruent,1.0,82.0,test,stroop,82,"89,71,82",625,green,green,,46387,stim,19.0,poldrack-single-stim,s471
63,incongruent,1.0,89.0,test,stroop,89,"89,71,82",630,red,green,,48388,stim,20.0,poldrack-single-stim,s471
64,congruent,1.0,89.0,test,stroop,89,"89,71,82",781,red,red,,50389,stim,21.0,poldrack-single-stim,s471
65,incongruent,1.0,89.0,test,stroop,89,"89,71,82",850,red,green,,52390,stim,22.0,poldrack-single-stim,s471
66,congruent,1.0,82.0,test,stroop,82,"89,71,82",459,green,green,,54392,stim,23.0,poldrack-single-stim,s471
67,incongruent,1.0,71.0,test,stroop,71,"89,71,82",451,blue,red,,56393,stim,24.0,poldrack-single-stim,s471
68,congruent,1.0,89.0,test,stroop,89,"89,71,82",477,red,red,,58394,stim,25.0,poldrack-single-stim,s471
69,incongruent,1.0,71.0,test,stroop,71,"89,71,82",489,blue,green,,60668,stim,26.0,poldrack-single-stim,s471
70,incongruent,1.0,89.0,test,stroop,89,"89,71,82",581,red,blue,,62669,stim,27.0,poldrack-single-stim,s471
71,congruent,1.0,89.0,test,stroop,89,"89,71,82",547,red,red,,64807,stim,28.0,poldrack-single-stim,s471
72,congruent,1.0,71.0,test,stroop,71,"89,71,82",539,blue,blue,,66809,stim,29.0,poldrack-single-stim,s471
73,congruent,1.0,82.0,test,stroop,82,"89,71,82",462,green,green,,68946,stim,30.0,poldrack-single-stim,s471
74,congruent,1.0,89.0,test,stroop,89,"89,71,82",523,red,red,,70947,stim,31.0,poldrack-single-stim,s471
75,congruent,1.0,89.0,test,stroop,89,"89,71,82",443,red,red,,72949,stim,32.0,poldrack-single-stim,s471
76,incongruent,1.0,71.0,test,stroop,71,"89,71,82",829,blue,red,,74950,stim,33.0,poldrack-single-stim,s471
77,incongruent,1.0,71.0,test,stroop,71,"89,71,82",583,blue,green,,77224,stim,34.0,poldrack-single-stim,s471
78,incongruent,1.0,71.0,test,stroop,71,"89,71,82",525,blue,red,,79225,stim,35.0,poldrack-single-stim,s471
79,incongruent,1.0,82.0,test,stroop,82,"89,71,82",850,green,red,,81362,stim,36.0,poldrack-single-stim,s471
80,congruent,1.0,82.0,test,stroop,82,"89,71,82",515,green,green,,83772,stim,37.0,poldrack-single-stim,s471
