"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","survey","item_coding","item_text","options","response","coded_response","exp_id"
"2117","13","text","0","2119","0.0-0.0","s568","","","","","","","","","","","","","",""
"6367","66","poldrack-text","1","9489","0.0-1.0","s568","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb finger</p></div>","6367","500","fmri_response_test","","","","","","","","","",""
"962","89","poldrack-text","2","10953","0.0-2.0","s568","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","962","500","fmri_response_test","","","","","","","","","",""
"584","71","poldrack-text","3","12042","0.0-3.0","s568","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","584","500","fmri_response_test","","","","","","","","","",""
"1610","82","poldrack-text","4","14157","0.0-4.0","s568","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1610","500","fmri_response_test","","","","","","","","","",""
"726","77","poldrack-text","5","15384","0.0-5.0","s568","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>","726","500","fmri_response_test","","","","","","","","","",""
"21313","32","poldrack-single-stim","6","37200","0.0-6.0","s568","","21313","0","instructions","<div class = centerbox><div class = center-text>Respond to the questions!</div></div>","32","21313","","","","","","",""
"22357","32","poldrack-text","7","59557","0.0-7.0","s568","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","22357","0","fmri_scanner_wait","","","","","","","","","",""
"4673","84","poldrack-text","8","64230","0.0-8.0","s568","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","4673","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","9","64315","0.0-9.0","s568","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","10","64400","0.0-10.0","s568","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","11","64485","0.0-11.0","s568","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","12","64570","0.0-12.0","s568","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","13","64655","0.0-13.0","s568","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","14","64740","0.0-14.0","s568","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","15","64826","0.0-15.0","s568","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","16","64910","0.0-16.0","s568","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","17","64996","0.0-17.0","s568","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","18","65080","0.0-18.0","s568","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","19","65165","0.0-19.0","s568","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","20","65250","0.0-20.0","s568","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","21","65335","0.0-21.0","s568","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","22","65420","0.0-22.0","s568","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","23","65505","0.0-23.0","s568","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"-1","-1","poldrack-single-stim","24","66509","0.0-24.0","s568","","1000","0","fmri_buffer","","none","1000","","","","","","",""
"4600","82","poldrack-single-stim","25","75647","0.0-25.0-0.0","s568","","9136","0","","<div class = centerbox><p class=item-text>I refuse things that are bad for me.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much</span></div></div>","66,89,71,82,77","8500","brief","forward","I refuse things that are bad for me.","<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>","4","4",""
