rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,correct,correct_response,feedback_duration,condition,stim_color,stim_word,trial_num,exp_stage,exp_id
124719,13,text,0,124721,0.0-0.0,s549,,,,,,,,,,,,,,,,
2114,89,poldrack-text,1,127837,0.0-1.0,s549,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,2114,500,fmri_response_test,,,,,,,,,,,,
789,71,poldrack-text,2,129128,0.0-2.0,s549,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,789,500,fmri_response_test,,,,,,,,,,,,
1346,82,poldrack-text,3,130977,0.0-3.0,s549,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>,1346,500,fmri_response_test,,,,,,,,,,,,
13493,32,poldrack-single-stim,4,144972,0.0-4.0,s549,,13493,500,instructions,"<div class = centerbox><div class = center-text>Respond to the <strong>ink color</strong> of the word!<br><br><span style = ""color:red;padding-left:30px"">WORD</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">WORD</span>: Middle<br><span style = ""color:#4FE829;"">WORD</span>: Ring<br><br>We will start with practice</div></div>",32,13493,,,,,,,,,
1408,82,poldrack-categorize,5,147480,0.0-5.0-0.0-0.0,s549,,1500,0,stim,"<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82",1500,true,82,500,incongruent,green,blue,1,practice,
-1,-1,poldrack-single-stim,6,147733,0.0-5.0-1.0,s549,,250,0,fixation,<div class = centerbox><div class = fixation>+</div></div>,none,250,,,,,,,,,
956,89,poldrack-categorize,7,149737,0.0-5.0-2.0-0.0,s549,,1500,0,stim,"<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82",1500,true,89,500,incongruent,red,blue,2,practice,
-1,-1,poldrack-single-stim,8,149988,0.0-5.0-3.0,s549,,250,0,fixation,<div class = centerbox><div class = fixation>+</div></div>,none,250,,,,,,,,,
674,89,poldrack-categorize,9,151992,0.0-5.0-4.0-0.0,s549,,1500,0,stim,"<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82",1500,true,89,500,congruent,red,red,3,practice,
