"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration","exp_id"
"1885","13","text","0","1887","0.0-0.0","s549","","","","","","","","","","","","","","","","","",""
"1129","89","poldrack-text","1","4018","0.0-1.0","s549","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1129","500","fmri_response_test","","","","","","","","","","","","","",""
"584","71","poldrack-text","2","5104","0.0-2.0","s549","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","584","500","fmri_response_test","","","","","","","","","","","","","",""
"49289","","survey-text","3","54900","0.0-3.0","s549","","","","task_setup","{""Q0"":""300""}","","","","","","","","","","","","",""
"17849","32","poldrack-single-stim","4","73774","0.0-4.0","s549","","17849","0","instructions","","<div class = instructbox><p class = instruct-text>Only one key is correct for each shape. The correct keys are as follows:<ul list-text><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/moon.png></img>middle finger</div></li></li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/oval.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/rectangle.png></img>index finger</div></li> </li><li><div class = prompt_container><img class = prompt_stim src = /static/experiments/stop_signal/images/trapezoid.png></img>middle finger</div></li></ul></p><p class = instruct-text><strong>Do not respond if you see the red star!</strong></p><p class = instruct-text>We will start with practice</p></div>","32","17849","","","","","","","","","",""
"874","71","poldrack-categorize","5","76126","0.0-5.0-0.0-0.0","s549","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","0","","","","",""
"816","89","poldrack-categorize","6","78734","0.0-5.0-0.0-1.0","s549","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","1","","","","",""
"895","71","poldrack-categorize","7","81339","0.0-5.0-0.0-2.0","s549","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","2","","","","",""
"637","89","poldrack-categorize","8","83945","0.0-5.0-0.0-3.0","s549","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","3","","","","",""
"568","71","poldrack-categorize","9","86550","0.0-5.0-0.0-4.0","s549","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","500","practice","4","","","","",""
"637","89","poldrack-categorize","10","89155","0.0-5.0-0.0-5.0","s549","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","500","practice","5","","","","",""
"421","89","poldrack-categorize","11","91760","0.0-5.0-0.0-6.0","s549","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","6","","","","",""
"582","71","poldrack-categorize","12","94367","0.0-5.0-0.0-7.0","s549","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","500","practice","7","","","","",""
"596","71","poldrack-categorize","13","96972","0.0-5.0-0.0-8.0","s549","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","500","practice","8","","","","",""
"724","71","poldrack-categorize","14","99578","0.0-5.0-0.0-9.0","s549","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","71","500","practice","9","","","","",""
"707","89","poldrack-categorize","15","102183","0.0-5.0-0.0-10.0","s549","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","10","","","","",""
"611","89","poldrack-categorize","16","104788","0.0-5.0-0.0-11.0","s549","","1850","250","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","500","practice","11","","","","",""
"267795","32","poldrack-text","17","372835","0.0-6.0","s549","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","267795","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1822","84","poldrack-text","18","374658","0.0-7.0","s549","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1822","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","19","375337","0.0-8.0","s549","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","20","376017","0.0-9.0","s549","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","21","376697","0.0-10.0","s549","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","22","377377","0.0-11.0","s549","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","23","378057","0.0-12.0","s549","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","24","378737","0.0-13.0","s549","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","25","379417","0.0-14.0","s549","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","26","380097","0.0-15.0","s549","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","27","380777","0.0-16.0","s549","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","28","381457","0.0-17.0","s549","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","29","382137","0.0-18.0","s549","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","30","382817","0.0-19.0","s549","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"681","84","poldrack-text","31","383499","0.0-20.0","s549","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","681","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"677","84","poldrack-text","32","384177","0.0-21.0","s549","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","677","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"678","84","poldrack-text","33","384856","0.0-22.0","s549","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","34","385858","0.0-23.0","s549","","1000","0","fmri_buffer","","","none","1000","","","","","","","","","",""
"-1","-1","poldrack-single-stim","35","387360","0.0-24.0","s549","","1500","500","test_start_block","","<div class = centerbox><div class = center-text>Get ready!</p></div>","none","1500","","","","","","","","","",""
"490","89","stop-signal","36","390930","0.0-25.0-0.0","s549","","3066","0","stim","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","89","","test","0","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","300","stop","500",""
