rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,survey,item_coding,item_text,options,response,coded_response,exp_id
2199,13,text,0,2201,0.0-0.0,s549,,,,,,,,,,,,,,
2933,66,poldrack-text,1,6139,0.0-1.0,s549,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb finger</p></div>,2933,500,fmri_response_test,,,,,,,,,,
934,89,poldrack-text,2,7573,0.0-2.0,s549,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,934,500,fmri_response_test,,,,,,,,,,
461,71,poldrack-text,3,8536,0.0-3.0,s549,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,461,500,fmri_response_test,,,,,,,,,,
661,82,poldrack-text,4,9698,0.0-4.0,s549,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>,661,500,fmri_response_test,,,,,,,,,,
623,77,poldrack-text,5,10823,0.0-5.0,s549,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>,623,500,fmri_response_test,,,,,,,,,,
48367,32,poldrack-single-stim,6,59693,0.0-6.0,s549,,48367,0,instructions,<div class = centerbox><div class = center-text>Respond to the questions!</div></div>,32,48367,,,,,,,
22612,32,poldrack-text,7,82305,0.0-7.0,s549,<div class = centerbox><div  class = center-text>Scanner Setup</div></div>,22612,0,fmri_scanner_wait,,,,,,,,,,
1865,84,poldrack-text,8,84170,0.0-8.0,s549,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,1865,0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,9,84850,0.0-9.0,s549,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680,0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,10,85530,0.0-10.0,s549,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680,0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,11,86210,0.0-11.0,s549,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680,0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,12,86890,0.0-12.0,s549,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679,0,fmri_trigger_wait,,,,,,,,,,
