"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","exp_stage","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","problem_time","correct","exp_id"
"2265","13","text","0","2267","0.0-0.0","s483","","","","","","","","","","","","","","","","","",""
"897","89","poldrack-text","1","4165","0.0-1.0","s483","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","897","500","fmri_response_test","","","","","","","","","","","","","",""
"552","71","poldrack-text","2","5218","0.0-2.0","s483","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","552","500","fmri_response_test","","","","","","","","","","","","","",""
"1724","82","poldrack-text","3","7444","0.0-3.0","s483","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1724","500","fmri_response_test","","","","","","","","","","","","","",""
"7732","32","poldrack-single-stim","4","15679","0.0-4.0","s483","","7732","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","7732","","","","","","","","","","",""
"34976","32","poldrack-text","5","50656","0.0-5.0","s483","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","34976","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1362","84","poldrack-text","6","52018","0.0-6.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1362","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","7","52699","0.0-7.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","8","53378","0.0-8.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"681","84","poldrack-text","9","54059","0.0-9.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","681","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","10","54738","0.0-10.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","11","55419","0.0-11.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","12","56098","0.0-12.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","13","56779","0.0-13.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","14","57458","0.0-14.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","15","58139","0.0-15.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","16","58818","0.0-16.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","17","59499","0.0-17.0","s483","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
