"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","current_position","num_moves_made","min_moves","start_state","goal_state","condition","problem_id","exp_stage","problem_time","correct","exp_id"
"2280","13","text","0","2282","0.0-0.0","s598","","","","","","","","","","","","","","","","","",""
"1447","89","poldrack-text","1","4732","0.0-1.0","s598","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1447","500","fmri_response_test","","","","","","","","","","","","","",""
"1198","71","poldrack-text","2","6432","0.0-2.0","s598","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1198","500","fmri_response_test","","","","","","","","","","","","","",""
"3405","82","poldrack-text","3","10341","0.0-3.0","s598","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","3405","500","fmri_response_test","","","","","","","","","","","","","",""
"19722","32","poldrack-single-stim","4","30567","0.0-4.0","s598","","19722","0","instructions","<div class = centerbox><div class = center-text>Solve the Tower Tasks!<br><br>Plan ahead first and work swiftly!<br><br>We'll start with some practice.</div></div>","32","19722","","","","","","","","","","",""
"22323","32","poldrack-text","5","52890","0.0-5.0","s598","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","22323","0","fmri_scanner_wait","","","","","","","","","","","","","",""
"1346","84","poldrack-text","6","54236","0.0-6.0","s598","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","1346","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","7","54916","0.0-7.0","s598","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","8","55597","0.0-8.0","s598","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","9","56276","0.0-9.0","s598","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"678","84","poldrack-text","10","56956","0.0-10.0","s598","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","11","57636","0.0-11.0","s598","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","12","58316","0.0-12.0","s598","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","13","58996","0.0-13.0","s598","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","14","59675","0.0-14.0","s598","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","15","60355","0.0-15.0","s598","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","16","61035","0.0-16.0","s598","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","17","61716","0.0-17.0","s598","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","18","62395","0.0-18.0","s598","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","19","63075","0.0-19.0","s598","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"679","84","poldrack-text","20","63755","0.0-20.0","s598","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"680","84","poldrack-text","21","64435","0.0-21.0","s598","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","22","65441","0.0-22.0","s598","","1000","0","fmri_buffer","","none","1000","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","23","66943","0.0-23.0","s598","","1500","500","practice_start_block","<div class = centerbox><div class = center-text>About to start practice</p></div>","none","1500","","","","","","","","","","",""
