rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,survey,item_responses,item_coding,item_text,options,response,coded_response,exp_id
1863,13,text,0,1865,0.0-0.0,s633,,,,,,,,,,,,,,,
1436,66,poldrack-text,1,4303,0.0-1.0,s633,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb</p></div>,1436.0,500.0,fmri_response_test,,,,,,,,,,,
634,89,poldrack-text,2,5438,0.0-2.0,s633,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,634.0,500.0,fmri_response_test,,,,,,,,,,,
500,71,poldrack-text,3,6439,0.0-3.0,s633,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,500.0,500.0,fmri_response_test,,,,,,,,,,,
515,82,poldrack-text,4,7455,0.0-4.0,s633,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>,515.0,500.0,fmri_response_test,,,,,,,,,,,
450,77,poldrack-text,5,8406,0.0-5.0,s633,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>,450.0,500.0,fmri_response_test,,,,,,,,,,,
18496,32,poldrack-single-stim,6,27403,0.0-6.0,s633,,18496.0,0.0,instructions,<div class = centerbox><div class = center-text>Respond to the questions!</div></div>,32,18496.0,,,,,,,,
117084,32,poldrack-text,7,144488,0.0-7.0,s633,<div class = centerbox><div  class = center-text>Scanner Setup</div></div>,117084.0,0.0,fmri_scanner_wait,,,,,,,,,,,
1685,84,poldrack-text,8,146173,0.0-8.0,s633,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,1685.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,9,146853,0.0-9.0,s633,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,10,147533,0.0-10.0,s633,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,11,148213,0.0-11.0,s633,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,12,148893,0.0-12.0,s633,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,13,149573,0.0-13.0,s633,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,14,150253,0.0-14.0,s633,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,15,150933,0.0-15.0,s633,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,16,151613,0.0-16.0,s633,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,17,152293,0.0-17.0,s633,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,18,152973,0.0-18.0,s633,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,19,153653,0.0-19.0,s633,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,20,154333,0.0-20.0,s633,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
681,84,poldrack-text,21,155014,0.0-21.0,s633,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,681.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,22,155693,0.0-22.0,s633,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,23,156373,0.0-23.0,s633,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
-1,-1,poldrack-single-stim,24,157375,0.0-24.0,s633,,1000.0,0.0,fmri_buffer,,none,1000.0,,,,,,,,
