"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"20863","13","text","0","20865","0.0-0.0","s636","","","","","","","","","","","","","","","",""
"17778","89","poldrack-text","1","39650","0.0-1.0","s636","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","17778","500","fmri_response_test","","","","","","","","","","","",""
"915","71","poldrack-text","2","41069","0.0-2.0","s636","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","915","500","fmri_response_test","","","","","","","","","","","",""
"807","82","poldrack-text","3","42380","0.0-3.0","s636","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","807","500","fmri_response_test","","","","","","","","","","","",""
"21989","32","poldrack-single-stim","4","64876","0.0-4.0","s636","","21989","500","instructions","<div class = centerbox><div class = center-text>Respond to the <strong>ink color</strong> of the word!<br><br><span style = ""color:red;padding-left:30px"">WORD</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">WORD</span>: Middle<br><span style = ""color:#4FE829;"">WORD</span>: Ring<br><br>We will start with practice</div></div>","32","21989","","","","","","","","",""
"1257","82","poldrack-categorize","5","67394","0.0-5.0-0.0-0.0","s636","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","1","practice",""
"-1","-1","poldrack-single-stim","6","67650","0.0-5.0-1.0","s636","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"538","89","poldrack-categorize","7","69660","0.0-5.0-2.0-0.0","s636","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","500","congruent","red","red","2","practice",""
"-1","-1","poldrack-single-stim","8","69915","0.0-5.0-3.0","s636","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"333","71","poldrack-categorize","9","71923","0.0-5.0-4.0-0.0","s636","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","500","incongruent","blue","green","3","practice",""
"-1","-1","poldrack-single-stim","10","72179","0.0-5.0-5.0","s636","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"1110","89","poldrack-categorize","11","74188","0.0-5.0-6.0-0.0","s636","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","4","practice",""
"-1","-1","poldrack-single-stim","12","74444","0.0-5.0-7.0","s636","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"636","71","poldrack-categorize","13","76455","0.0-5.0-8.0-0.0","s636","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","5","practice",""
"-1","-1","poldrack-single-stim","14","76712","0.0-5.0-9.0","s636","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"577","71","poldrack-categorize","15","78720","0.0-5.0-10.0-0.0","s636","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","6","practice",""
"-1","-1","poldrack-single-stim","16","78975","0.0-5.0-11.0","s636","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"776","89","poldrack-categorize","17","80984","0.0-5.0-12.0-0.0","s636","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","7","practice",""
"-1","-1","poldrack-single-stim","18","81240","0.0-5.0-13.0","s636","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"576","82","poldrack-categorize","19","83251","0.0-5.0-14.0-0.0","s636","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","8","practice",""
"-1","-1","poldrack-single-stim","20","83506","0.0-5.0-15.0","s636","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"484","82","poldrack-categorize","21","85517","0.0-5.0-16.0-0.0","s636","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","500","congruent","green","green","9","practice",""
"-1","-1","poldrack-single-stim","22","85772","0.0-5.0-17.0","s636","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"20943","32","poldrack-text","23","106717","0.0-6.0","s636","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","20943","0","fmri_scanner_wait","","","","","","","","","","","",""
"935","84","poldrack-text","24","107652","0.0-7.0","s636","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","935","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","25","108332","0.0-8.0","s636","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","26","109012","0.0-9.0","s636","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","27","109692","0.0-10.0","s636","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","28","110372","0.0-11.0","s636","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","29","111052","0.0-12.0","s636","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","30","111731","0.0-13.0","s636","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","31","112412","0.0-14.0","s636","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","32","113092","0.0-15.0","s636","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","33","113772","0.0-16.0","s636","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","34","114452","0.0-17.0","s636","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","35","115132","0.0-18.0","s636","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","36","115813","0.0-19.0","s636","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","37","116492","0.0-20.0","s636","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"680","84","poldrack-text","38","117174","0.0-21.0","s636","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","680","0","fmri_trigger_wait","","","","","","","","","","","",""
"678","84","poldrack-text","39","117852","0.0-22.0","s636","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","","","",""
"-1","-1","poldrack-single-stim","40","118857","0.0-23.0","s636","","1000","0","fmri_buffer","","none","1000","","","","","","","","",""
"-1","-1","poldrack-single-stim","41","120363","0.0-24.0","s636","","1500","500","test_start_block","<div class = centerbox><div class = center-text>Get ready!</p></div>","none","1500","","","","","","","","",""
"-1","-1","poldrack-single-stim","42","121374","0.0-25.0","s636","","500","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","500","","","","","","","","",""
"994","89","poldrack-single-stim","43","123378","0.0-26.0-0.0","s636","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","","incongruent","red","blue","0","test",""
"552","89","poldrack-single-stim","44","125384","0.0-26.0-1.0","s636","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","","congruent","red","red","1","test",""
"527","89","poldrack-single-stim","45","127662","0.0-26.0-2.0","s636","","2272","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","","incongruent","red","green","2","test",""
"445","71","poldrack-single-stim","46","129667","0.0-26.0-3.0","s636","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","","incongruent","blue","green","3","test",""
"633","82","poldrack-single-stim","47","131809","0.0-26.0-4.0","s636","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","4","test",""
"541","71","poldrack-single-stim","48","133814","0.0-26.0-5.0","s636","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","","congruent","blue","blue","5","test",""
"704","82","poldrack-single-stim","49","135956","0.0-26.0-6.0","s636","","2136","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","6","test",""
"532","82","poldrack-single-stim","50","137962","0.0-26.0-7.0","s636","","2000","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","","congruent","green","green","7","test",""
