"text","rt","key_press","block_duration","timing_post_trial","trial_id","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","trigger_times","responses","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","exp_stage","trial_num","SS_stimulus","SS_delay","SS_trial_type","SS_duration"
"","537","89","2658","0","stim","stop-signal","153","445030","0.0-30.0-31.0","stop_signal","442754,443435,444114,444795","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","","test","114","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","350","go","500"
"","640","71","2522","0","stim","stop-signal","154","447553","0.0-30.0-32.0","stop_signal","445474,446155,446834,447515","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","115","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","350","go","500"
"","-1","-1","2250","0","stim","stop-signal","155","449809","0.0-30.0-33.0","stop_signal","448194,448876,449554","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","false","71","","test","116","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","350","stop","500"
"","-1","-1","2930","0","stim","stop-signal","156","452742","0.0-30.0-34.0","stop_signal","450235,450914,451595,452274","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","false","71","","test","117","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","400","stop","500"
"","586","71","2250","0","stim","stop-signal","157","454995","0.0-30.0-35.0","stop_signal","452955,453634,454315,454994","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","118","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","450","go","500"
"","477","71","2522","0","stim","stop-signal","158","457521","0.0-30.0-36.0","stop_signal","455675,456354,457034","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/oval.png></img></div>","89,71","850","true","71","","test","119","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","450","go","500"
"","587","71","2250","0","stim","stop-signal","159","459774","0.0-30.0-37.0","stop_signal","457715,458395,459075,459755","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","120","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","450","stop","500"
"","723","89","2250","0","stim","stop-signal","160","462028","0.0-30.0-38.0","stop_signal","460435,461115,461795","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/trapezoid.png></img></div>","89,71","850","true","89","","test","121","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","400","go","500"
"","678","89","2250","0","stim","stop-signal","161","464284","0.0-30.0-39.0","stop_signal","462476,463154,463836","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/rectangle.png></img></div>","89,71","850","true","89","","test","122","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","400","go","500"
"","763","71","2250","0","stim","stop-signal","162","466540","0.0-30.0-40.0","stop_signal","464514,465194,465874","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","123","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","400","go","500"
"","657","71","2522","0","stim","stop-signal","163","469068","0.0-30.0-41.0","stop_signal","466554,467234,467915,468594","","<div class = coverbox></div><div class = shapebox><img class = stim src = /static/experiments/stop_signal/images/moon.png></img></div>","89,71","850","true","71","","test","124","<div class = coverbox></div><div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>","400","go","500"
"","3624","32","3624","0","end","poldrack-single-stim","164","472693","0.0-31.0","stop_signal","469276,469954,470635,471314,471994,472674","","<div class = centerbox><div class = center-text><i>Fin</i></div></div>","32","3624","","","","","","","","",""
