"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","survey","item_coding","item_text","options","response","coded_response","exp_id"
"1575","13","text","0","1577","0.0-0.0","s572","","","","","","","","","","","","","",""
"814","66","poldrack-text","1","3398","0.0-1.0","s572","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb finger</p></div>","814","500","fmri_response_test","","","","","","","","","",""
"602","89","poldrack-text","2","4502","0.0-2.0","s572","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","602","500","fmri_response_test","","","","","","","","","",""
"493","71","poldrack-text","3","5497","0.0-3.0","s572","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","493","500","fmri_response_test","","","","","","","","","",""
"540","82","poldrack-text","4","6542","0.0-4.0","s572","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","540","500","fmri_response_test","","","","","","","","","",""
"481","77","poldrack-text","5","7529","0.0-5.0","s572","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>","481","500","fmri_response_test","","","","","","","","","",""
"19429","32","poldrack-single-stim","6","27464","0.0-6.0","s572","","19429","0","instructions","<div class = centerbox><div class = center-text>Respond to the questions!</div></div>","32","19429","","","","","","",""
"23069","32","poldrack-text","7","50534","0.0-7.0","s572","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","23069","0","fmri_scanner_wait","","","","","","","","","",""
"40347","84","poldrack-text","8","90881","0.0-8.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","40347","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","9","90965","0.0-9.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","10","91051","0.0-10.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","11","91136","0.0-11.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","12","91221","0.0-12.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","13","91306","0.0-13.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","14","91390","0.0-14.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","15","91475","0.0-15.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","16","91560","0.0-16.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","17","91645","0.0-17.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","18","91730","0.0-18.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","19","91815","0.0-19.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","20","91901","0.0-20.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","21","91985","0.0-21.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","22","92071","0.0-22.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","23","92155","0.0-23.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","24","92240","0.0-24.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","25","92325","0.0-25.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","26","92411","0.0-26.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","27","92496","0.0-27.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","28","92581","0.0-28.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","29","92666","0.0-29.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","30","92750","0.0-30.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","31","92836","0.0-31.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","32","92920","0.0-32.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","33","93005","0.0-33.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","34","93090","0.0-34.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","35","93175","0.0-35.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","36","93260","0.0-36.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","37","93345","0.0-37.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","38","93430","0.0-38.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","39","93515","0.0-39.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"85","84","poldrack-text","40","93601","0.0-40.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","85","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","41","93686","0.0-41.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","42","93771","0.0-42.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"84","84","poldrack-text","43","93855","0.0-43.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","84","0","fmri_trigger_wait","","","","","","","","","",""
"86","84","poldrack-text","44","93941","0.0-44.0","s572","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","86","0","fmri_trigger_wait","","","","","","","","","",""
