rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,survey,item_coding,item_text,options,response,coded_response,exp_id
1875,13,text,0,1877,0.0-0.0,s358,,,,,,,,,,,,,,
1341,66,poldrack-text,1,4221,0.0-1.0,s358,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb finger</p></div>,1341.0,500.0,fmri_response_test,,,,,,,,,,
725,89,poldrack-text,2,5448,0.0-2.0,s358,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,725.0,500.0,fmri_response_test,,,,,,,,,,
419,71,poldrack-text,3,6369,0.0-3.0,s358,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,419.0,500.0,fmri_response_test,,,,,,,,,,
349,82,poldrack-text,4,7220,0.0-4.0,s358,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>,349.0,500.0,fmri_response_test,,,,,,,,,,
352,77,poldrack-text,5,8073,0.0-5.0,s358,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>,352.0,500.0,fmri_response_test,,,,,,,,,,
39927,32,poldrack-single-stim,6,48503,0.0-6.0,s358,,39927.0,0.0,instructions,<div class = centerbox><div class = center-text>Respond to the questions!</div></div>,32,39927.0,,,,,,,
20819,32,poldrack-text,7,69323,0.0-7.0,s358,<div class = centerbox><div  class = center-text>Scanner Setup</div></div>,20819.0,0.0,fmri_scanner_wait,,,,,,,,,,
3867,84,poldrack-text,8,73190,0.0-8.0,s358,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,3867.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,9,73871,0.0-9.0,s358,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,10,74551,0.0-10.0,s358,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,11,75231,0.0-11.0,s358,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,12,75911,0.0-12.0,s358,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,13,76591,0.0-13.0,s358,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,14,77271,0.0-14.0,s358,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,15,77950,0.0-15.0,s358,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,16,78631,0.0-16.0,s358,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
679,84,poldrack-text,17,79311,0.0-17.0,s358,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,
680,84,poldrack-text,18,79991,0.0-18.0,s358,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,
