"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"2197","13","text","0","2199","0.0-0.0","s546","","","","","","","","","","","","","","","",""
"2617","89","poldrack-text","1","5818","0.0-1.0","s546","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","2617","500","fmri_response_test","","","","","","","","","","","",""
"1094","71","poldrack-text","2","7414","0.0-2.0","s546","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","1094","500","fmri_response_test","","","","","","","","","","","",""
"1141","82","poldrack-text","3","9056","0.0-3.0","s546","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","1141","500","fmri_response_test","","","","","","","","","","","",""
"8620","32","poldrack-single-stim","4","18180","0.0-4.0","s546","","8620","500","instructions","<div class = centerbox><div class = center-text>Respond to the <strong>ink color</strong> of the word!<br><br><span style = ""color:red;padding-left:30px"">WORD</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">WORD</span>: Middle<br><span style = ""color:#4FE829;"">WORD</span>: Ring<br><br>We will start with practice</div></div>","32","8620","","","","","","","","",""
"1209","71","poldrack-categorize","5","20684","0.0-5.0-0.0-0.0","s546","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">GREEN</div></div>","89,71,82","1500","true","71","500","incongruent","blue","green","1","practice",""
"-1","-1","poldrack-single-stim","6","20938","0.0-5.0-1.0","s546","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"693","71","poldrack-categorize","7","22940","0.0-5.0-2.0-0.0","s546","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","2","practice",""
"-1","-1","poldrack-single-stim","8","23192","0.0-5.0-3.0","s546","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"602","89","poldrack-categorize","9","25196","0.0-5.0-4.0-0.0","s546","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">GREEN</div></div>","89,71,82","1500","true","89","500","incongruent","red","green","3","practice",""
"-1","-1","poldrack-single-stim","10","25448","0.0-5.0-5.0","s546","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"696","89","poldrack-categorize","11","27452","0.0-5.0-6.0-0.0","s546","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","true","89","500","incongruent","red","blue","4","practice",""
"-1","-1","poldrack-single-stim","12","27704","0.0-5.0-7.0","s546","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"647","71","poldrack-categorize","13","29708","0.0-5.0-8.0-0.0","s546","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","5","practice",""
"-1","-1","poldrack-single-stim","14","29959","0.0-5.0-9.0","s546","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"467","82","poldrack-categorize","15","31962","0.0-5.0-10.0-0.0","s546","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","6","practice",""
"-1","-1","poldrack-single-stim","16","32214","0.0-5.0-11.0","s546","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"646","82","poldrack-categorize","17","34218","0.0-5.0-12.0-0.0","s546","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">GREEN</div></div>","89,71,82","1500","true","82","500","congruent","green","green","7","practice",""
"-1","-1","poldrack-single-stim","18","34470","0.0-5.0-13.0","s546","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"575","89","poldrack-categorize","19","36474","0.0-5.0-14.0-0.0","s546","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">RED</div></div>","89,71,82","1500","true","89","500","congruent","red","red","8","practice",""
"-1","-1","poldrack-single-stim","20","36727","0.0-5.0-15.0","s546","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"979","82","poldrack-categorize","21","38731","0.0-5.0-16.0-0.0","s546","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">BLUE</div></div>","89,71,82","1500","true","82","500","incongruent","green","blue","9","practice",""
"-1","-1","poldrack-single-stim","22","38983","0.0-5.0-17.0","s546","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"49785","32","poldrack-text","23","88771","0.0-6.0","s546","<div class = centerbox><div  class = center-text>Scanner Setup</div></div>","49785","0","fmri_scanner_wait","","","","","","","","","","","",""
"2305","84","poldrack-text","24","91077","0.0-7.0","s546","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","2305","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","25","91756","0.0-8.0","s546","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","26","92437","0.0-9.0","s546","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","27","93117","0.0-10.0","s546","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","28","93797","0.0-11.0","s546","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
"678","84","poldrack-text","29","94475","0.0-12.0","s546","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","678","0","fmri_trigger_wait","","","","","","","","","","","",""
"681","84","poldrack-text","30","95156","0.0-13.0","s546","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","681","0","fmri_trigger_wait","","","","","","","","","","","",""
"679","84","poldrack-text","31","95836","0.0-14.0","s546","<div class = centerbox><div  class = center-text>Task about to start!</div></div>","679","0","fmri_trigger_wait","","","","","","","","","","","",""
