rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,text,block_duration,timing_post_trial,trial_id,stimulus,possible_responses,stim_duration,survey,item_responses,item_coding,item_text,options,response,coded_response,exp_id
1750,13,text,0,1752,0.0-0.0,s624,,,,,,,,,,,,,,,
1484,66,poldrack-text,1,4239,0.0-1.0,s624,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your thumb</p></div>,1484.0,500.0,fmri_response_test,,,,,,,,,,,
945,89,poldrack-text,2,5688,0.0-2.0,s624,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>,945.0,500.0,fmri_response_test,,,,,,,,,,,
672,71,poldrack-text,3,6867,0.0-3.0,s624,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>,672.0,500.0,fmri_response_test,,,,,,,,,,,
481,82,poldrack-text,4,7849,0.0-4.0,s624,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>,481.0,500.0,fmri_response_test,,,,,,,,,,,
382,77,poldrack-text,5,8731,0.0-5.0,s624,<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your pinky finger</p></div>,382.0,500.0,fmri_response_test,,,,,,,,,,,
12592,32,poldrack-single-stim,6,21828,0.0-6.0,s624,,12592.0,0.0,instructions,<div class = centerbox><div class = center-text>Respond to the questions!</div></div>,32,12592.0,,,,,,,,
19019,32,poldrack-text,7,40848,0.0-7.0,s624,<div class = centerbox><div  class = center-text>Scanner Setup</div></div>,19019.0,0.0,fmri_scanner_wait,,,,,,,,,,,
1471,84,poldrack-text,8,42319,0.0-8.0,s624,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,1471.0,0.0,fmri_trigger_wait,,,,,,,,,,,
678,84,poldrack-text,9,42997,0.0-9.0,s624,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,678.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,10,43678,0.0-10.0,s624,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,11,44357,0.0-11.0,s624,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,12,45039,0.0-12.0,s624,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
678,84,poldrack-text,13,45717,0.0-13.0,s624,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,678.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,14,46398,0.0-14.0,s624,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,15,47078,0.0-15.0,s624,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,16,47758,0.0-16.0,s624,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,17,48438,0.0-17.0,s624,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,18,49119,0.0-18.0,s624,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,19,49798,0.0-19.0,s624,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,20,50478,0.0-20.0,s624,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,21,51159,0.0-21.0,s624,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
679,84,poldrack-text,22,51838,0.0-22.0,s624,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,679.0,0.0,fmri_trigger_wait,,,,,,,,,,,
680,84,poldrack-text,23,52518,0.0-23.0,s624,<div class = centerbox><div  class = center-text>Task about to start!</div></div>,680.0,0.0,fmri_trigger_wait,,,,,,,,,,,
-1,-1,poldrack-single-stim,24,53519,0.0-24.0,s624,,1000.0,0.0,fmri_buffer,,none,1000.0,,,,,,,,
3037,82,poldrack-single-stim,25,62661,0.0-25.0-0.0,s624,,9136.0,0.0,,"<div class = centerbox><p class=item-text>I refuse things that are bad for me.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much</span></div></div>","66,89,71,82,77",8500.0,brief,"66,89,71,82,77",forward,I refuse things that are bad for me.,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>",4.0,4.0,
3948,89,poldrack-single-stim,26,72277,0.0-25.0-1.0,s624,,9612.0,0.0,,"<div class = centerbox><p class=item-text>I have a hard time breaking bad habits.</p></div><div class=response-text><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Not at all</span></div><div class=response-item>1</div><div class=response-item>2</div><div class=response-item>3</div><div class=response-item>4</div><div class=response-item>5</div><div class=response-item><span style=""font-weight: normal; font-size: 30px"">Very much</span></div></div>","66,89,71,82,77",8500.0,brief,"66,89,71,82,77",reverse,I have a hard time breaking bad habits.,"<span style=""font-weight: normal; font-size: 30px"">Not at all</span>,1,2,3,4,5,<span style=""font-weight: normal; font-size: 30px"">Very much</span>",2.0,4.0,
