"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","text","block_duration","timing_post_trial","trial_id","stimulus","possible_responses","stim_duration","correct","correct_response","feedback_duration","condition","stim_color","stim_word","trial_num","exp_stage","exp_id"
"1885","13","text","0","1887","0.0-0.0","s624","","","","","","","","","","","","","","","",""
"1494","89","poldrack-text","1","4383","0.0-1.0","s624","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your index finger</p></div>","1494","500","fmri_response_test","","","","","","","","","","","",""
"711","71","poldrack-text","2","5599","0.0-2.0","s624","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your middle finger</p></div>","711","500","fmri_response_test","","","","","","","","","","","",""
"2711","82","poldrack-text","3","8816","0.0-3.0","s624","<div class = centerbox><div style = 'font-size: 50px' class = center-text>Please press your ring finger</p></div>","2711","500","fmri_response_test","","","","","","","","","","","",""
"26289","32","poldrack-single-stim","4","35611","0.0-4.0","s624","","26289","500","instructions","<div class = centerbox><div class = center-text>Respond to the <strong>ink color</strong> of the word!<br><br><span style = ""color:red;padding-left:30px"">WORD</span>: Index<br><span style = ""color:#1F45FC;padding-left:65px"">WORD</span>: Middle<br><span style = ""color:#4FE829;"">WORD</span>: Ring<br><br>We will start with practice</div></div>","32","26289","","","","","","","","",""
"1245","71","poldrack-categorize","5","38116","0.0-5.0-0.0-0.0","s624","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">RED</div></div>","89,71,82","1500","true","71","500","incongruent","blue","red","1","practice",""
"-1","-1","poldrack-single-stim","6","38372","0.0-5.0-1.0","s624","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"532","71","poldrack-categorize","7","40380","0.0-5.0-2.0-0.0","s624","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#1F45FC"">BLUE</div></div>","89,71,82","1500","true","71","500","congruent","blue","blue","2","practice",""
"-1","-1","poldrack-single-stim","8","40633","0.0-5.0-3.0","s624","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"584","82","poldrack-categorize","9","42639","0.0-5.0-4.0-0.0","s624","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:#4FE829"">RED</div></div>","89,71,82","1500","true","82","500","incongruent","green","red","3","practice",""
"-1","-1","poldrack-single-stim","10","42891","0.0-5.0-5.0","s624","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
"-1","-1","poldrack-categorize","11","44895","0.0-5.0-6.0-0.0","s624","","1500","0","stim","<div class = stroopbox><div class = stroop-stim style = ""color:red"">BLUE</div></div>","89,71,82","1500","false","89","500","incongruent","red","blue","4","practice",""
"-1","-1","poldrack-single-stim","12","45151","0.0-5.0-7.0","s624","","250","0","fixation","<div class = centerbox><div class = fixation>+</div></div>","none","250","","","","","","","","",""
